seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.7956929608175392, 1.4399957882728607, 1.4822897740795336, 0.22581838169140134, -0.43227094909098907, -0.06706875868111561, 0.328498526563305, 0.24379133593006364, -0.40973242106978924, -0.8268824106363164]","(3, 0, 0)","[0.06368187, 0.3260328, 0.9795627, -0.32184058, 0.37733707, 0.22431022, -0.30194604, 0.25074175, 0.358709, 0.4514563]","(20, 4)",0.001
4,"[0.5410634348616266, 0.5097665400950302, 0.5667117941097729, 1.0781615282146044, 0.4083071368106441, 0.10370790334011548, 1.0541410512349865, 0.5330146905372262, 0.8459085031782458, -0.005321208465915772]","[-0.3949986432210948, 0.738562756472174, 0.14048516185894322, 0.4964692131803013, 0.8299269216244538, -0.006656324001582781, 0.10703606534090687, 1.000623018564533, 0.032703181254959635, 0.829556912550766]","[-0.35152308738202226, 0.7600339806821611, 0.08491266288652854, 0.5337116075034172, 0.8012351736433907, -0.04336317654203417, 0.13189172395152515, 1.009240025689278, -0.03624595877773709, 0.8893233378471981]","(1, 0, 1)","[1.2115027, 0.69777155, -0.12949105, 0.8296349, 1.210219, -0.2491442, 0.45771062, 1.1194166, -0.23416606, -0.9836073]","(10, 2)",0.001
13,"[0.4776846498526209, 0.5821712388038603, 0.2802554900752415, 0.22297160123899062, -0.1975596134215989, -1.0425238717296366, 0.09155253831370191, 1.3776430823527734, 0.6777434048553513, -0.3775402270772465]","[0.6008590120983393, 0.17725514380345123, 0.49354366690213475, 0.0334836566241741, 0.2062297729269036, -0.3006744998850507, -0.8921866217871113, 0.5376458492072576, 1.1088201577491446, 0.12333332598077901]","[0.6039624511744863, 0.17810278345696723, 0.4953277919511483, 0.03427845954354505, 0.20648652524275937, -0.3007936570681366, -0.8959076179581236, 0.5381940912637042, 1.1113677400515027, 0.12173883788437087]","(1, 0, 1)","[-0.28292358, -0.8230193, 0.20698257, 0.4941327, 0.079729944, -0.084585264, -0.8010463, 0.18682201, 0.86257666, 0.31171897]","(10, 2)",0.001
42,"[1.349609050956198, 0.28643198137919956, -0.580334596230885, -0.8864732069124243, -1.3947872325795727, -1.5342702678159439, -1.5749370649129626, -1.1672918085267447, 0.18855794128975967, -0.288322847974939]","[1.0400575483876775, 0.8295802767623592, -0.12835815700198006, -0.516155517729895, -0.6283954480474767, -1.0805895085558344, -0.9939755135380268, -1.0779493081439493, -0.6283171544547702, 0.5027165185171447]","[0.9818714211417197, 0.7895718221519805, -0.09880962351520037, -0.48730270795451147, -0.5903909613497915, -1.0116262442635362, -0.9483687654828175, -1.0171565929362412, -0.6110081704020125, 0.4539525209363309]","(1, 0, 1)","[0.028056152, 0.56535524, -0.37039512, -0.35613614, -0.8671793, 0.11910987, 0.3351527, 0.2759233, 0.69532394, -0.28700674]","(10, 2)",0.001
45,"[1.5986809186122513, 0.5870517951914, -0.41358013736480403, -0.4052438815562328, 0.7583692513653287, 0.6914356783987883, -0.44176982189254166, 0.21781130501365153, 1.3373666074715205, 1.2397585200818428]","[0.786672168079583, 1.2053448345724598, -0.015620622094829839, -0.4057698263173891, -0.20235896839753825, 0.8595487355640978, 0.26166131061673936, -0.5726004772009113, 0.5041115436141073, 1.085310835664467]","[0.7503285365568694, 1.1343419514729782, -0.05306452519545332, -0.36987339067115693, -0.18855500121884, 0.8352655300422571, 0.20930742416647713, -0.5405839177109524, 0.5072019794248959, 1.0105933573328036]","(1, 0, 1)","[0.53166664, 0.049780104, -0.68720096, -0.07940437, -0.11461, -0.1831486, -0.015990045, 0.52172375, 0.56204486, 0.70935655]","(20, 4)",0.001
7,"[-0.8232601166334932, -0.5298394014472506, -0.3387823766722479, -0.7212923203315648, 0.2598628305207872, -0.1039366254986972, 0.3854609948048303, -0.07987568228383563, -1.3004569534483674, -1.9072242717731585]","[-0.7770452226186639, -0.4347375053241612, -0.31247064878517, -0.18254705227966292, -0.6300187941917332, 0.5748722276166538, -0.39137273930702415, 0.5811473644583425, -0.3704493645130068, -1.1152322711918639]","[-0.6978165856320984, -0.3968793785708757, -0.2811757379408464, -0.1664061974939002, -0.5665413109097184, 0.5101610850064371, -0.34150562944016344, 0.509554235940544, -0.3168562271471964, -1.0074545354112834]","(1, 0, 1)","[0.62858397, 0.17579949, -0.7904941, -1.0112479, -1.0523102, 0.07574876, 0.9373178, 0.88604534, 0.7780758, 0.9611039]","(20, 4)",0.001
24,"[-0.16368099539043024, 0.9924642877554309, 1.5017809662698562, 1.7499909856268978, 1.8575848526434937, 1.8671810402860531, 0.4432714813088353, 0.5882500217078281, 1.3552075007307907, 0.9892293937218952]","[-1.112930554346549, 0.39278428178284436, 0.7960721468640088, 1.103744892837852, 1.198118539207972, 1.258525583039508, 1.2379182487662992, -0.17568764307431434, 0.6760938432449853, 1.017160579108298]","[-1.0801826515500537, 0.4451757170768671, 0.7965147909017705, 1.1219956221613137, 1.0594683961386688, 1.2469641184259705, 1.2739269810795733, -0.22309796998129172, 0.7383501403749139, 0.9434444159905518]","(6, 0, 0)","[-0.63113064, -1.2175117, -0.8401206, -0.1850008, -0.4129812, -0.90211326, 0.54153246, 0.052172583, -0.6029673, -1.0126295]","(20, 4)",0.001
30,"[1.2814768747862875, 0.7463073658718593, -0.6197134102433243, -1.037345767595449, -0.9008440397125207, 0.3078315876998408, 0.021581535938597574, -0.8796944083338989, -1.081324879546362, -0.7193946696679511]","[0.43879132928733666, 1.0620812101426191, 0.21526676080054974, -0.7273467906435991, -0.6736723722736494, -0.564007853575696, 0.5898355144876888, -0.2733362213052468, -0.7430262976812755, -0.7098117307057242]","[0.4598543302022402, 1.0741234078821025, 0.24667605392841924, -0.7396448858080438, -0.6953304325795804, -0.5790948606718196, 0.5838541439219388, -0.2532891798390635, -0.7651574704932804, -0.7267625148608166]","(1, 0, 1)","[-0.590484, 0.43153548, 0.5270705, 0.6806929, 0.8549512, 1.2182096, 0.54423374, 1.2855397, 1.4608107, 0.23871127]","(10, 2)",0.001
36,"[1.7070818713424813, 2.045447346725296, 2.1959127831650487, 2.2534853510824338, 1.5010977209710923, -0.09454852088964627, -1.462718595695245, -2.1904910799420496, -1.6940501142298685, 0.09280371768140017]","[0.7472668932694579, 1.3334484247077523, 1.3787231343714197, 1.5065512159793388, 1.5002097430927646, 0.7509928494247101, -0.47004494560200133, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048]","[0.7643594362110601, 1.350962572400408, 1.410913011574669, 1.539368245203173, 1.5414982752528943, 0.778296843233744, -0.4728598850847549, -1.2555037111069236, -1.6182568123269663, -0.9375551485969383]","(1, 0, 1)","[0.9639856, 1.3610488, 1.5077021, 1.6057738, 1.6191771, 0.9805927, -0.37213898, -0.8533566, -1.014375, -0.54654825]","(50, 10)",0.001
16,"[-0.8925604713988429, -0.6212528188330457, 0.5991684642228181, 1.282312738377204, 1.7892923932724853, 1.0734674101721913, -0.2954125087901368, -0.8968350856880265, -0.604867114153435, 0.1009670901745342]","[-0.5361011232371724, -0.6245099097802567, -0.3089978639429174, 0.7536673961942768, 0.9054790402800655, 1.3365528731324525, 0.405190973605965, -0.4980079955931193, -0.6478310878914668, -0.28095157020770156]","[-0.5230950291834258, -0.5854322477086389, -0.2873081554026839, 0.7398687187298916, 0.8472191841476295, 1.2864319503294195, 0.34992959010611047, -0.477955477000619, -0.6153939634570839, -0.2553779678424723]","(1, 0, 1)","[-0.76043254, -1.0546261, 0.16271889, 0.69205, 0.33999702, 0.665595, 0.4682144, 0.82975304, 0.9259834, 1.2966694]","(20, 4)",0.001
22,"[0.33438651265842706, 0.8984919538709591, 1.255431644998678, 1.783500954397775, 1.239939248831758, -0.1801253960457755, -0.6709199658377545, -1.1298765987584993, -0.5347702735330219, -0.5966475730795737]","[0.49832583589606355, 0.08522359471039528, 0.8558801565157614, 0.8274915667407973, 1.3697551710273763, 0.5550616633180699, -0.45765622770481046, -0.4420918519853493, -0.9088306727658247, -0.0803549371501095]","[0.5111764605514226, 0.07540392273048335, 0.8924021254783575, 0.8296765094942791, 1.4137676610701302, 0.5406688384737888, -0.47311410310900726, -0.44585386128694426, -0.9379882812724183, -0.057983543185382486]","(1, 0, 1)","[0.78137326, 1.3057077, 1.1222105, 0.7595901, -0.18103221, -0.121637635, -0.29134208, -0.8379692, -0.18329489, 0.49412945]","(10, 2)",0.001
53,"[1.0042581321986983, 1.786586900069016, 0.5037616150013121, -0.8280515123641135, 0.007359997236528915, -0.34453630765982646, 0.046965674911952915, 0.3372333050774645, -0.1431627080297465, -0.8911516232459916]","[0.42355291967175035, 0.7924816723628231, 1.3903460638876046, -0.19141141694249014, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704]","[0.42232489536720097, 0.811167827767102, 1.4147281666956157, -0.21644669405843453, -0.7357896776377718, 0.3920899148312763, -0.5578305914467117, 0.3377759166990754, 0.16931206227925064, -0.2346999277222973]","(1, 0, 1)","[0.733105, 0.88616484, 1.3769922, 0.34222665, -0.50370854, 0.12122039, -0.47776785, 0.4637599, 0.21219249, -0.24539779]","(50, 10)",0.001
27,"[0.30040852971221266, -0.8635496756460255, -1.108788642005658, -0.8672904828370445, -0.8654089035328904, -0.3739462395836059, 0.1337306828910472, 1.1138616177334373, 0.38626475625811707, -0.33900312009153016]","[0.8854465399547372, -0.14231474026515595, -0.7923923055134475, -0.7125924892489344, -0.5109942382125773, -0.6099117844266018, -0.06899034737030504, 0.1682258565761997, 1.0297486894453374, -0.12860958846455167]","[0.9265067876892037, -0.1358253210840426, -0.8821940931740859, -0.815214867943347, -0.5754273769399972, -0.6190658242717263, -0.05890495604527779, 0.21975393317994696, 1.0777068472299376, -0.034443114414877296]","(4, 0, 0)","[1.136883, 0.2412671, -0.65470785, 0.73518574, 0.5787204, 0.07176746, 0.45637685, -0.09231655, -0.5193572, -0.13302885]","(10, 2)",0.001
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869889109168062, 0.6452059659943314, 0.8070376790866995, 0.48755976687953595, -0.5985047704230421, 0.4865364974849516, 0.7466064043589378, 0.4101849183388323, -0.6537477750776555, -0.10012735091962982]","(1, 0, 1)","[0.43701938, -0.078427985, -0.1368395, -0.09690448, 0.6920267, 1.0217965, 1.0213441, 1.1205782, 0.79962754, -0.15727994]","(20, 4)",0.001
61,"[-0.0036954660390594585, 0.27550783067996126, 1.1239127417131645, 1.1687177412800736, 1.1831522415013263, 1.5818914086661853, 1.559611048077245, 0.11037240701178674, 0.016774561263831866, 1.010526995482934]","[0.1346935947096829, -0.0710422633939009, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.978888577742269, -0.37907188185934776, 0.20631050219350575]","[0.14110871274156433, -0.07020814480997527, 0.3036887772137612, 0.9609565625348873, 0.6948403121958504, 0.8355579073455056, 1.1632393942020272, 0.9884033377167042, -0.3573759608339313, 0.18478940838562619]","(1, 0, 1)","[-0.49243692, 0.5190085, 0.7874596, -0.34415, -0.31557974, 0.84277296, 0.89769924, 1.2091911, 1.3169427, 0.69273114]","(20, 4)",0.001
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-1.0428831699222696, -0.7597537361249738, 0.003920623917377547, 0.413131397381245, 0.8152040936946323, 0.39671050205133684, 0.6308491216222478, 0.48335055973548474, 1.1425175140127173, -0.30410602896919336]","(1, 0, 1)","[0.121961355, 0.29879338, -0.2379789, 0.027321072, -0.6844694, -1.3463769, 0.1748008, -0.1923976, -0.54231745, -0.721007]","(20, 4)",0.001
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06907712277938131, 0.09674027881931285, -0.22073881754406577, -0.8567964269955028, -0.27939672126744775, -0.030647027785685114, -1.0109987781585195, -0.7406190919633239, -0.6016329652706294, 0.7156798346675167]","(1, 0, 1)","[-1.1574047, 0.33148128, 0.11394118, -0.3933684, -0.86607337, -0.24025482, -0.48165482, 0.25766462, 1.1486542, -0.60455215]","(20, 4)",0.001
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.576713301469939, 1.2471654704322628, 1.4167796370347883, 0.878763312074571, 0.017203235429200242, 0.5871878393610004, 0.06715294357079137, 0.09483222202412614, 0.24676992077909693, -0.6771981879367619]","(1, 0, 1)","[0.9083796, 1.2684156, 1.4775138, 1.1107777, 0.01321014, 0.29527158, -0.053932153, -0.3120358, -0.047227927, -0.72234166]","(50, 10)",0.001
10,"[-0.8772296308972455, -1.6549104396358945, -0.31582108669494224, 0.7705771338391414, 0.24377949080872308, -0.4566587265431938, -0.36452016573846713, -1.0615117756657937, -1.411526515194137, -0.40210935568612516]","[0.004444454067039555, -0.8794518579307653, -1.215184510670512, 0.2917711686403137, 0.6246915495189845, -0.06856628395076919, -0.4223755845678092, -0.15333237345456252, -0.9848455889385124, -0.9191037207248808]","[0.030838267761975735, -0.7878011585371533, -1.2274037287128055, 0.22631154690886174, 0.6592932207809299, 0.018141206020433343, -0.46130230573632186, -0.2452121042389411, -0.9782847269199058, -0.8716226686349822]","(5, 0, 0)","[0.67587095, -0.055116065, -0.39461228, -0.00019199587, 0.19442122, -0.40984452, -0.33567312, -0.011199685, 0.49299642, -0.7314436]","(20, 4)",0.001
65,"[-0.42039777932292344, 0.42722690301195787, -0.5352817346039381, 0.1859956830270023, 1.091069816807214, 0.7775177400114549, 0.4600446314126952, 0.3717937853021772, -0.23669389191899443, -1.3437604318320369]","[-0.9918975082850874, 0.07555097481962025, 0.38945141560214774, -0.730007442405012, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624]","[-0.9563492762304007, 0.0028110504407166947, 0.4036522556894406, -0.6780155077353021, 0.46045172896556724, 0.8382366530967106, 0.3822836462219786, 0.2742964716594569, 0.23634419765139347, -0.32433072189220347]","(1, 0, 1)","[-0.98742956, -0.4334621, 0.21133624, -0.6657398, 0.23268569, 0.9025756, 0.4842726, 0.08828111, 0.12251502, -0.33538058]","(50, 10)",0.001
51,"[1.1027938592817046, 0.34045469877338874, 0.5465650431561858, -0.012748478862714074, -0.031411042081015306, 0.18515080084438512, 1.031587476771617, 1.025435166503927, 0.8898924504433815, 1.490158626581319]","[0.41068459361253906, 0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385]","[0.4112384391879588, 0.9268472094184523, -0.10305370398374639, 0.6073487964883769, -0.30649588744523226, 0.11562360931391769, 0.13265817949005898, 0.9862707297826335, 0.5687600202262468, 0.6321585181372025]","(1, 0, 1)","[0.1537655, 0.70955014, -0.014035556, 0.4215561, -0.51048017, -0.03990814, 0.25426725, 0.54442185, 0.6432114, 0.59879905]","(50, 10)",0.001
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.7013021416988447, 0.4797464882678291, -0.2957578749632367, -0.610683297935256, 0.4464414449147363, 0.5486391516891505, 0.2997881423237313, 1.1525860742320662, 0.8215795281312225, 1.1335901701936475]","(4, 0, 0)","[-0.28384954, 0.6476655, 0.06441299, -0.94616675, 0.38993543, -0.46381435, -0.07796598, -0.6317477, -0.6933906, 0.12845513]","(20, 4)",0.001
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[0.04086448773776369, -0.36630519314181215, 0.17631878969681689, -0.3159561284248484, -0.8309266142489768, 0.26105107150612317, -0.7008890779719955, -0.17028717009532596, -0.08877111159946692, 0.7744439705892331]","(3, 0, 0)","[0.13576512, -0.29650828, 0.12241149, -0.33001482, -0.82618606, -0.045586925, -0.7103421, -0.42559853, -0.2094534, 0.68116]","(50, 10)",0.001
57,"[-1.8630088636675026, -1.0000216091411298, -0.45118413556671233, 0.5061288786413728, 0.42788040157579815, 0.9503932125234023, 0.20599477772784902, -0.7118420755422327, -0.3173799698110968, -0.8456177701374148]","[-1.2194831459856854, -1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890865, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.021966050183511693]","[-1.1966063973567986, -1.2350934027710805, -0.43669020326177654, -0.2667826003380742, 0.5335610820904205, 0.1370301127659173, 0.7918620811118763, -0.13825074907938623, -0.6348507092535304, 0.019131907137972748]","(3, 0, 0)","[-0.8070129, -0.6872257, 0.37870973, -0.15338196, 0.16500604, -0.5271188, 0.3348856, -0.34334403, -0.7378228, -0.44612885]","(10, 2)",0.001
59,"[0.39252656193441793, 0.10522439082413843, 0.5670246387022652, 0.12040436613973832, 0.19563415423037656, 0.7403999543365595, 0.7732802993362309, 1.1573201297249, 1.1896231605276943, 1.5076741635150042]","[0.8636055764672351, -0.039276226299199635, 0.12486250397373824, 0.504593386715396, -0.1318923272179597, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919]","[0.816461666108865, -0.047507784937820624, 0.12649773797005207, 0.48175928851541405, -0.13584617381729236, 0.2599986820128407, 0.5790715330097835, 0.44395467433002744, 0.8867769284407311, 0.686822786686015]","(1, 0, 1)","[0.1435952, -0.4765975, -0.928571, -0.057118785, -0.5627374, -0.3545989, -0.08205509, 0.6825638, 1.413448, 0.9298422]","(10, 2)",0.001
56,"[1.062138497073678, 0.23995009130914868, 0.16192740318761228, 0.44955851787324586, -0.4035215430663204, -0.11828645815823358, -0.6068315102284053, -1.6416433869243496, -0.4409004571584503, 0.9281506778209008]","[0.5422957253340213, 0.7909906344066674, -0.155545225894185, 0.2397000161347048, 0.32970850980589345, -0.5683757979692671, 0.16590144082639996, -0.6897822306416053, -1.296752271603547, 0.20747567864332317]","[0.5113750662874847, 0.7690063816904348, -0.12021131249554551, 0.20610714350638404, 0.3297245112853723, -0.5276473009898867, 0.12624943877724096, -0.624955069545243, -1.2607252097987947, 0.15350893975189936]","(1, 0, 1)","[-0.39455003, -0.1785577, -0.18219683, -0.107506424, 0.21212082, 0.21221262, 0.40772, 0.7233104, 1.0558566, -0.34097415]","(10, 2)",0.001
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.1877520638889253, 0.12673319881036246, -0.7528940555109837, -0.637003379699543, 0.4605037370542179, 0.6480094897202073, 0.4936601075094581, 0.11145698421562614, 0.644406597792607, -0.472972507445087]","(4, 0, 0)","[-1.073126, -0.39651966, -0.94172275, -0.69623905, 0.36613002, -0.62761694, -1.0028152, -0.5081913, 0.570308, 1.3068302]","(10, 2)",0.001
54,"[0.31203083810310817, 1.3613904788509006, 1.195532054916856, 1.4605682871991594, 0.9667515199872356, 0.19552214134450574, 0.23813215504759117, 0.8253908993813368, -0.06620810044579895, -1.3417662727601902]","[-0.6043694926509021, 0.6142155844285593, 1.054282686636621, 0.6683907115985456, 1.1263729313998867, 0.4035650542872923, -0.0062603857991404, 0.24126234794716137, 0.7047597254077561, -0.418587963149677]","[-0.6204750413475255, 0.6014984850874724, 1.0968787263246287, 0.6999838826362099, 1.1535136576872587, 0.44412123899675343, -0.00784819229856415, 0.2445846884236057, 0.721896216899623, -0.4014700937730065]","(1, 0, 1)","[-0.7062354, -0.16433759, -0.91466916, -0.4825886, -0.75268096, -0.70621514, -1.0637237, -1.0339566, -1.429068, -1.3581027]","(20, 4)",0.001
85,"[-1.3312969593621875, -0.4819894714107096, 0.7434917037912979, 1.3435029603963398, 0.5023171287675088, 0.1822480400419817, 0.4313604082137851, 0.7866010130572215, -0.16108620425007575, -1.0858749210216962]","[-0.7413632764748638, -0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266]","[-0.7031187442129434, -0.9485037058051837, -0.026974855866823744, 0.720589102173367, 0.9514163132727418, 0.04268084221656812, 0.1540965609868115, 0.3406206890904425, 0.5941158276760872, -0.4257864096430451]","(1, 0, 1)","[-0.5859532, -0.9778186, -0.39237487, 0.80359405, 1.1320261, 0.39942217, 0.08006878, 0.36101913, 0.8116997, -0.3776351]","(50, 10)",0.001
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[0.04508766421532883, 0.5998414904702785, 1.0182223614128434, 0.535735284819238, 1.1458969171301856, 0.9204100532509059, 1.3356821946688977, 0.07426959970546887, 0.5881327194880861, -0.32074867934921464]","(4, 0, 0)","[-0.058526862, 0.12327547, -0.09643948, -0.6349008, -0.028368805, -0.0029531084, 0.46639004, 1.1448468, 1.2454777, 0.41275185]","(10, 2)",0.001
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8647769927315477, 1.1100639860772223, -0.10941013658246265, 0.29562714152064473, -0.5531975511693394, -0.6438475900642753, -1.2624867462231708, -0.9129245959686131, -1.341686091423776, -1.0004335953757932]","(1, 0, 1)","[-0.7158859, -0.56126183, 0.3535734, 1.1155039, -0.06802702, -0.3458205, -0.6542449, -1.3385931, -0.79114413, -0.59431016]","(10, 2)",0.001
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.6905687542238845, -0.5837593463502598, 0.6416828884551842, -0.30961490591420215, -0.4062771787747868, -0.8084994296236867, 0.26891773241544836, 1.0462700046699651, 1.031387990115579, 1.3715013462738428]","(1, 0, 1)","[-0.08769442, -0.42028058, -0.6144494, -0.23322012, -0.422431, 0.027572878, 0.5518415, 0.48359287, 0.083305776, -0.44994384]","(10, 2)",0.001
78,"[0.6755184010827213, 1.1439816782952925, 1.1528557572551912, 0.7089011188918671, 0.6603542970946401, 1.455951427027909, 0.7632413159410387, 0.06502358227825644, -0.02083398634245487, -0.42931481195208465]","[-0.07286427676973314, 0.7119505394675879, 0.7880064085614985, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228]","[-0.08847129045421692, 0.685166044123241, 0.8124903564040478, 0.7496962908863837, 0.39292792565540086, 0.49347142027008173, 1.176959570089088, 0.18983658087519095, 0.021283373479366346, -0.013245074637651563]","(4, 0, 0)","[0.39476317, 0.8728978, 0.74372, -0.51981443, -0.12358497, 0.016117148, 0.4625599, -0.064583495, -0.5283986, 0.03370379]","(10, 2)",0.001
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.12312325109651415, 0.04140119312016542, 0.7621016298922612, 0.773615237178602, 1.0218036309052, 1.4259248102781232, 0.5110971303064538, -0.12543743031418242, -0.45391510799847745, 0.5033241101520936]","(1, 0, 1)","[-0.045077655, 0.14438836, -0.28687927, -0.2208355, 0.053691573, -0.7002642, -0.55098206, 0.46138975, 0.10513747, 0.7503606]","(20, 4)",0.001
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8103061585109972, -0.2824199712124582, 0.47047184409334764, 0.5430045309919185, 0.9292160436970316, 1.1163093536414044, 1.0972273199992693, 0.2782651742360005, -0.38602027616986073, -0.7836298060943974]","(1, 0, 1)","[-0.16368064, 0.82686603, -0.42055276, -0.74774486, -0.46131518, -1.0905888, -0.23625293, -0.119959116, -0.53976214, 0.42746526]","(20, 4)",0.001
