seed,Test,True,ARMA,Order,ARMA_Train_loss,ARMA_Valid_loss,Informer,Informer_para,Informer_lr
37,"[0.5198539064413863, 0.6858897627786857, 0.10725806906728796, -0.9021371215984122, -1.7735493506493345, -2.003625817677107, -1.6001014203826736, -0.7717716489465446, -0.24750679902302114, -0.36925922064009464]","[0.38359838798831714, 0.3280547124472277, 0.5218624065550719, -0.15367313421024797, -0.8253005544932882, -1.3608990734026905, -1.323176280975762, -0.9385132798947927, -0.30251500899914824, -0.09624929452344702]","[0.3735284190142643, 0.3212941443480728, 0.5104158372360068, -0.1515269479074446, -0.8074978121490828, -1.3337046799920385, -1.2976350885977892, -0.9215094287037636, -0.29602500824529876, -0.09463541603961986]","(1, 0, 1)",0.31763178018519184,0.7386497724855512,"[0.31932518, 0.12668984, 0.45743433, -0.07849135, -0.72917765, -1.2707702, -1.2911357, -1.0031527, -0.4576089, -0.039999582]","(10, 2)",0.0001
38,"[0.19644936950695574, 0.7281072577741707, 1.1272456055662539, 0.8525148113636306, -0.3894738733621225, -1.603538127060835, -1.4450464554723474, -1.0456602876981642, -0.656953379263158, -0.013529857602883555]","[-0.009104065229563349, 0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523142, -0.6474752545720072, -0.3332157519771544]","[-0.013010376605871073, 0.21155564438596394, 0.6460869477199106, 0.8313359972073151, 0.4464817556569329, -0.6437542314044804, -1.3297096866635585, -0.7982377065582449, -0.6658468933798934, -0.3307656635352799]","(1, 0, 1)",0.3071249073324738,0.7591233122525681,"[0.007188279, 0.28444806, 0.75673777, 0.9036411, 0.5114573, -0.68604016, -1.2291338, -0.8521339, -0.64381045, -0.45303324]","(10, 2)",0.0001
40,"[-0.8047873718045049, -0.1300202701662716, 0.695905070661731, 0.37099730432246275, -0.07549416870083717, -0.9612037512661388, -1.6009695774664776, -1.7099297981413237, -0.8936570159629138, -0.12911489059261472]","[-0.8058451454567335, -0.40186479907613815, 0.07091212937179747, 0.6604490059758323, 0.04077280133454661, -0.09588056936811047, -0.9132634665820836, -1.144337844175436, -1.1377608760536058, -0.3247765779361109]","[-0.8199765178946623, -0.4355528595373787, 0.05432644797416711, 0.6459022725274575, 0.09008496949760754, -0.10953867709967656, -0.8777195534133997, -1.1766966398436223, -1.160070214805752, -0.3814946262835769]","(1, 0, 1)",0.33173188017490923,0.8619934957250732,"[-1.027335, -0.59870094, 0.031698227, 0.54338926, 0.037185553, -0.25547236, -1.0628258, -1.3449088, -1.274834, -0.58916205]","(10, 2)",0.0001
39,"[0.674737531176434, 0.22585632107127612, 0.1447173558891808, 0.8449839033204969, 0.981149081186912, -0.12607406087554024, -1.1291825113924396, -1.7708241223934436, -1.9237683696617718, -0.7785626463038531]","[0.5973708668962577, 0.3760520977283051, 0.037830272207123566, 0.125802219785619, 0.7820827934276874, 0.5901076844730684, -0.4211279031120744, -0.9186185598364025, -1.3115148424752423, -1.2680109484241506]","[0.4693772113713126, 0.35314039017018134, 0.06320070124197069, 0.15589126075706838, 0.8060070554849862, 0.5944611177956411, -0.4385507580416027, -0.8799327645300495, -1.2382735353210268, -1.2651067453553635]","(3, 0, 0)",0.3262296763782813,0.8408175071185705,"[0.58257157, 0.50937396, -0.1352459, 0.048703607, 0.7544333, 0.57215285, -0.6692158, -0.8243502, -1.0385945, -1.3067809]","(20, 4)",0.0001
41,"[-1.4375676212985418, -2.0217203782526525, -1.9535855577314707, -2.166978050543202, -1.189794536956566, -1.3323027622775923, -1.0140894979802253, -0.2643535583450203, -0.7854779820234, -1.3409865220708328]","[-0.5559291296022015, -1.159603056497441, -1.441918850003932, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559]","[-0.5572483735671875, -1.1600022093030482, -1.4426234690742328, -1.232650258872726, -1.5610113094436422, -0.40729679583259426, -1.1367884562210142, -0.4483778069911236, -0.04001766487619983, -0.7724826920735145]","(1, 0, 1)",0.32675244379583174,0.767994227771304,"[-0.5459021, -0.9756891, -1.074937, -1.0185835, -1.2689439, -0.49678832, -0.9615622, -0.63648516, -0.012295656, -0.858741]","(20, 4)",0.0001
42,"[1.349609050956198, 0.28643198137919956, -0.580334596230885, -0.8864732069124243, -1.3947872325795727, -1.5342702678159439, -1.5749370649129626, -1.1672918085267447, 0.18855794128975967, -0.288322847974939]","[1.0400575483876775, 0.8295802767623592, -0.12835815700198006, -0.516155517729895, -0.6283954480474767, -1.0805895085558344, -0.9939755135380268, -1.0779493081439493, -0.6283171544547702, 0.5027165185171447]","[0.9817992217920124, 0.7895713386085772, -0.09881151851405526, -0.4873028353318287, -0.5903909690880185, -1.01162624573141, -0.948368765736083, -1.0171565930039077, -0.61100817040952, 0.45395252094509503]","(1, 0, 1)",0.3147318730386944,0.7389396011777107,"[0.73879266, 0.66062623, -0.27660856, -0.6466384, -0.6484833, -0.94833416, -0.97687334, -0.9319972, -0.72713137, 0.38066435]","(20, 4)",0.0001
25,"[0.08350745381100205, -0.8242756176951482, -1.011413625416096, -0.09363244690039896, 1.0122823555583396, -0.016629211871084237, -1.339810472310588, -2.081997936761713, -1.4947085922194965, -0.5558238426717202]","[0.32273195480336575, -0.07785852359068082, -0.7853463558998078, -0.6187404474661921, 0.21573777683269707, 0.904413467141991, -0.46883594544207974, -1.105392499589548, -1.529301686966939, -0.730057748736027]","[0.3053290160627388, -0.10632873222898792, -0.7156213622195748, -0.6004298640616419, 0.196062015901454, 0.8409186236292039, -0.4746602070080186, -1.01812395211023, -1.4460321884050567, -0.7509091615185137]","(4, 0, 0)",0.3311924912993499,0.6583000636548652,"[0.40974587, 0.012823332, -0.54304767, -0.61060387, 0.5904636, 0.9276411, -0.3116492, -1.0384611, -1.549653, -0.9673179]","(20, 4)",0.0001
45,"[1.5986809186122513, 0.5870517951914, -0.41358013736480403, -0.4052438815562328, 0.7583692513653287, 0.6914356783987883, -0.44176982189254166, 0.21781130501365153, 1.3373666074715205, 1.2397585200818428]","[0.786672168079583, 1.2053448345724598, -0.015620622094829839, -0.4057698263173891, -0.20235896839753825, 0.8595487355640978, 0.26166131061673936, -0.5726004772009113, 0.5041115436141073, 1.085310835664467]","[0.7503593929184733, 1.1343441076370495, -0.05306453300319883, -0.36987340087258, -0.1885550034241496, 0.8352655302751177, 0.20930742392170876, -0.5405839178888471, 0.5072019793405624, 1.0105933573426515]","(1, 0, 1)",0.3324195747229205,0.6005544695835185,"[0.735646, 1.0139399, 0.0011766031, -0.7607808, -0.3228657, 0.85406435, 0.5437486, -0.7353239, 0.48385376, 1.125984]","(10, 2)",0.0001
43,"[-0.11156417888470532, 0.966500439914207, 0.06058132689622597, -1.3372379535143002, -0.4305957387041587, 0.13068337221055676, -0.6601923748812928, -1.5378782637377053, -1.5310104121270827, -0.6472473879029459]","[-0.7525185267471248, 0.26469508448885715, 0.8341528976697784, -0.35649512193866323, -1.1589903925449687, 0.14889945756832562, 0.05623364342639395, -0.6883091965944897, -1.1937236654404604, -0.9341485794068525]","[-0.7794512497663696, 0.2973011458134687, 0.8451229454617164, -0.38688312127796587, -1.1820610275723464, 0.18456285998796151, 0.03669783505093982, -0.7045152070216771, -1.219748734714862, -0.9372987992553392]","(1, 0, 1)",0.33377793077077944,0.7902130085339154,"[-0.77105606, 0.30065402, 1.081503, -0.26739493, -1.1868968, 0.26009837, 0.4447379, -0.66842854, -1.0749954, -0.9502991]","(10, 2)",0.0001
44,"[-0.596807469842795, -0.5418199152020906, -0.16319197357150295, 1.0265786547029618, 1.277305455370556, 0.9388726183629851, -0.39804662005942176, -0.8884212270675725, -0.8771282643782096, -0.6632583023674431]","[-0.8916833748784163, -0.15096578240358682, -0.4663370240002972, 0.06997653842864565, 0.991590385488639, 0.7815102626262366, 0.5481174870498668, -0.6721053635843551, -0.552368545275395, -0.6009439917405122]","[-0.9037406805948208, -0.14451486921760492, -0.4728315381594569, 0.07415271253395946, 0.9978947050637226, 0.7832989305823518, 0.5509173323909528, -0.6812338378158822, -0.5507259658344354, -0.6060427868915078]","(1, 0, 1)",0.3413094199638231,0.669058964984223,"[-0.8006078, -0.102329105, -0.27829075, 0.15737504, 1.0984209, 1.0084349, 0.5627317, -0.6576148, -0.6729703, -0.5878336]","(10, 2)",0.0001
47,"[-1.009250979898832, -0.7701319154712624, 0.08930738572817859, 0.2566093204995177, 0.8323242941617286, 1.3232039795721067, 1.4124786199861312, 1.6719219791951865, 0.8777050605621279, 0.23718701237558681]","[-0.7287000669637255, -0.6449009464169694, -0.4476814422627777, 0.3131481068595674, 0.10003526706973398, 0.7823066606268616, 0.9320506492586759, 0.9464532953567933, 1.1986953315167899, 0.278357394803733]","[-0.7442338887107065, -0.6149920007361503, -0.3790266023083511, 0.26176829419059966, 0.11725995209053144, 0.7938789157702069, 0.9220185676746049, 0.898883284947304, 1.1702562642383485, 0.23310875997668934]","(4, 0, 0)",0.35754161148153407,0.6965814975787199,"[-0.59984964, -0.84332216, -0.53865707, 0.3551367, 0.13767508, 0.8721916, 1.1185501, 1.0924642, 1.2523, 0.60110813]","(10, 2)",0.0001
46,"[1.633972604008512, 2.0515556040711123, 1.2981827694919237, 0.0014295668353975222, 0.11633872874199408, 0.8278345371025561, 0.5531603536194274, 0.4213312298761668, 1.0650114075866626, 1.7370590875200516]","[0.7386829754656061, 1.2646311162757091, 1.419240045933258, 0.5885627465252948, -0.2928518064272499, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427]","[0.7269515696089855, 1.2494453232832585, 1.4098037408193127, 0.5937588647431986, -0.28545567632164925, 0.25221180913766783, 0.6902592854350712, 0.2083887425191668, 0.3125339222824807, 0.8944633405959459]","(1, 0, 1)",0.3295305712790221,0.8445389047044141,"[0.5260027, 0.9941735, 1.1273911, 0.5475834, -0.3771727, 0.16457815, 0.7804834, 0.2263183, 0.24697457, 0.8537344]","(10, 2)",0.0001
51,"[1.1027938592817046, 0.34045469877338874, 0.5465650431561858, -0.012748478862714074, -0.031411042081015306, 0.18515080084438512, 1.031587476771617, 1.025435166503927, 0.8898924504433815, 1.490158626581319]","[0.41068459361253906, 0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385]","[0.41123447268688934, 0.9268497545486096, -0.10305712789325183, 0.6073540129572277, -0.3065005654200533, 0.11562556483551396, 0.13265696152922116, 0.9862707301379177, 0.5687600186352116, 0.6321585180886484]","(1, 0, 1)",0.3402127308123669,0.8961123929772467,"[0.49115115, 0.9698254, 0.013682112, 0.41929945, -0.2984409, -0.012847904, 0.21466988, 0.87034166, 0.6199932, 0.6189357]","(10, 2)",0.0001
49,"[0.8382158388849568, -0.0017823148800648614, 0.351562312056268, -0.42582646617299624, 0.2523567822596229, 0.3716366264252864, -0.3938303597605525, 0.34268572030417965, 0.12956473948667274, 0.004100428920260829]","[1.221039115717665, 0.22769628102612427, -0.115630455393127, 0.4093775397528315, -0.630515236049412, 0.5676144002843289, 0.08782942628312196, -0.43774507290211345, 0.5615582567552364, -0.15121438889094543]","[1.2193508884245885, 0.19177626210870174, -0.10378935885731125, 0.4085834502932309, -0.6457376307496384, 0.5956393199040255, 0.055459312226952356, -0.42312636744191406, 0.5689268057595704, -0.17397862071630354]","(1, 0, 1)",0.33266574536141036,0.5652036162141624,"[1.2145011, 0.5374128, -0.2656613, 0.49938405, -0.7287844, 0.5392336, 0.2939446, -0.6005642, 0.5830797, -0.0669464]","(10, 2)",0.0001
8,"[-0.5392376484701498, -0.24463728906733906, 0.7282412778720037, 1.4384269050661023, 1.2770161250482572, 0.056670320913799865, 0.08564057267256359, -0.6072260147218465, -0.08552027540392126, -0.5199594079477082]","[-0.1981724671640641, -0.4401514148881177, -0.024561581623280204, 0.7405220686836438, 1.0681658707242803, 0.742933189686117, -0.31479627392925863, 0.2430387096371929, -0.7287453695404429, 0.2788524093663002]","[-0.19647545207925207, -0.44086715555085126, -0.025805365297362257, 0.7396653846229415, 1.0699146321461326, 0.7453758881438314, -0.31346133788406066, 0.2411093408575618, -0.7245192503653601, 0.2711808784608052]","(1, 0, 1)",0.35223636877722175,0.731264573751132,"[0.07057746, -0.48337176, -0.14875036, 0.87024724, 1.1706007, 0.81238645, -0.27577615, 0.14882761, -0.5373116, 0.18445218]","(10, 2)",0.0001
50,"[-0.7398717908313841, -0.42551601429476005, 0.19253691287633612, 1.2298119011299429, 0.4577166314850195, 0.704582015968397, 0.9634884957302314, 0.8580584785749414, 1.1904080425814711, 1.4132258747786544]","[-0.2506365489102902, -0.614553516376239, -0.11823925610664054, 0.2516565409296564, 1.1039836306651147, -0.0942751838475378, 0.751719607892166, 0.5876286917841484, 0.5642441326828672, 0.9082859762400376]","[-0.27060311822601274, -0.6159714264591856, -0.13663705802781276, 0.25825831902079466, 1.1153173142903865, -0.06672797227842936, 0.7366252209083238, 0.6200020431044531, 0.5696149015380024, 0.9279164120338479]","(1, 0, 1)",0.3373857549561558,0.6473043981463852,"[-0.32509458, -0.53672147, -0.16394685, 0.45187354, 1.2140532, 0.014515623, 0.6701993, 0.850996, 0.67860377, 1.0478464]","(10, 2)",0.0001
52,"[0.07698530595451958, 1.302073473651972, 1.4133234630846068, 1.764720429031175, 2.3154781653454277, 2.362995080574064, 1.391187672921547, 1.1643013582939798, 0.39764984455662633, -0.1456017266395344]","[-0.6070785987528169, 0.380524605330928, 1.111811170986508, 0.8574178775913528, 1.3360114902354987, 1.6474724202276785, 1.5392588704602248, 0.6215582376914347, 0.8535222394482624, -0.02911127516750489]","[-0.5865935498381308, 0.3753797595766658, 1.078529618155729, 0.8270952713394137, 1.302801049405272, 1.6045524274996854, 1.503435238669585, 0.6005642585068804, 0.8393489611547771, -0.03637660009907412]","(1, 0, 1)",0.3170166442866391,0.6931590488377704,"[-0.7709053, 0.45626068, 1.2018361, 1.1064532, 1.3339207, 1.5056903, 1.5109638, 0.9377293, 1.1169369, 0.11363356]","(10, 2)",0.0001
53,"[1.0042581321986983, 1.786586900069016, 0.5037616150013121, -0.8280515123641135, 0.007359997236528915, -0.34453630765982646, 0.046965674911952915, 0.3372333050774645, -0.1431627080297465, -0.8911516232459916]","[0.42355291967175035, 0.7924816723628231, 1.3903460638876046, -0.19141141694249014, -0.7323458038928684, 0.3735328991829631, -0.531302757251308, 0.31261705353760694, 0.18092477830866105, -0.23362509718407704]","[0.4223539141174405, 0.8111678311481638, 1.4147281666903322, -0.21644669405180605, -0.7357896777686311, 0.3920899148486192, -0.5578305913930383, 0.3377759168368551, 0.16931206217753175, -0.23469992772762016]","(1, 0, 1)",0.3475354184494874,0.8333887595817521,"[0.68642884, 0.89367026, 1.4593573, -0.030598741, -1.0539993, 0.22184552, -0.4470172, 0.24454899, 0.43255532, -0.34232375]","(10, 2)",0.0001
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.7771095343869734, 1.4117644954605684, 1.4538047488789834, 0.20446976046079718, -0.4735250427176402, -0.10725162321175194, 0.30383896118183706, 0.24848523209695034, -0.4040000003954838, -0.8331033668431924]","(1, 0, 2)",0.32464811481290007,0.8525294970450183,"[0.94306576, 1.2888265, 1.2291956, 0.38076326, -0.64448327, -0.2456191, 0.523887, 0.58937985, -0.45117345, -1.0340639]","(10, 2)",0.0001
54,"[0.31203083810310817, 1.3613904788509006, 1.195532054916856, 1.4605682871991594, 0.9667515199872356, 0.19552214134450574, 0.23813215504759117, 0.8253908993813368, -0.06620810044579895, -1.3417662727601902]","[-0.6043694926509021, 0.6142155844285593, 1.054282686636621, 0.6683907115985456, 1.1263729313998867, 0.4035650542872923, -0.0062603857991404, 0.24126234794716137, 0.7047597254077561, -0.418587963149677]","[-0.6204886487343091, 0.6014981400557589, 1.0968785955548905, 0.6999838798013986, 1.1535136598437992, 0.4441212393990364, -0.007848192296441264, 0.2445846884473617, 0.7218962168742893, -0.40147009362424463]","(1, 0, 1)",0.31829946761950967,0.7024383173879891,"[-0.62966156, 0.6752912, 1.1896023, 0.9043933, 1.1635641, 0.53577846, -0.057444546, 0.21083024, 0.9218818, -0.3235599]","(20, 4)",0.0001
56,"[1.062138497073678, 0.23995009130914868, 0.16192740318761228, 0.44955851787324586, -0.4035215430663204, -0.11828645815823358, -0.6068315102284053, -1.6416433869243496, -0.4409004571584503, 0.9281506778209008]","[0.5422957253340213, 0.7909906344066674, -0.155545225894185, 0.2397000161347048, 0.32970850980589345, -0.5683757979692671, 0.16590144082639996, -0.6897822306416053, -1.296752271603547, 0.20747567864332317]","[0.5113645847880972, 0.7690082774766286, -0.12021051474918051, 0.20610700817555894, 0.32972440250899504, -0.5276473221183849, 0.1262494382422087, -0.6249550693216097, -1.260725209271715, 0.15350894003322096]","(1, 0, 1)",0.33477596372073354,0.635746119365868,"[0.6951517, 0.8026914, -0.18889222, 0.2972893, 0.44022563, -0.33853677, 0.2910866, -0.47276643, -1.3889159, 0.14946967]","(50, 10)",0.0001
57,"[-1.8630088636675026, -1.0000216091411298, -0.45118413556671233, 0.5061288786413728, 0.42788040157579815, 0.9503932125234023, 0.20599477772784902, -0.7118420755422327, -0.3173799698110968, -0.8456177701374148]","[-1.2194831459856854, -1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890865, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.021966050183511693]","[-1.2154148673600185, -1.2335484965490033, -0.41247121089584177, -0.24802927259360774, 0.5837283435483461, 0.1523997216977379, 0.829481137346646, -0.15987198429978455, -0.6007174007718462, -0.04104675811911185]","(1, 0, 1)",0.33503363636228395,0.7928226913501614,"[-1.0221943, -1.0710505, -0.58449477, -0.3708839, 0.6490503, 0.22121364, 0.9053799, -0.18345417, -0.9203191, -0.21821396]","(10, 2)",0.0001
59,"[0.39252656193441793, 0.10522439082413843, 0.5670246387022652, 0.12040436613973832, 0.19563415423037656, 0.7403999543365595, 0.7732802993362309, 1.1573201297249, 1.1896231605276943, 1.5076741635150042]","[0.8636055764672351, -0.039276226299199635, 0.12486250397373824, 0.504593386715396, -0.1318923272179597, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919]","[0.8172630372128378, -0.047499832240397, 0.1265357036520497, 0.48174648309686413, -0.13585222439267092, 0.26000112968484407, 0.5790720213489846, 0.44395355292653826, 0.8867766129923057, 0.6868227846224233]","(1, 0, 1)",0.34005062063969976,0.6883933242896354,"[0.86929715, -0.25169247, -0.09795101, 0.71809715, -0.31701598, 0.44554126, 0.66163355, 0.58365524, 1.1677947, 1.0722597]","(10, 2)",0.0001
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.5767633313649504, 1.2471655192481443, 1.4167796438381752, 0.8787633097222137, 0.017203235300066205, 0.5871878392611987, 0.06715294359699095, 0.09483222201242189, 0.24676992078517823, -0.677198187928999]","(1, 0, 1)",0.3577066209853937,0.8344423482740858,"[0.6284083, 1.0998191, 1.3209615, 0.67334265, -0.2639323, 0.3262137, -0.14151013, -0.31745327, 0.016560748, -0.863942]","(10, 2)",0.0001
61,"[-0.0036954660390594585, 0.27550783067996126, 1.1239127417131645, 1.1687177412800736, 1.1831522415013263, 1.5818914086661853, 1.559611048077245, 0.11037240701178674, 0.016774561263831866, 1.010526995482934]","[0.1346935947096829, -0.0710422633939009, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.978888577742269, -0.37907188185934776, 0.20631050219350575]","[0.1411339815347027, -0.07020811214635315, 0.30369610102238304, 0.9609421317784405, 0.6948337533092037, 0.835557917526458, 1.163239396106277, 0.9884033400183925, -0.3573759607872566, 0.18478940843726221]","(1, 0, 1)",0.34868779205751343,0.8801706442665086,"[0.18475878, -0.1214354, 0.29514182, 0.91277385, 0.9802656, 1.0450262, 1.1584373, 1.0748601, -0.3563414, -0.12653553]","(50, 10)",0.0001
33,"[-1.1700749594508788, -0.632615951279612, -0.4751845445619967, -0.4547302097030288, -0.6348457431219107, -0.7505243143273135, 0.2114753886932912, -0.4974238080943947, -1.1128169748310386, -0.9364902740093957]","[-1.1922453627898077, -0.573952278055975, -0.3456398122516245, -0.30236463843618444, -0.3035478904849366, -0.4830717978794424, -0.5089884153875923, 0.46596959638708735, -0.7304086062879384, -0.7476126716870695]","[-1.2093404906817273, -0.5847272596171353, -0.3502734809520624, -0.3070425048279828, -0.3077871264416576, -0.489541084423492, -0.5168497088309105, 0.4688200205442664, -0.7320836256268444, -0.7614332126827562]","(1, 0, 1)",0.3363731833623494,0.8416870232577878,"[-1.1907209, -0.72592694, -0.05441677, -0.08672192, -0.1083306, -0.20154798, -0.2880025, 0.77009815, -0.20481369, -0.7459653]","(20, 4)",0.0001
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.17732579684836114, 0.14706369711826334, -0.7383407986136707, -0.7121727757987637, 0.4369285163538955, 0.6750786422352717, 0.4925042398300235, 0.07710521581800973, 0.6405318838792147, -0.43228586481994125]","(1, 0, 1)",0.32755103293636845,0.7541223253763288,"[-0.28721488, 0.3254258, -0.7352593, -0.9110888, 0.32625836, 0.8089941, 0.7577609, 0.17050046, 0.35168198, -0.23245731]","(50, 10)",0.0001
63,"[1.050059351997494, 1.1375970531793824, 0.9018157948913458, -0.34597085854476634, 0.17781742522708355, 0.9972768497318145, 0.7951631711450577, -0.4408745917527447, -0.4381256548375619, -0.12837392231248315]","[0.7913603395091786, 0.6543791822429046, 0.8104074620579301, 0.4966120638623807, -0.5942768904759567, 0.4749558704650619, 0.7597989144992836, 0.41526371389541594, -0.6485064487004526, -0.11387243048733556]","[0.7869829116848301, 0.6452053009343417, 0.8070377478020596, 0.48755977791528327, -0.5985047704418254, 0.48653649742510857, 0.7466064041932317, 0.4101849182816695, -0.6537477750820934, -0.10012735089618338]","(1, 0, 1)",0.323374795035782,0.7157188976642332,"[0.68972987, 0.64836544, 0.7527102, 0.5284112, -0.5941712, 0.5317283, 0.94193643, 0.43303105, -0.69419444, -0.251659]","(10, 2)",0.0001
62,"[0.5807857887775404, 1.309510170126392, 0.9957710142775008, 1.4423135326117467, 1.5073385732072293, 1.860124071525592, 0.6912137815587395, 0.7148231064998893, -0.005251213892576323, -0.10066984423083652]","[-0.00012903537550514044, 0.580850306465293, 1.0190850168937455, 0.486228505830628, 1.1991992796964326, 0.907738933359013, 1.4062546048460853, -0.01191352086430325, 0.720779866932041, -0.3656411473585968]","[-0.0050290089060205136, 0.5460898417467562, 1.006884879640702, 0.5262529018036046, 1.1404986251952176, 0.9554517063892121, 1.364760873346606, 0.10301474448413694, 0.6277478228004851, -0.2530063902073184]","(1, 0, 1)",0.32568796003353145,0.6814739202560796,"[0.07926533, 0.6873082, 1.1070266, 0.74466634, 1.1908553, 1.1209573, 1.341346, 0.1988875, 0.49820456, -0.3516401]","(10, 2)",0.0001
65,"[-0.42039777932292344, 0.42722690301195787, -0.5352817346039381, 0.1859956830270023, 1.091069816807214, 0.7775177400114549, 0.4600446314126952, 0.3717937853021772, -0.23669389191899443, -1.3437604318320369]","[-0.9918975082850874, 0.07555097481962025, 0.38945141560214774, -0.730007442405012, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624]","[-0.9563398676871867, 0.0028128947765813372, 0.40365188303643285, -0.6780154115012946, 0.4604517281551458, 0.8382366531890142, 0.38228364627650835, 0.27429647167641075, 0.2363441976704309, -0.3243307218998913]","(1, 0, 1)",0.3383064981807301,0.835620848213826,"[-1.0475684, 0.015760995, 0.626029, -0.6798865, 0.42200136, 0.94721293, 0.43517977, 0.28362715, 0.2046921, -0.3774523]","(10, 2)",0.0001
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.6703610457085126, 0.5445953093950177, -0.29185530894366857, -0.576465527644479, 0.40066168679434944, 0.5891706852853149, 0.29759494091746974, 1.1101968171929983, 0.8267086664005646, 1.1507819481620096]","(1, 0, 1)",0.32753516844303565,0.725214252950664,"[-0.7061014, 0.51462185, 0.0036517829, -0.85096633, 0.5453638, 0.5877522, 0.011097364, 0.9802011, 0.8772152, 0.8722883]","(50, 10)",0.0001
69,"[-1.3572221770065578, -1.689371623382879, -2.218453378526922, -2.4307958881708336, -1.608259844621509, -1.6702634237071332, -1.6587362341714638, -1.4930287109740452, -0.2854297640817306, 0.8723836238072996]","[-0.9063654868615589, -0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287595, -0.9821256677096656, 0.2056330697731022]","[-0.8859833864041959, -0.8817012974331034, -1.207207753868007, -1.5672341558045109, -1.606185244065264, -0.7906774884153979, -1.2449114529045626, -1.0190943456091786, -0.9677277559536338, 0.1833746191568609]","(1, 0, 1)",0.35354034218705405,0.6222801679211695,"[-1.1380373, -0.8903672, -1.0743968, -1.2261424, -1.1333408, -0.68908745, -1.0739409, -1.0246955, -1.0398636, -0.0046745464]","(10, 2)",0.0001
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.12312195378796031, 0.04140143131181921, 0.7621019101023041, 0.7736151353267136, 1.0218036109405484, 1.4259248106020785, 0.5110971303614493, -0.12543743031279647, -0.45391510799465495, 0.5033241101679367]","(1, 0, 1)",0.3246850814380655,0.7225275209243848,"[-0.015950827, 0.06106837, 0.7795747, 0.8348446, 0.870704, 1.0362598, 0.52534753, -0.186046, -0.61246705, 0.57677007]","(10, 2)",0.0001
