seed,True,ARMA,Informer,Informer_para,RNN
58,"[-1.1360804360825063, -2.3528033865031404, -1.9444738901971435, -0.3170785714627838, 0.2701104409570658, 0.5509030547183833, -0.37519938614217074, -0.22247583389512038, 0.902296877008832, 1.680020654510379]","[-0.6361283293190341, -0.6256766683026819, -1.7362583247077172, -0.6454829527424687, 0.2508216102327069, 0.10380298281709237, 0.42100224289725163, -0.6234307203926153, 0.1645999395763101, 0.790045941427334]","[0.031378563, -1.4048873, -2.6790972, -1.4437124, -1.4292618, -0.29431954, 1.2054055, -1.3918794, -0.30107623, 0.2913996]","(100, 20)","[-0.7616109848022461, -0.7102062702178955, -1.819605827331543, -0.4944111108779907, 0.17870545387268066, -0.16277530789375305, 0.476836621761322, -0.9886821508407593, 0.07820302248001099, 0.619857132434845]"
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.37431753, -0.88994414, 0.6828214, 1.1646961, -0.51691943, 2.1044495, 0.05604859, -1.0631932, 0.32395864, 0.93150723]","(50, 10)","[0.05182817578315735, 0.6143298149108887, 0.9636813402175903, -0.7216033935546875, -0.21832767128944397, 0.00793793797492981, 1.0094120502471924, -0.4713214933872223, -0.1410510241985321, 0.9578877687454224]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577390124, 1.0554053436725186, -0.32285430640109547, 0.7543110795960487, 0.0614807356347043, 0.3729992154203001, 0.2300017557116876, 0.5088611178550742, -0.6585295026157592, -0.42745986164642813]","[0.22946742, -2.0221345, -0.16163914, -0.53202295, 0.5931917, 0.7217222, -0.62599736, -0.5306689, -1.0856591, -2.7812686]","(20, 4)","[-0.6103730797767639, 1.073706030845642, -0.38620901107788086, 0.8945874571800232, 0.34761765599250793, 0.6986192464828491, 0.54081791639328, 0.7373958230018616, -0.785115659236908, -0.3761163055896759]"
72,"[0.33601750436686517, 0.44696086144959624, 1.5477168592623303, 0.9089844435908385, 0.08969874285455368, 1.1288989688706905, 1.1573235341285844, 0.644995806543942, 0.8025087475155676, 0.618384834647737]","[-0.49659825434637983, 0.7360499890535325, -0.06723705786356618, 1.329858565555967, -0.2534944331774924, -0.0009779421810754696, 0.998846954159118, 0.24665470792049013, 0.17872211707993674, 0.47878352028263726]","[0.25638297, 1.7635566, -0.3346878, 1.2300274, 0.58623755, -0.45918643, 1.5363256, 0.29942352, 1.2455242, 1.1180558]","(20, 4)","[-0.5704207420349121, 0.6174433827400208, -0.02210557460784912, 1.3597373962402344, -0.1742037534713745, 0.1189810037612915, 0.9655372500419617, 0.2722911834716797, 0.16747260093688965, 0.5284366607666016]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[-0.69605774, 0.8990453, 1.7447745, 0.056377605, 1.3851973, 1.187934, -0.02246212, 0.7875205, 1.3744792, 0.16014281]","(20, 4)","[0.5898181796073914, 1.2684409618377686, 0.48514384031295776, -0.3739657700061798, -0.5912211537361145, -0.31713539361953735, -0.7187557816505432, -0.19284877181053162, -0.2713169455528259, 1.204798698425293]"
64,"[0.960188229976986, 1.9874423379743371, 1.0987946114776337, 2.0902947357532593, 2.476175664241769, 0.8121078065848485, 0.3355804188099139, 0.0889636597566559, 0.9725893746154093, 1.7738191075207315]","[0.7652422687166154, 0.3161222113425893, 1.6022566710529627, -0.026237707568565305, 1.8247733014583274, 1.158331135151183, -0.14879648987058822, 0.35764641745039655, -0.12216291054414127, 0.9427720596271478]","[0.6788822, 0.5726788, -0.0064356327, 0.22554904, 1.50596, 2.5780902, 0.32734805, -1.4562368, 1.427137, 1.4352062]","(10, 2)","[0.7061063051223755, 0.21320101618766785, 1.309273362159729, 0.0691506564617157, 1.42304527759552, 1.0904735326766968, -0.1377408504486084, 0.1713283360004425, -0.12897595763206482, 0.7543654441833496]"
42,"[-0.06858052528652114, -1.9751580636656185, -2.034305230401492, -1.3042183002903787, -1.4179465516388512, -1.0646669975907521, 1.5073995488094774, 2.3797839958092455, 0.4982002654262605, -0.0017346807961412525]","[-0.2685296915967154, 0.06565910261822842, -1.7805181278289597, -0.620154301716403, -0.43043333500711806, -0.7865157732484593, -0.2974669693579119, 1.726179748188485, 1.0658881156080082, -0.5575718719782329]","[-0.12117004, 0.8553856, -0.045094445, -0.44534963, 1.1103526, 1.1035086, 0.043816656, -1.5664345, 0.6953002, 0.6858803]","(10, 2)","[0.07466176152229309, -0.0650765597820282, -1.7623754739761353, -0.6367334127426147, -0.276826947927475, -0.6165777444839478, -0.17166408896446228, 1.4406697750091553, 1.2072460651397705, -0.47743460536003113]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[1.4379299, -0.6253942, -0.037011534, -0.8744537, -0.31941506, 0.054276913, -0.33133924, 0.14384001, -0.80966073, -0.2224724]","(100, 20)","[1.2545289993286133, -0.06648961454629898, 0.3245825469493866, -0.5910817384719849, -0.03325376659631729, 1.3649842739105225, -0.7696568965911865, -0.7978770136833191, -1.2565704584121704, -0.13158759474754333]"
84,"[1.7657596647186145, 0.80593265424549, -0.49099348239789453, -0.6131802149332892, -0.8930455165630119, 0.3785499607319385, -0.9713944955957852, -1.5850208204140368, -1.3141875053091447, 0.4742749949797309]","[1.1868901270762575, 0.7626990371639784, 0.16356557756345913, -0.5892751786800983, -0.16233802217228793, -0.6732721299686545, 0.8039957134532832, -1.3924917347862193, -0.5540909496024881, -0.7321475274869262]","[-0.25033212, 1.4877756, 0.6562886, -0.18466558, -0.30744117, -0.1282189, -0.8444038, -0.8487895, -0.59154296, -0.41645294]","(50, 10)","[0.844290018081665, 0.843644380569458, 0.0704207718372345, -0.18467512726783752, -0.43822064995765686, -0.726332426071167, 0.9229576587677002, -0.9914485216140747, -0.7484995126724243, -0.6613430976867676]"
46,"[2.8137127642240065, -0.047749592330057045, -1.0955737735196776, -1.5325422459220963, -1.482447853598284, 1.7497486260458175, 3.2227051311515513, 2.045243991798609, -0.2059593156666384, -0.19616392221062062]","[1.806391032244124, 1.2675300096239235, -0.8734477868169073, -0.5143099794948421, -0.9233883551502011, -0.7295207189449474, 1.97432328483293, 1.674874580221986, 0.6237602432533423, -0.6188095755502503]","[0.6609878, -1.2467732, 0.6271051, -0.8748128, 0.10332275, -0.71735525, -0.13816434, 0.685703, 0.5956175, 1.7932363]","(50, 10)","[1.8778023719787598, 1.0184895992279053, -0.7668933868408203, -0.3999372124671936, -0.9560550451278687, -0.5760414004325867, 1.716909646987915, 1.6845629215240479, 0.34090369939804077, -0.6014776229858398]"
45,"[0.5610074140434663, 0.07980465943690218, 0.08375326997131953, -0.1536627707201625, 0.3873411031695232, -0.20519217119133598, -1.9417602214778804, -1.8477082741216246, -1.4307904140148686, -1.9630829509448933]","[1.0861440915963883, -0.31647042631874056, -0.004349802429782362, 0.05465730201248273, -0.1873094876110566, 0.46936310169694173, -0.4594701157523096, -1.612268316640753, -0.6190646384716202, -0.5685555117890843]","[-1.5403068, 1.3082631, -0.005528927, -0.6153653, -0.46409336, 0.22099166, -0.19022618, 0.054231822, -0.16616946, -0.5744982]","(20, 4)","[1.3793030977249146, -0.5975655317306519, 0.13252589106559753, 0.05868746340274811, -0.1051110327243805, 0.3042501211166382, -0.3096999228000641, -1.7690178155899048, -0.6456009149551392, -0.6755510568618774]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003778192176, 1.0505671575204159, 1.8567140720388202, 1.2980353476319935, 0.22899475383163923, 0.14169663145101313, 0.7648113663448406, 0.4876967613325143, -0.5949187764911069, 0.08985147300959387]","[0.73798203, 1.6506296, 2.198596, 1.9288282, 2.3084643, 1.365368, 1.6558026, 0.7839976, -0.29482645, -0.33563]","(100, 20)","[0.4745424687862396, 1.0612282752990723, 1.6761538982391357, 1.077748417854309, 0.3442707061767578, 0.41191160678863525, 0.8838323950767517, 0.5456345081329346, -0.9533567428588867, -0.1920534074306488]"
34,"[1.5659960799344281, -0.4803619457547359, -1.0839423596483155, 0.1675213475082694, 0.9709578066105129, 0.1238356957633096, -0.6905410299778845, -1.3810468241012401, -1.5426304109503217, -0.14750334587360048]","[0.5728656478990121, 0.8722564668815384, -1.145947754823562, -0.40001281504466274, 0.5735033513829847, 0.5927367322663304, -0.36220643366573324, -0.5013023029332221, -0.8427655663325201, -0.6800261813035627]","[0.31449044, -1.8403157, -0.12994216, -0.55428976, -1.3860588, -1.4699444, 0.5843444, 1.598941, 1.2142786, 0.5153457]","(50, 10)","[0.6971769332885742, 0.8876861333847046, -0.9214293956756592, -0.4608175754547119, 0.31383630633354187, 0.6694055795669556, -0.3951338231563568, -0.3492586016654968, -1.069092035293579, -0.7600193023681641]"
48,"[1.1399513399307817, 2.430756152965367, 1.934636891961126, -0.8375189558567607, -3.010068500613653, -1.667091680285292, -0.0882044017550313, 1.0351423008721765, -0.28129497585500673, 0.049888017237669335]","[0.2527927972321449, 1.2551266866436017, 1.4636846957610739, 0.6113991855564898, -1.4947160330091367, -1.9827292073380278, -0.002639350727379197, 0.3314610517609937, 0.8491999905415278, -0.859533215171663]","[0.437218, 1.6361713, 0.84619015, 0.5201523, -0.36071533, -0.38671505, 1.0403593, 1.6907402, -0.3246411, -2.3465884]","(100, 20)","[0.08387115597724915, 1.4344059228897095, 1.3471590280532837, 0.7476545572280884, -1.3292516469955444, -2.2339229583740234, -0.09275063872337341, 0.47147336602211, 0.7283403873443604, -0.8892298936843872]"
66,"[-0.8265169580268706, -1.396541205475884, -0.9167166386413339, -1.5898361819775375, -1.0119721880242576, 0.02266458331775667, -1.046561352298553, -1.9815628641834506, -0.8337163979212412, 0.7585149439450467]","[0.057208584614709956, -0.8765536993483297, -0.7143457384110743, -0.19403583117458034, -1.1529109777513697, -0.05343773901871579, 0.29910821987339936, -1.0943175271912702, -1.1086830003595143, 0.19069423532696345]","[1.5759231, 0.91223717, -2.8980489, -1.13046, 0.33378893, -0.20966493, -0.7920524, -0.7887408, -0.6140797, -0.1797618]","(50, 10)","[0.08184552192687988, -0.9982903599739075, -0.5119158029556274, 0.02674335241317749, -1.0905511379241943, 0.0629236251115799, 0.39221155643463135, -0.9794657826423645, -0.8874916434288025, 0.20749521255493164]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.43410549494865536, 1.0343134684345907, 1.8900248873363792, -0.7766820192063408, -1.942701428483001, 0.2798901000575116, 0.9958580867254501, -0.39571301078534116, 1.3888995388129208, -0.9937534763617181]","[-1.5570155, 1.4049045, 1.9076059, 0.54538304, -1.4463711, -0.07564397, 1.8138752, -0.14626792, 0.051582117, 0.18354312]","(100, 20)","[-0.9029989838600159, 0.7367575168609619, 1.9198559522628784, -0.754751443862915, -2.1836674213409424, 0.011983439326286316, 1.0440268516540527, -0.3382561206817627, 1.1081351041793823, -0.578354001045227]"
47,"[-1.7111665383308072, -1.3271955440327867, -0.8947412509936394, 0.5082325191167953, 1.644393493709316, -0.3910509437959291, -0.09076708797623323, 0.1277131193985414, -0.8578829534384619, 1.2438912514993927]","[-0.7075626129649617, -1.2383178577387128, -0.18791163965311308, -0.36299818443075543, 0.8383072300302331, 0.9557272923376828, -1.1881475828598107, 0.5363787333926099, -0.09622450215700934, -0.7452347904924969]","[0.2503909, 2.6723976, 3.0648725, 0.73974454, -1.0295851, 0.72466147, 0.54746747, 0.9092578, -2.1162708, -0.29878742]","(50, 10)","[-0.6277537941932678, -1.3722225427627563, -0.038663364946842194, -0.5584627389907837, 1.3093208074569702, 0.9339690804481506, -1.0260766744613647, 0.5627920031547546, -0.22082319855690002, -0.668444812297821]"
65,"[3.4335508773089245, 3.144454023541827, 0.841010547351804, -1.5892790549141784, -1.825150136671232, -1.909472434156661, -2.6573631781809595, -2.932104031235805, -2.411024914237837, -0.6711922413533821]","[1.515136408143694, 1.8802918530708168, 1.0210281135174508, -0.6121721800885074, -1.453917775986262, -0.5947901336837977, -0.8917008022466039, -1.4290476028421009, -1.2573490423714384, -0.7783930596770302]","[1.5028423, 3.0081742, 2.8073578, 0.64246243, -1.8457662, -1.2969347, -2.0744667, -2.442437, -2.3991554, -2.526232]","(100, 20)","[1.5011829137802124, 1.231499433517456, 0.9368240833282471, -0.14964139461517334, -1.454526424407959, -0.5556148290634155, -0.8291304111480713, -1.3436837196350098, -1.3293523788452148, -0.8314136266708374]"
36,"[-0.6109003502778931, -1.1962871269208912, -1.9284712114416345, -0.8369365861790452, 0.6752890852409565, 0.3457813541320848, -0.32961489457060145, -1.457281927215059, -2.0157293730145973, 0.548955056985752]","[0.968335967536242, -1.2523806504491404, -0.4622226711318654, -1.1407892849121728, 0.2068437794404978, 0.7695112767270815, -0.1356949080810666, -0.3459442232798006, -1.0383340428682573, -0.9692546161114881]","[0.004782211, 1.6708361, 0.0955977, -1.5131172, -0.88443816, -0.623768, 0.4580727, -0.5968753, -0.81146574, -1.1050678]","(20, 4)","[1.0196008682250977, -1.2537237405776978, -0.5120707750320435, -0.7943410873413086, 0.7095787525177002, 0.6169759035110474, -0.07527041435241699, -0.2565777599811554, -0.9025763273239136, -0.7783645391464233]"
56,"[1.1277697917032894, -0.6167016375988958, -2.2454707975740966, -1.7216037819454042, -0.2057979258287624, -0.6431066014382045, -0.994871653897775, 0.13107371707070214, 0.08136512881196556, -0.40860584270981265]","[1.4932332608483412, -0.1504634607184563, -0.7908307717772567, -1.5521188279192026, -0.34009359626404556, 0.40560701180921566, -0.6943650736795459, -0.4511481429464359, 0.563564792873223, -0.19104600163434404]","[-0.3967076, -0.5572326, 0.9913287, 1.4633284, -0.47021455, -0.5973196, -0.105535254, 0.2790861, 2.9519832, -0.086478084]","(50, 10)","[1.5226459503173828, -0.3773221969604492, -1.0311219692230225, -1.4345502853393555, -0.5633109211921692, 0.5022768974304199, -0.7103460431098938, -0.7263138890266418, 0.8973836302757263, -0.319824755191803]"
91,"[-1.1289669884288405, -0.3500837920234936, 0.3588623852690576, 0.6709128788251884, -0.7690741376259973, -0.999432036295885, -1.3230171276914775, 1.9302983069410935, 2.4770209522318285, -1.8142838600653524]","[-0.7757707519459813, -0.6065385173319822, 0.13701538160932414, 0.2903648387283267, 0.4316250299227421, -1.0308934604405149, -0.33671038309439766, -0.9317240756429412, 2.423428609526753, 0.9256807681473089]","[0.2616677, -1.196377, 0.32260424, 0.9614467, 0.49257895, 0.48883292, 1.0573639, 1.7006344, -1.4438565, -1.244976]","(10, 2)","[-0.7861987948417664, -0.5163061022758484, 0.15604811906814575, 0.2493177056312561, 0.19430428743362427, -1.004334807395935, -0.31054776906967163, -0.7031242251396179, 2.173368453979492, 1.0536333322525024]"
49,"[2.14139299167754, 0.737526324612608, -2.695596445213911, -2.1341644105411124, 0.6657921220924975, 1.325673640268029, 0.9371901206099983, 1.7274604421408803, 1.7147301263003336, 0.6381771095028151]","[0.8043065297502421, 1.3395788166162892, -0.27351603363580324, -2.487694272643738, -0.16550447105785415, 1.3650768305006822, 0.37386154486518586, 0.18461263562942287, 1.279748431601233, 0.7093535348876685]","[-0.79005474, 2.207057, 0.39492857, 0.3262958, 1.189096, 1.8348126, 1.5144011, 0.9347289, 0.34987348, -1.7744356]","(20, 4)","[0.6839559674263, 1.4872742891311646, -0.39424842596054077, -2.2459492683410645, -0.14588701725006104, 1.3042242527008057, 0.6010303497314453, 0.22578689455986023, 1.5751335620880127, 0.6428229808807373]"
38,"[-1.5664670941876349, 0.15243834229327857, 0.983753246404777, -0.5436373409011893, 0.8970963991631993, -0.0952211032098027, 0.27406666345592756, 0.8660951032587624, -0.13081336499192697, 0.48545526971877406]","[-0.6373852795941993, -0.9784189595590161, 0.8215565121874283, 0.43617073690507185, -0.8732063213861858, 1.4038207891099832, -0.9518759748078693, 0.7639177765445756, 0.39430071579467296, -0.4594376747348362]","[0.7658308, 2.0150542, 0.6636993, -1.0922441, -1.6608657, -1.9412179, 0.1015754, 1.6130602, 1.6589005, -0.12325306]","(50, 10)","[-0.6489346623420715, -0.8557977080345154, 0.9700464606285095, 0.7458857297897339, -0.732795774936676, 1.3425551652908325, -0.5055332779884338, 0.43204569816589355, 0.7505156397819519, -0.5077080130577087]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.534932330352177, -1.436521489891586, -0.14916478818273254, -0.12136248648755517, 0.5371586091124227, 2.5374839110742378, 0.782471509972768, 0.9299344799266405, 0.041638868527818784, 0.3493396369380069]","[0.9788183, -0.7918287, 0.46908766, 1.1837432, 1.5512601, 0.9660518, -0.18635586, -0.036961697, 2.183435, 0.52855206]","(10, 2)","[-1.3413994312286377, -1.3285709619522095, -0.11083492636680603, 0.014867991209030151, 0.35022351145744324, 2.7804343700408936, 0.8087184429168701, 0.6459323167800903, -0.19196102023124695, 0.2937443256378174]"
69,"[-0.16234568459449816, -0.2936882445415183, -2.30238624114441, -1.693834438789145, 0.2620232653263378, 2.012165567982864, -0.002596373005707031, -0.5044192760117522, 0.890082937014962, 1.8203041144753023]","[0.5385776662267012, -0.46650508160318493, -0.07899953763253081, -1.931383819672047, -0.26434543832379964, 0.8215413297056062, 1.477075973637032, -1.0280614757278665, -0.16448201862144365, 0.9856732512105051]","[-0.6822547, -2.325493, -2.6781688, -1.0560828, -0.070088394, -2.8160992, 0.7342709, -2.845907, -0.8532776, 0.17414565]","(10, 2)","[0.3652040660381317, -0.6013990640640259, -0.07821086049079895, -1.9699372053146362, -0.15101033449172974, 0.5527236461639404, 1.64826500415802, -0.8921087980270386, -0.2572827637195587, 0.979925274848938]"
79,"[0.3212783034069509, 0.925336215464605, 1.413339881835395, 0.8285967290848415, -0.5435592959054865, -0.056201819171468714, 1.8646355226437261, 1.9385548012576812, 0.9224280275059789, -0.15752934733504564]","[-0.020878058660068977, 0.1995012737120827, 0.6804373652498913, 0.8080295946710735, 0.09369686379923348, -0.7785961949221885, 0.3154936541067953, 1.618595078210279, 0.7463944748024586, 0.024758454252039375]","[1.2673885, 0.46020725, -1.1919094, -1.443861, -2.0787973, -0.52782947, -0.98315835, -1.4136852, -1.8262582, -0.3385802]","(20, 4)","[-0.07363463938236237, 0.38184523582458496, 0.8806509375572205, 0.8673511743545532, 0.08895881474018097, -0.8721265196800232, 0.3744717836380005, 1.7796413898468018, 0.6822773218154907, -0.012705070897936821]"
74,"[-0.5623526981463747, 0.37797869313613547, 0.4125857230772335, -0.8539702986625579, 0.6425177323652328, 1.4567042111346191, 1.2699117989303987, -0.32059603873438003, -0.461653773125066, -0.21328967629013376]","[-1.2582413580074092, 0.12240112919997226, 0.41680326545425717, 0.11208656180232766, -0.8937070487489676, 1.1141285327451378, 0.6956856715903534, 0.5043533329580804, -0.77776461699481, -0.029698015836541164]","[-0.3142548, -0.5012513, -0.03686928, -0.87582153, 0.45241144, 0.8482596, 0.05060272, -0.8392747, -1.3234577, 1.4921031]","(20, 4)","[-0.9259867072105408, -0.12663188576698303, 0.5170115232467651, 0.2609785199165344, -0.7840922474861145, 1.428396463394165, 0.6400052309036255, 0.6044032573699951, -0.6786532998085022, -0.1823524534702301]"
43,"[0.2356787515456633, -1.4567976706763466, -0.6717081563961931, 0.7491927737602012, 1.8401161990665307, 1.2543654619093307, 0.4236550841755755, -0.2638848934160358, -1.8015295186173412, -1.6143054619232844]","[0.8936651462468591, -0.35428310519226647, -1.279244770599619, 0.2924188010381349, 0.7753355250100179, 1.1856339804439269, 0.16920222514247685, -0.03971924748551117, -0.35275853312716343, -1.454892218359085]","[0.8292029, 1.8110842, 1.9642284, 0.9899486, 2.3149042, -0.2079959, -1.3472165, -1.0864697, -1.340002, -0.2827186]","(10, 2)","[0.734053909778595, -0.034775957465171814, -1.3374909162521362, 0.17877991497516632, 0.7933117747306824, 1.1522340774536133, 0.2519184350967407, 0.11297576129436493, -0.244217187166214, -1.5293716192245483]"
