seed,Test,True,ARMA,Informer,Informer_para,Informer_lr
97,"[1.4183671678152758, 0.4139600652939346, 0.48535394723718606, -0.04410255415612191, 0.4525782606865739, 0.09852123979295663, 0.0581639591738482, -0.5169310831622613, -0.35451166912538934, 0.8486503987237831]","[0.7543061489748016, 1.041214093327875, -0.10664698137000295, 0.5386774379221875, -0.3134412731172157, 0.6092988972451818, -0.20612820882963426, 0.16122806358866532, -0.597545114956594, -0.05573911164709233]","[0.7418294414275823, 1.068763180788741, -0.1888205667983181, 0.6237982009344369, -0.41047335186242934, 0.7142470422711453, -0.308186872077254, 0.23823873336095902, -0.6793009472251772, 0.017106117049412783]","[1.2023718, 0.25481436, -1.3079854, -0.47829354, 0.92132527, -0.47405252, 0.79100764, -1.2465018, -0.6829193, 1.0523516]","(20, 3)",1e-06
41,"[-1.4375676212985418, -2.0217203782526525, -1.9535855577314707, -2.166978050543202, -1.189794536956566, -1.3323027622775923, -1.0140894979802253, -0.2643535583450203, -0.7854779820234, -1.3409865220708328]","[-0.5559291296022015, -1.159603056497441, -1.441918850003932, -1.2326261327295045, -1.5506649841784497, -0.41446204486734106, -1.1250717398439218, -0.4515536280582644, -0.03857674431588809, -0.7661896098654559]","[-0.557218498749906, -1.160002208177576, -1.4426234727550746, -1.2326503092653884, -1.5610113121717546, -0.40729679702116095, -1.13678845620209, -0.44837780700443647, -0.04001766488173615, -0.7724826920978118]","[0.0075982343, -0.49985316, -1.1266099, -0.451136, 0.74204695, -0.40099367, -0.23932731, 0.98907506, 0.6055422, -0.46750852]","(10, 2)",1e-06
80,"[0.9636377985163948, 0.39882579524252343, -0.21844154512904299, -0.9147408817499261, -1.010092074545899, -1.2257992419273558, -1.080561231886611, -0.7668514536382576, -0.2311160523526119, -0.2887952520021184]","[0.8155109290355714, 0.555882333998609, 0.12088462824321891, -0.27888385925065245, -0.7752989521245999, -0.6224425984835991, -0.9145779426855563, -0.6232722605438328, -0.4552153233663412, -0.003508390669441308]","[0.8162415627268014, 0.5570350196680779, 0.11661555659771315, -0.28308737159525843, -0.7846455974714137, -0.6209833351463001, -0.9269018517865251, -0.6204519068436035, -0.45995729821894094, 0.003095504332171442]","[-1.396277, -0.40345463, -0.74582285, -0.80181247, -0.6769321, -1.0610418, -0.7415022, -0.28128722, 0.36635503, -0.8920012]","(20, 3)",1e-06
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.1779381791215134, 0.14708782437116572, -0.7383408981224009, -0.712172752039283, 0.4369285158153269, 0.6750608247359863, 0.4925054894427252, 0.0771058160792217, 0.6405322882889941, -0.4322857361033361]","[1.062733, 1.3579594, 1.2548884, 0.92371017, -0.042401064, -0.1750297, -0.87911814, -1.1911757, -1.3642155, -0.083084404]","(10, 2)",1e-06
14,"[-1.2440986860865688, -0.4865508935504905, 0.2975830767098091, 0.7568197055496705, 0.16370804313753556, 0.3232395075890545, 0.4764214573147744, -0.18314757271140183, -0.9892241619774378, -1.1428070380385411]","[-1.3117611664475848, -0.5882181028627764, -0.1924418421191023, 0.39380399776936026, 0.5599177066649903, -0.11625081019495961, 0.38136491268653433, 0.2857390009715073, -0.32601707319715545, -0.8262156253788601]","[-1.295782134091272, -0.5822200745646684, -0.19007800320821644, 0.38789531918643694, 0.5530771476163724, -0.11403413880780093, 0.37524012538434615, 0.28260852181676693, -0.321275599760081, -0.8151522625871755]","[0.938167, 0.37914133, 0.092655405, 0.032042224, 0.847278, 0.37402016, -0.63872135, -0.7873405, 0.6378123, -0.05585919]","(20, 3)",1e-06
61,"[-0.0036954660390594585, 0.27550783067996126, 1.1239127417131645, 1.1687177412800736, 1.1831522415013263, 1.5818914086661853, 1.559611048077245, 0.11037240701178674, 0.016774561263831866, 1.010526995482934]","[0.1346935947096829, -0.0710422633939009, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.978888577742269, -0.37907188185934776, 0.20631050219350575]","[0.14110871274156433, -0.07020814480997527, 0.3036887772137612, 0.9609565625348873, 0.6948403121958504, 0.8355579073455056, 1.1632393942020272, 0.9884033377167042, -0.3573759608339313, 0.18478940838562619]","[-0.83717376, -0.40098345, -0.4586312, -0.400077, 0.6918728, 1.303686, 0.8131404, -0.61879873, 0.3121775, -0.3258144]","(10, 2)",1e-06
11,"[0.9041179734816571, 1.3128266820579864, -0.08782188970286342, -0.06818098498933428, 0.5325499896573734, -0.23708674172827865, -1.4348660106393332, -0.4933474587559986, 0.2532797562564811, -0.8010393132490272]","[0.14243923322386534, 0.8328983568697245, 0.8963775036231242, -0.5360106415144255, 0.19982433576787847, 0.4326378217734342, -0.45340565261499577, -1.2081631843318354, 0.11073413340991906, 0.19791268955152155]","[0.1445736285010265, 0.832227474493803, 0.8968005319365376, -0.5396231345442418, 0.20269779763063075, 0.43022274207779204, -0.45399147700451015, -1.2068817742827493, 0.11674927556342818, 0.19383106944514783]","[-1.1094368, 0.12745142, -0.65210927, -1.4722416, -1.2372843, -0.44245243, -0.5675818, 0.19731724, 0.429546, 0.3427238]","(20, 3)",1e-06
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[-0.020695608872834406, -0.35352404671835536, 0.1338090274697506, -0.327367011249206, -0.8043941855608303, 0.2421988488141096, -0.7027652431178472, -0.09612686212844126, -0.1301836510595548, 0.8385152946069429]","[-0.48004732, 0.28672388, 0.8320916, 0.8072343, -0.034502365, 0.6169072, 1.2266583, 1.1395366, 0.92062235, 0.7216607]","(20, 3)",1e-06
12,"[0.15975893077394543, -0.6714124980704688, -1.290158604413174, -1.6942023779207949, -0.2920549054519067, 1.0150965112652832, 0.5274579925926742, 0.016072710814402813, -0.11857658304519078, 0.34342723076854553]","[0.9234486538678678, -0.30196539615998846, -0.5204297999904746, -1.029943704417937, -1.1792305257118265, 0.2975603574040065, 0.86631633256328, 0.09429982631103423, -0.0310772023411143, -0.10303798187463363]","[0.9212456465369723, -0.31123202313181053, -0.5171372230452628, -1.0370334024631656, -1.1796341715495808, 0.31216352592419316, 0.8644278806353993, 0.08561912866159938, -0.028118922866875423, -0.10528980813777677]","[0.19678597, -0.42223713, -0.8531154, -1.0411341, -0.7505653, -0.51467204, 0.21620955, -0.60183215, -1.0237399, -0.47679564]","(20, 3)",1e-06
22,"[0.33438651265842706, 0.8984919538709591, 1.255431644998678, 1.783500954397775, 1.239939248831758, -0.1801253960457755, -0.6709199658377545, -1.1298765987584993, -0.5347702735330219, -0.5966475730795737]","[0.49832583589606355, 0.08522359471039528, 0.8558801565157614, 0.8274915667407973, 1.3697551710273763, 0.5550616633180699, -0.45765622770481046, -0.4420918519853493, -0.9088306727658247, -0.0803549371501095]","[0.5111764605514226, 0.07540392273048335, 0.8924021254783575, 0.8296765094942791, 1.4137676610701302, 0.5406688384737888, -0.47311410310900726, -0.44585386128694426, -0.9379882812724183, -0.057983543185382486]","[0.61598426, -0.5111758, 0.06922998, -0.6263082, -0.111579485, 0.79612064, 0.32716468, -0.5378129, 0.77010703, 0.85440075]","(10, 2)",1e-06
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07106850820224567, 0.7552481169689027, -0.019014297707443867, 0.38583159493265273, 0.36584776532132135, 0.9995290344493477, 0.6326806265607545, 1.2430601372725993, 0.092151061315556, 0.620147748965592]","[-0.7884187, -1.0016931, -0.9407888, 0.2093782, -0.68662244, -0.8818667, -0.9160348, -0.8963304, -0.2172014, 0.19742654]","(20, 3)",1e-06
15,"[-1.314869177500513, -0.8128914800497161, -0.9034256162458353, 0.02329661284420509, 0.19275515633593684, -0.9766123479889883, -0.8038138207200214, -0.27456184565904596, 0.6611367385216939, 1.6933467873451775]","[-0.5886015160302154, -1.0205684194854054, -0.30260727030701345, -0.7521219810923285, 0.3993576033903694, -0.006923645359247846, -0.9731505253093644, -0.3172385580653392, -0.11594256662637636, 0.719108021834882]","[-0.6211990134073929, -1.0759793910528357, -0.31621613657569814, -0.7946391560201755, 0.4229971168247064, -0.008652482165721814, -1.024991600277379, -0.33133557918017054, -0.12259512266731021, 0.758813662747347]","[0.6930202, 1.3208437, 1.2868965, 0.9127846, -0.43935987, -0.7106869, -0.34732357, 0.6683966, -0.78734887, -0.83072966]","(20, 3)",1e-06
18,"[0.6554220069690487, -0.27970866932576083, -0.36477843347642436, -0.031330279488522184, -0.4869737980110459, -1.1616764337448426, -0.8786642603399086, -0.2585873045465875, -0.1496013583854589, -0.758057730817691]","[1.072740373942728, 0.11905181999768472, -0.3392345793246032, -0.19516114381412275, 0.06625029241853919, -0.5200989442203154, -0.9016269616346848, -0.4278507795225662, -0.0446619147853044, -0.1272704009928067]","[1.1104534598927391, 0.12676081041037027, -0.3509295594688137, -0.20215282879348898, 0.06794268335994305, -0.535748963437608, -0.9326292382022119, -0.44369809858358134, -0.046471995874828226, -0.13128591814517543]","[-0.16930999, 0.7684512, 0.6616965, 0.2987826, 0.05404467, 0.35741526, 0.4393993, 0.7090022, 0.29263645, 0.1418265]","(10, 2)",1e-06
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.576713301469939, 1.2471654704322628, 1.4167796370347883, 0.878763312074571, 0.017203235429200242, 0.5871878393610004, 0.06715294357079137, 0.09483222202412614, 0.24676992077909693, -0.6771981879367619]","[0.15305404, -0.4080392, 0.28793702, 0.35676637, 1.1892575, 1.1537004, 0.66841304, 0.7853198, 1.0519519, 0.060481716]","(20, 3)",1e-06
31,"[0.30341332875453375, 0.6340193617748036, -0.4182343227752221, -1.673433365507266, -1.2106983823717758, -1.4389688373836647, -0.5797403527290004, -0.6714112545638771, -0.3776577208129207, -0.08125005336654284]","[0.3498758509388278, 0.12847540328511986, 0.5697816601322436, -0.7031251528413439, -1.321870789086594, -0.5497629878284789, -1.1640873434694252, 0.0023033190057122344, -0.6725629140667332, -0.04137626377955411]","[0.332756142833424, 0.12111451648567657, 0.5463644917726156, -0.6785486734153567, -1.2575501963907743, -0.517987476842962, -1.1171239013135397, 0.012752969142211024, -0.6483271876457406, -0.033684632470435044]","[-0.913579, -0.54039526, 0.41553807, 0.49235618, -0.06038343, 0.69933593, 0.65396094, 0.79678077, 0.2219114, -0.16708536]","(20, 3)",1e-06
34,"[0.3332583930137314, -0.23995789038278237, -0.1122022786309056, 1.0596879630957488, 1.177080487643221, 0.06245018526644397, 0.3923453408792714, 0.7568536651749199, 0.8723372494612107, 0.7982448589461052]","[-0.46563829537462587, 0.5660775407010443, -0.5229966607333045, 0.14929605173574667, 0.9850399372278754, 0.6845605190292833, -0.27983007424819767, 0.5322603780033702, 0.4907234761732348, 0.6269755113745933]","[-0.4306375999441421, 0.518082873552171, -0.4676908210503566, 0.1089861643877649, 0.955997536970557, 0.6745444323167372, -0.25513988136851307, 0.4915960034234371, 0.4902714220647818, 0.6011888317021465]","[-1.1163522, 0.33276305, -0.2735889, -0.7986702, -1.0281765, 0.291081, 0.16184555, 0.37611744, 0.25464603, 0.89155155]","(20, 3)",1e-06
89,"[-0.49526888152609727, -0.7460328929309152, -0.9918597789897783, -1.304960027194354, -1.6368133427777063, -0.4304367241010688, 0.9542770910203493, 0.8867173276198901, 0.2483301378449666, 0.8005497665221791]","[-0.6227272176590564, -0.1839052726965691, -0.6540802565826307, -0.6648196506984629, -0.9725502018451225, -1.1505382418551449, 0.14483239682650367, 0.8818608926070974, 0.44578688131634137, 0.02543669718679592]","[-0.5679200477805284, -0.17701499002428447, -0.6414255822230588, -0.6287636659604584, -0.9473950037677223, -1.1029931959078012, 0.1810885889371247, 0.8466862162612498, 0.4114592435893092, 0.018609341326199777]","[-0.21089093, 0.198294, 0.59174055, 0.55839646, 0.926108, 0.08674936, -0.16946243, 0.07772032, 0.6975434, 0.90486765]","(20, 3)",1e-06
26,"[-0.1476671635400908, -0.6899565897852734, -0.03942738610034574, -0.041523039371085035, 0.37620241401136634, 0.9867307216742658, 1.5340533666055696, 0.6723199389881331, -0.846517886351763, -0.954506590760342]","[-0.4001582927652938, 0.052411982842556104, -0.7161625812065515, 0.31865390450292996, -0.20084999162255002, 0.47662740982264135, 0.7484170167629451, 1.159844858224097, 0.09239750987608464, -0.8927166412898053]","[-0.396352993899941, 0.04409077853314691, -0.7170432384462213, 0.30719481749400923, -0.18949650032370985, 0.4691131511859127, 0.7666445494320705, 1.1760891865041054, 0.11091594897552784, -0.9054107467800394]","[-0.8185062, -0.94021046, -0.61751604, 0.20833592, 1.0275574, 1.02301, 0.2699663, -0.30395833, 0.7326966, 0.21974392]","(20, 3)",1e-06
85,"[-1.3312969593621875, -0.4819894714107096, 0.7434917037912979, 1.3435029603963398, 0.5023171287675088, 0.1822480400419817, 0.4313604082137851, 0.7866010130572215, -0.16108620425007575, -1.0858749210216962]","[-0.7413632764748638, -0.9606153211247557, -0.001681810848331744, 0.7443326092154638, 0.9713366557886078, 0.01664880087320486, 0.17392363960537927, 0.34439858841109544, 0.6144017188516737, -0.46828706367591266]","[-0.7031187442129434, -0.9485037058051837, -0.026974855866823744, 0.720589102173367, 0.9514163132727418, 0.04268084221656812, 0.1540965609868115, 0.3406206890904425, 0.5941158276760872, -0.4257864096430451]","[-0.28837362, 0.6478265, 0.03210781, 0.33470222, 0.56359154, 0.22943436, -0.41160226, 0.074878186, 0.798761, 0.96630317]","(20, 3)",1e-06
90,"[1.4245022281618231, 1.799329875111626, 2.206378161820413, 1.767049604338895, 1.9183454248212044, 1.0744307019004289, 0.16026964917266995, 0.12059175201549427, -0.2668079118155402, 0.2526246011402322]","[0.48790248543746223, 1.1805509854430922, 1.2090543823900801, 1.6018509706253732, 0.9661241190262085, 1.4352833653081, 0.35678901924637885, -0.018124860450519475, 0.129654182240754, -0.3316350029359172]","[0.4898520788586116, 1.202980842481412, 1.2254643743455111, 1.6349238700601703, 0.9809874464569011, 1.469060779983939, 0.36155333908033416, -0.017582651434320445, 0.1321947136717327, -0.33952562936615]","[-0.31517714, -0.6183667, 1.2159563, 1.0031675, 0.23826942, -0.7006289, -0.8552128, -0.6217729, -0.25155756, 0.18282971]","(20, 3)",1e-06
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.7124004955976261, -0.546094358184521, 0.7970523723881785, -0.41593765282472156, -0.18346855271532936, -0.9479772862820735, 0.25933028585021034, 0.7908856876848593, 1.12506635745631, 1.5260286207229736]","[0.1098207, -0.40507397, 0.6874586, -0.26506272, -0.89822394, -0.33580476, -0.46602085, -0.22546971, 0.84977907, 1.1325685]","(20, 3)",1e-06
33,"[-1.1700749594508788, -0.632615951279612, -0.4751845445619967, -0.4547302097030288, -0.6348457431219107, -0.7505243143273135, 0.2114753886932912, -0.4974238080943947, -1.1128169748310386, -0.9364902740093957]","[-1.1922453627898077, -0.573952278055975, -0.3456398122516245, -0.30236463843618444, -0.3035478904849366, -0.4830717978794424, -0.5089884153875923, 0.46596959638708735, -0.7304086062879384, -0.7476126716870695]","[-1.2093415196885855, -0.5847282015333071, -0.35027368571272954, -0.30704276429804617, -0.30778711565018646, -0.4895410717967654, -0.5168497069722703, 0.4688200203619781, -0.7320836257899999, -0.7614332126482031]","[0.35269666, -0.434302, -0.72715557, 0.46723723, 0.3255887, -0.9652918, 0.50710505, -0.93862784, 0.22188887, 0.819881]","(20, 3)",1e-06
96,"[-1.7501678292007754, -0.7971942000059093, 0.3938658922474092, -0.45714863756277946, -1.052168722196051, -1.0664714795621473, -0.7293493968282486, -0.5032054302575537, -0.23205691191626843, 0.4997808401105744]","[-0.9695056609500554, -1.2654149987257477, -0.1644867006430355, 0.47610924256892695, -0.695203258847243, -0.7045670927724295, -0.7141879331759325, -0.37225543024028235, -0.31707771513741256, -0.07351805434756215]","[-0.9949654395718345, -1.3108669407211062, -0.16338736761387235, 0.4904226953101618, -0.7232951082579265, -0.7222887720611828, -0.7383497672233428, -0.38063607330064647, -0.3282396470984749, -0.0736763309877691]","[0.6451076, -0.23856688, -1.1908894, -1.1475372, 0.3176518, 1.0510483, -0.71982175, -1.3326828, -1.2565001, -1.0547553]","(20, 3)",1e-06
73,"[1.5981682754602797, 0.47613100745064985, 0.2460839045818798, -0.4131581420894077, -0.9561774860620392, -1.6382663600870793, -1.60388481734283, -1.8562502351959105, -1.7275972666232273, -1.8483471817968984]","[0.8859232350970252, 1.155206657911767, -0.10147232150523372, 0.2968200653344966, -0.561568174756656, -0.6753933986837113, -1.3005696607452237, -0.9535999869702182, -1.3794502417108014, -1.0378721457678266]","[0.8647769927315477, 1.1100639860772223, -0.10941013658246265, 0.29562714152064473, -0.5531975511693394, -0.6438475900642753, -1.2624867462231708, -0.9129245959686131, -1.341686091423776, -1.0004335953757932]","[0.3381819, 0.5983342, -0.7171567, -0.16546568, 0.77475214, -0.26731423, -0.37718117, 0.84356236, -0.86424947, 0.8907336]","(20, 3)",1e-06
36,"[1.7070818713424813, 2.045447346725296, 2.1959127831650487, 2.2534853510824338, 1.5010977209710923, -0.09454852088964627, -1.462718595695245, -2.1904910799420496, -1.6940501142298685, 0.09280371768140017]","[0.7472668932694579, 1.3334484247077523, 1.3787231343714197, 1.5065512159793388, 1.5002097430927646, 0.7509928494247101, -0.47004494560200133, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048]","[0.7643594362110601, 1.350962572400408, 1.410913011574669, 1.539368245203173, 1.5414982752528943, 0.778296843233744, -0.4728598850847549, -1.2555037111069236, -1.6182568123269663, -0.9375551485969383]","[0.08903648, -0.90998495, -0.55412066, 0.48086563, 0.9690981, 0.94980496, 0.6818578, -0.57295203, -0.6955729, 0.011738183]","(20, 3)",1e-06
17,"[0.7177026498497739, -0.3332051284093975, -1.062168419523947, -1.7271917723626906, -2.2484326699739463, -1.6921430636559718, -1.4602003730141448, -1.4343167547945197, -1.6665329052094175, -0.9171298809888877]","[1.1081008676865838, 0.163652216006482, -0.4150312364126385, -0.8546528013176277, -1.2998653717038766, -1.5984999841220078, -0.8928930715949678, -1.0137538372166608, -0.9274398361861893, -1.202812987116323]","[1.12350741247064, 0.17662316125493105, -0.41527043889589677, -0.8567517282381323, -1.3086337179739749, -1.6164498531228577, -0.9158629801537211, -1.0207388301084348, -0.9467418721357521, -1.216515545444429]","[-1.1980842, -1.0767025, -0.8450733, 0.07852874, 0.23662902, -0.58528584, -0.9127955, -0.6259071, -0.81007737, -0.0064789015]","(20, 3)",1e-06
28,"[0.4827028715952292, 1.4678364634529344, 1.3724934473667743, 1.0175367027674227, 0.022275222104768733, -1.2173349750094409, -1.5869965908448915, -1.5499497042573265, -0.8359834031823613, 0.6462443282473137]","[-0.5051172102800897, 0.7352614767352741, 1.1002057250852975, 0.8223905848241256, 0.6063414103553598, -0.2808954830729112, -1.0768872334729853, -1.0485529741083988, -1.0256732172031269, -0.3231467945807978]","[-0.5195414260331399, 0.771516943954716, 1.1078640298170745, 0.8330566040689196, 0.6119265284706825, -0.3002502109032503, -1.0999498256590485, -1.0600522301621509, -1.0447528647293953, -0.3133278848491961]","[0.058090642, 0.838496, 1.3370805, 1.2085452, -0.48397171, -0.5444701, -0.44154555, 0.099097475, 1.1914363, 1.185322]","(20, 3)",1e-06
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-1.047332835044473, -0.7917107912499503, 0.05476018797640242, 0.4015559920210276, 0.8090372834954072, 0.3763092565296061, 0.6245187181002226, 0.4934340906785963, 1.1524114648892219, -0.3077824677361032]","[-0.621912, 0.87452847, 0.10018884, 0.8305539, 1.1544317, 0.9795259, 0.82675755, 0.5487641, 0.8838131, 1.0317253]","(20, 3)",1e-06
78,"[0.6755184010827213, 1.1439816782952925, 1.1528557572551912, 0.7089011188918671, 0.6603542970946401, 1.455951427027909, 0.7632413159410387, 0.06502358227825644, -0.02083398634245487, -0.42931481195208465]","[-0.07286427676973314, 0.7119505394675879, 0.7880064085614985, 0.758852552974442, 0.32947484240464614, 0.49561687589231707, 1.2081429890817506, 0.15916982140016345, -0.014561328421825281, -0.013553322131542228]","[-0.027662038827182128, 0.6691269283512933, 0.8170593887235055, 0.7610607337701049, 0.3532319360876894, 0.4871305976816279, 1.2051197283334179, 0.2099212957096173, -0.029688152123182286, -0.007127245485947937]","[-0.12416084, -0.5838032, -0.9089492, -0.6691414, -0.37259007, -0.07076729, -0.5281379, -0.97806954, -0.8014262, -0.08758247]","(10, 2)",1e-06
