seed,True,ARMA,Informer,Informer_para,RNN
29,"[-0.3838494298390033, -0.8209339735103687, -0.29288624789992923, -0.0011933479864128516, -0.21558756453364483, -0.17361018908784606, 1.3877131053933396, 2.1533300994088713, 0.6818409273858781, 0.9164525058305746]","[-0.6444171644428858, 0.13447758071923782, -0.780661098213375, 0.28706017567068354, -0.0907570427572727, -0.1596847561649396, -0.04078152977932764, 1.3872118206961348, 1.0713009097000374, -0.3327560713990486]","[-0.3401274, -0.4247758, 1.0641313, 1.3547822, 1.031028, 1.193391, 1.3251054, -0.71860075, -0.3549674, -0.7068666]","(20, 10)","[-0.4443873167037964, 0.22980910539627075, -0.7813184857368469, 0.3711605668067932, -0.23100078105926514, 0.12019628286361694, -0.08059084415435791, 1.125461459159851, 1.5432710647583008, -0.35768646001815796]"
2,"[1.117955292270915, -0.5518213055246787, -1.8093663247008356, 0.6038570961881811, 1.7866471785563718, 0.9735819005629688, 0.6416274664424011, 0.07042582739030706, -0.18387678254019418, 0.10128451690205971]","[-0.15190144148019213, 0.7659468546665001, -1.0723893314947321, -1.0744256727534076, 1.433569264241069, 0.9164594307250928, 0.008543065285985252, 0.26322416574415114, -0.22021599527445368, -0.11102642785288429]","[0.52478313, 1.727422, 0.4781584, -1.5326173, -0.25792307, 0.70415133, -0.73641944, 0.14177442, 0.38693786, 0.48649055]","(100, 50)","[-0.3987487852573395, 0.7407023906707764, -1.2266474962234497, -0.9810866117477417, 0.8746203184127808, 1.0154427289962769, -0.1497301161289215, 0.03358229994773865, -0.3830651342868805, -0.12798228859901428]"
28,"[0.523710630683018, 0.04752838082399702, -0.12177348507794875, 0.026768672560152126, 0.3361239468267235, 0.22293268048079945, -2.111120066759831, -0.4133371844290823, 0.5128633588881688, 1.8524875363268667]","[0.6964075809833349, -0.010083503945174377, -0.11412976140365327, -0.08651596914252752, 0.09020151778366658, 0.2651784074899317, 0.010131085107810134, -1.9771454024180148, 0.9265166918163132, 0.28213090777945427]","[0.2987614, 1.7242963, 0.9071375, -0.41642827, -1.1784807, -1.0129794, -0.55855805, -0.79503447, -1.1865364, -1.5177302]","(100, 50)","[0.552636444568634, 0.012902408838272095, -0.3277807831764221, -0.08658044040203094, 0.12601685523986816, 0.3993849456310272, -0.03481490910053253, -1.8392542600631714, 1.274971604347229, 0.5161364078521729]"
25,"[1.080499510070525, 2.050462369521346, 1.1660135123636166, -0.11025214627619051, -0.8275167082373214, 0.29475418043174917, 0.8726591148291903, 1.0289695655039972, 1.7528068465108266, 2.38007842498586]","[1.3557094127976588, -0.029052082451668126, 1.4487197991807568, -0.11672111117880979, -0.5354971588010836, -0.5782910618128979, 0.4994290488421691, 0.36414371129540474, 0.4366384865607027, 1.0805702505069752]","[0.7455757, -0.18014984, -2.087232, -1.1420736, -0.9148067, -1.5638303, -1.6685374, -0.7132223, -1.481733, -0.51732]","(20, 10)","[1.3367242813110352, 0.15953990817070007, 1.4161860942840576, -0.07292015105485916, -0.4022361636161804, -0.7753903269767761, 1.0930615663528442, 0.5981225371360779, 0.48427480459213257, 1.0287573337554932]"
77,"[1.6381681811464013, 1.5163091051092064, -0.01503119565809874, -0.7291922849134499, -0.6024020784517252, -1.0381969221159666, -0.49444726436241826, -0.26433945326827135, 0.8936261423364658, 1.108942721816281]","[0.6339363739651767, 1.1403998556384682, 0.6058138444675307, -0.46367689644162696, -0.40552387211727314, -0.24900957693041903, -0.7681262590692697, 0.03880090606487829, -0.20233734897699485, 0.9126336494675971]","[-0.51473236, 1.367848, 2.8519275, 1.7996354, 1.5852084, 0.6855837, -0.22995917, -0.17429724, 0.077360265, 0.5280849]","(10, 5)","[0.8790141940116882, 1.0112055540084839, 0.6648573279380798, -0.6739867329597473, -0.4011675715446472, -0.29347872734069824, -0.7582986950874329, -0.010073676705360413, -0.26846224069595337, 1.1734843254089355]"
9,"[2.3564076519401875, 0.08026659789866364, -1.0184116336690976, 0.7731049242622018, 0.6259768819617235, -0.6362086120037269, -0.8481798523509172, -0.3844170283470339, -1.0025075425906094, -0.23450906292930995]","[1.0584677749552682, 1.4923364637618968, -1.122379125503358, -0.5800851155402456, 1.193742103385336, -0.05870948624293382, -0.7418996493059715, -0.33151319434935506, 0.014819599365779701, -0.7975415092483881]","[-0.4151568, 1.069363, -0.31986806, 0.42876694, -0.96059763, -0.48124102, -1.1003604, -1.6850176, -2.6229465, -1.3383352]","(50, 20)","[1.1983087062835693, 1.541738510131836, -0.8970316052436829, -0.4053815007209778, 0.9755322337150574, -0.06518656015396118, -0.6362672448158264, -0.1678217053413391, 0.07201975584030151, -0.6579145789146423]"
4,"[2.067124107644449, 2.5686384206666197, 1.548636252558472, -1.8934739577779094, -3.0603493921538383, -1.5460546475415136, 1.6060580025500382, 1.0334052925338875, 0.1531615255673301, -0.9281370649952224]","[-0.6934151272640436, 2.3776218575252788, 0.7741830902158584, 0.3963862696822936, -2.2678525610233167, -1.3138441467792836, -0.02747901729369928, 1.8765519377017443, -0.26561020302204796, -0.041675644605451284]","[0.04538674, 1.6453784, -0.107522495, 1.4437265, 0.9985117, 0.51036876, -1.0267426, -0.22665028, 0.5316917, 0.7509822]","(20, 10)","[-0.6609641313552856, 2.8489553928375244, 0.35471558570861816, 0.9950921535491943, -1.8714061975479126, -1.5960098505020142, 0.5334892272949219, 1.7424371242523193, -0.087677001953125, 0.07677435874938965]"
6,"[0.8053994409555097, 0.8856414169249209, 0.4943224239362206, 1.7995936753740582, 1.7673214780165216, 0.6334584440749447, 1.8001778240967057, 0.22129878296870098, -1.9224282693789516, -2.283598234786646]","[1.1541817622107653, 0.28073871009764134, 0.46523209629729423, 0.00660115850473994, 1.5086673621888056, 0.4808786174208332, -0.1226396265682021, 1.5264069482365221, -0.9426061774389248, -1.4269596304347576]","[1.1748543, 1.8093336, 2.5281131, -1.7911121, -1.7664708, -0.36739802, -0.29363763, -1.8441719, -2.3739233, -0.7878695]","(20, 10)","[0.7886481285095215, 0.7061925530433655, 0.5022222399711609, 0.03221786022186279, 1.5372146368026733, 0.33250993490219116, -0.006781965494155884, 1.5526541471481323, -0.9232515096664429, -1.317336916923523]"
7,"[-1.7962881168495544, -1.2732067659801491, 0.8889886203523798, 2.951012883596368, 1.2646958340563796, -0.3323120601885993, 0.0903106840418626, -0.13735260074694355, -0.9151583016949827, -1.3520889193794698]","[-1.6979879476832072, -0.745448213548314, -0.3255003972473889, 1.3184101975608118, 1.8739404929492873, -0.5083924458995719, -0.4523972739014501, 0.3736915046230299, -0.31349366045575905, -0.6613341614854449]","[-0.37191832, 2.1372025, 1.1646423, 0.6725747, 2.359331, 2.7367642, 2.9194798, 0.9796319, 0.72191745, 1.5725772]","(20, 10)","[-1.4525325298309326, -0.8596423864364624, -0.30188417434692383, 1.1090269088745117, 1.5779513120651245, -0.36779510974884033, -0.7287516593933105, 0.6482951641082764, -0.6170175075531006, -0.42331409454345703]"
8,"[-0.1459271072689517, -0.39088531478562016, -0.38063486707447913, 0.08866428006592048, -1.0456591362723784, -1.7036151373825725, -2.0873723395931476, -0.6757411489484053, 0.29169593142698025, 0.310696188212238]","[-0.015614548841277082, -0.17930241731321095, -0.22761894312515607, -0.14237562011668342, 0.22756952080995563, -1.0422649249197877, -0.780998356589522, -1.0972750190895795, 0.37338283437187825, 0.23196248186598198]","[0.070498064, 1.0406176, -0.45289278, 0.8818022, 0.124385975, 0.22227924, -0.57494384, -1.0104564, -1.0932316, -2.051586]","(20, 10)","[0.08007272332906723, -0.2222231775522232, -0.2714698910713196, -0.14333225786685944, 0.3859863877296448, -1.0849621295928955, -0.6439002752304077, -0.9056846499443054, 0.3625285029411316, 0.2644250988960266]"
54,"[-1.6548414401155862, -1.0923288020554764, -0.20930414280020937, 0.48050805157153986, 1.5395672153751465, 2.6580351381390885, 1.3425125521817323, 2.114649888439951, 2.759196543252524, 2.1465735566472923]","[-0.37883313991831413, -1.2204703914419042, -0.004599764558070707, 0.0992513297719262, 0.44195079527611236, 1.061092868518668, 1.5172784753711788, -0.16255086979963806, 1.6264513823013556, 1.2127117675116914]","[0.21942037, -1.3272618, 0.11730209, -1.137069, -2.0564663, -1.5125797, -0.9592495, -0.1462292, -0.31630844, -0.0069681704]","(50, 20)","[-0.6043169498443604, -1.1634385585784912, -0.13429254293441772, -0.11863565444946289, 0.3977873921394348, 1.0962927341461182, 1.6185152530670166, 0.046063899993896484, 1.665388584136963, 1.3541362285614014]"
16,"[0.5152276739766124, 0.144524383745533, -1.0183953636576761, -1.9749354802841095, -1.5787766719451315, 0.25751307478105334, -0.44708157882728417, -0.674185560798419, -1.6529463550583572, -2.02131055789495]","[-0.8583976403339317, 1.3774064495241565, -0.5847352604522926, -0.8830946506855164, -1.1174226432188172, -0.4474524297685868, 0.7383639017290176, -0.9334105354121602, -0.27107179646351903, -1.1784688823175045]","[-0.9313385, 1.1293103, 0.8845787, 0.41761062, -0.45563817, -1.4593735, -1.9795117, -1.2585028, -0.5803497, -1.2457004]","(100, 50)","[-1.0403271913528442, 1.451722264289856, -0.6092943549156189, -0.7591418623924255, -1.226704478263855, -0.4094085097312927, 0.8880520462989807, -0.9261683821678162, -0.2579314112663269, -1.2729569673538208]"
63,"[1.5183510787843302, 2.3937143568473545, 2.5425282829933686, 0.6313434942478507, 1.2377169419351737, 0.15686896505073666, 0.02589841203218335, -0.08404419849605466, -0.5951041478727183, -0.5938219288017121]","[0.3674664350881277, 1.2091005911550354, 1.3073123433941114, 1.2267656016689017, -0.4572692954768485, 1.1474626468344176, -0.5715000252853468, 0.21877239389736933, -0.16568949982967976, -0.43906850559469146]","[0.49873483, 2.689139, 3.241176, 2.8096638, 1.4400316, 2.1864946, 1.5724238, 0.82490987, 0.19240871, -0.63896435]","(100, 50)","[0.5480643510818481, 1.3890653848648071, 1.480286955833435, 1.2734246253967285, -0.5481066107749939, 1.1066784858703613, -0.5263084173202515, 0.31648510694503784, -0.004165858030319214, -0.4640682339668274]"
51,"[2.7801558908965927, 1.444691466795002, 0.22295876801519848, -2.5569285765859204, -3.1433200735719717, -3.4560790809189634, -1.0621860721879726, -0.43184800559919734, -1.6916701320538288, -1.5772351497153858]","[0.7766095537212697, 1.5092634389351196, 0.049015233025471394, -0.19471922016135285, -2.2825688398236044, -1.367981174414157, -1.8097561946364975, 0.5725625674728206, -0.2891420684701895, -1.3062478105663229]","[1.1317911, 1.9281704, 1.5310365, -0.023144543, -1.453716, -2.2033684, -1.5526202, -0.81782293, -2.1456263, -4.5548673]","(100, 50)","[1.0944007635116577, 1.8409534692764282, 0.2817403972148895, -0.2239820808172226, -2.1681830883026123, -1.2332940101623535, -1.7266902923583984, 0.657524824142456, -0.3002348840236664, -1.2084524631500244]"
89,"[1.1097467982772344, 2.7494568229333805, 2.793437258117477, 1.2762010586136605, 0.3916148593513883, 0.9368139977123908, 1.0682075952905798, -0.2573166031314196, -0.2766141739103809, 1.5269399600003974]","[-0.10581003778192176, 1.0505671575204159, 1.8567140720388202, 1.2980353476319935, 0.22899475383163923, 0.14169663145101313, 0.7648113663448406, 0.4876967613325143, -0.5949187764911069, 0.08985147300959387]","[-0.10912899, -1.8598807, -1.2436024, -0.53137, 0.17871726, -0.8087708, 0.58686274, -0.74758077, 0.13766862, 0.11922179]","(50, 20)","[-0.06114351749420166, 1.093292236328125, 1.6918914318084717, 1.2264480590820312, 0.26984477043151855, 0.22541487216949463, 0.68135666847229, 0.459885835647583, -0.7853714227676392, 0.025553226470947266]"
76,"[0.6284462840705773, 2.832357135252855, 0.7838583994273636, -2.4008159710761228, -1.276424057037398, 0.9441756474293519, 0.29418363882198173, 1.4631129432888905, -0.06437190747572186, -3.4901185360827855]","[-0.43410549494865536, 1.0343134684345907, 1.8900248873363792, -0.7766820192063408, -1.942701428483001, 0.2798901000575116, 0.9958580867254501, -0.39571301078534116, 1.3888995388129208, -0.9937534763617181]","[1.6591653, 1.87553, -0.8253377, -2.7047746, -1.9823854, 0.044900842, 1.4766172, 1.0593594, -3.2835145, -1.8490051]","(50, 20)","[-0.5359039306640625, 1.041043996810913, 1.8758331537246704, -1.0518885850906372, -1.5490391254425049, -0.13335704803466797, 1.173735499382019, -0.17176127433776855, 0.9601396322250366, -0.6420718431472778]"
81,"[-0.5811029134529359, 0.4310004762787655, 0.6375594550160434, -0.18088458138817717, 0.11779146978495952, 1.0227561550962823, 0.8887016571627435, 0.16692453209748487, 1.3827431017558145, 2.904046528960264]","[0.34705022487489934, -0.6592954249658236, 0.7647819225303542, 0.13046455534006848, -0.3059316163431158, 0.30868707299182974, 0.7327524622640604, 0.29925864246952394, -0.08338426004351966, 1.2809102722522356]","[-0.9995438, -2.0081565, 1.6536208, -0.3601026, -0.98017025, 0.5213415, 1.214454, 0.04186466, -0.77944636, 0.12100455]","(50, 20)","[0.25603893399238586, -0.5966684818267822, 0.6502525806427002, 0.12943151593208313, -0.4230588376522064, 0.29965510964393616, 0.8687248229980469, 0.3556971848011017, -0.133734792470932, 1.3509453535079956]"
5,"[0.21598835098125613, -0.9042088904919257, -1.8090137817402674, -1.4089284280220933, 0.3948796173719372, 1.6563896397729863, 1.8222513045715725, 0.7513808381041238, 0.21509180691047064, 0.15812087009887799]","[0.6154961032275815, -0.3136113147674944, -0.7307070251522265, -1.0857750591912372, -0.36710350518281143, 0.8477930584109312, 1.036008005092716, 0.7895444422513049, -0.10497680037970286, 0.03850099236816193]","[0.41090283, -0.22289826, -1.474913, -2.5660005, -3.2603292, -1.8437961, -1.2729185, 0.24291453, 0.62524486, 0.2883754]","(100, 50)","[0.7472437620162964, -0.4075978398323059, -0.624893069267273, -0.9934167861938477, -0.25753891468048096, 0.8047085404396057, 1.1378254890441895, 0.942534327507019, -0.25858670473098755, -0.11145976185798645]"
17,"[1.9776637326387456, 2.2808021325809653, 2.317044702502045, -0.7175141667587497, -2.1281041285195292, -0.8441584517729043, 1.7475194681679131, 1.3316694908239595, -1.3700210622760884, -1.811697341144787]","[1.156218373636755, 0.6947561258027226, 1.1927028964731252, 0.9360993840860329, -1.5657279365541836, -0.9571450470604014, 0.19501390176518796, 1.6099732135787765, 0.015507159076137977, -1.4957714905997983]","[0.88842165, 1.2308387, 2.8275063, 0.008999456, 0.6583466, -0.103451766, -1.0643836, 0.5591186, 1.9945074, 1.5277969]","(20, 10)","[1.188158392906189, 0.6444751024246216, 1.1126697063446045, 0.8733806610107422, -1.105711817741394, -0.9108577370643616, 0.17436110973358154, 1.4548498392105103, 0.11723735183477402, -1.2605421543121338]"
14,"[0.5056551689111879, 1.2698229884982295, 1.8669604770978578, 2.0663476828423546, 0.21897598581297573, -0.9528005740642272, -0.41287904739377845, 1.4393575748899095, 0.9622441119074492, 1.907505078818939]","[-0.494741129151717, 0.47585247699479916, 0.7074911636972763, 0.9508549249380589, 0.8752020115777207, -0.8486568578051596, -0.7429827043237693, 0.04827931339529773, 1.2949362873708512, -0.14636257782953532]","[0.28485116, 1.5965569, 1.235015, 1.4767015, 2.3791752, 0.24420002, -1.1500083, -0.048804276, 1.3253103, 0.6999607]","(100, 50)","[-0.5610785484313965, 0.4404163360595703, 0.6903344392776489, 0.8616142272949219, 0.7428609132766724, -1.0017908811569214, -0.7494461536407471, 0.16476404666900635, 1.2387052774429321, -0.13547015190124512]"
82,"[1.1636955896271974, 0.551543475212207, -1.597994601477104, -1.644474056900559, -0.35267418935987405, 1.2896146463399254, 0.921871432679185, 1.7473868639972983, 1.0418311651243877, 1.0962248815547175]","[0.12830905270612536, 0.8050191121429633, -0.06662866342206791, -1.5761020232464564, -0.5675162319840195, 0.3132955230805002, 1.1706706789352408, 0.1217490423724133, 1.2774046365626845, 0.07149047596407254]","[-2.002536, 0.5903618, 0.31806624, 0.27775702, 1.3225625, -1.4723945, -0.19027321, -0.18155438, 1.5449928, 1.0109024]","(20, 10)","[0.13321569561958313, 0.8828781843185425, -0.051868289709091187, -1.5054947137832642, -0.7257426977157593, 0.3625393211841583, 1.2064135074615479, 0.049735456705093384, 1.3152871131896973, -0.05843624472618103]"
72,"[0.33601750436686517, 0.44696086144959624, 1.5477168592623303, 0.9089844435908385, 0.08969874285455368, 1.1288989688706905, 1.1573235341285844, 0.644995806543942, 0.8025087475155676, 0.618384834647737]","[-0.49659825434637983, 0.7360499890535325, -0.06723705786356618, 1.329858565555967, -0.2534944331774924, -0.0009779421810754696, 0.998846954159118, 0.24665470792049013, 0.17872211707993674, 0.47878352028263726]","[-0.8104046, 1.1615497, -0.12050768, -1.3617922, -0.9982385, -1.1307313, -0.6822452, -0.75942045, -0.55341333, 0.38989732]","(50, 20)","[-0.8045521974563599, 1.0224817991256714, -0.28612446784973145, 1.0224817991256714, -0.5229917764663696, 0.44410592317581177, 0.8267132043838501, 0.5400164723396301, 0.18053030967712402, 0.7342366576194763]"
83,"[-0.6545817741299405, 1.434024738276674, 0.34749362506855164, 0.5199948567396283, 0.721188136451574, 0.43640808211075144, 1.45987711423287, 1.1287010228834997, 1.2488000179907937, 2.319392260813648]","[-0.522174457218974, 0.27622257475845047, 1.342776828463979, -0.6297091169640003, 0.5615262322906871, 0.25777126146290946, 0.05826696061532441, 1.0999153474479924, 0.12378776999016444, 0.6801486780069295]","[1.0339764, 1.681568, 3.7128189, 3.0939794, -1.961544, -1.8587375, -0.79604983, 0.2514972, 2.993907, 2.8009543]","(10, 5)","[-0.4019908607006073, 0.22710153460502625, 1.4532254934310913, -0.6183203458786011, 0.6112302541732788, 0.4683268368244171, 0.07435670495033264, 1.091390609741211, 0.16160309314727783, 0.7108203172683716]"
95,"[-1.8408205377327054, -0.03628414253457146, 0.47017977591069965, -2.5357434101446676, -2.625633797650085, -2.178204033737437, -0.8323780526776967, 1.887831065411457, 0.7018165890233634, -1.0450361336430805]","[-0.4618821122228167, -1.0395328575333243, 0.8195158568388687, 0.10628075812606153, -2.414362866492451, -0.7737494317514252, -1.0161757398574354, 0.17485658361555428, 1.814781226655481, -0.5450072462707811]","[1.5879325, -0.7798457, 0.23379032, 2.1885667, 1.0324526, -1.0962969, -2.0383296, -0.3938119, 0.713812, 0.76205695]","(20, 10)","[-0.4517875909805298, -1.0682686567306519, 0.938075840473175, 0.12887346744537354, -2.317890167236328, -0.6122435331344604, -0.9107822179794312, 0.12338483333587646, 1.6943557262420654, -0.40150219202041626]"
78,"[-1.786411214463587, -1.8354435815308485, -1.2823137440676615, -0.3262719890789862, -0.9540302994008945, 0.005323301806313019, 1.7321971066872592, 1.8547066062348914, 0.4942234998395071, -1.5670137052905864]","[-0.674789029189929, -1.1568657175248143, -0.9246396675123958, -0.5123314281704237, 0.0765796076367032, -0.9040122022991512, 0.5647762120183046, 1.3221754808728161, 0.804453646652284, -0.14498520812009277]","[-0.36546, -1.5390285, -2.3095026, -1.6991752, -1.0839581, -0.2695613, -0.6950775, 1.6746646, 2.3835764, 1.0387208]","(100, 50)","[-0.6501477360725403, -0.9444928169250488, -0.9159892797470093, -0.5608021020889282, 0.009640559554100037, -0.6579825282096863, 0.02532641589641571, 1.683246374130249, 0.5974543690681458, -0.4661202132701874]"
44,"[-0.5056082778797509, -2.0875265911689587, -1.0587424355010804, -0.5779309381379442, -0.9511686886023605, 1.2944907615656183, 0.7781956316766037, -0.40165013354457113, -0.7305511989994586, -1.953595362675893]","[0.9066305752729582, -1.220804902115266, -1.24685542134551, 0.05879457662006826, -0.28627994091444703, -0.5946582445800904, 1.619375445852434, -0.2692493333530508, -0.43113926174704276, -0.3794094163824284]","[1.1498282, -2.474292, 0.30392665, -0.8888691, -0.79023415, 0.04714742, -0.38263372, 0.5623345, 1.0530668, 1.2002199]","(10, 5)","[1.0860834121704102, -1.0751255750656128, -1.1686029434204102, 0.032381534576416016, -0.35816603899002075, -0.4841044843196869, 1.871352195739746, -0.6244428157806396, -0.18001048266887665, -0.34500986337661743]"
26,"[-2.137207159941018, -1.548716462312171, -0.4097235362139258, 0.09950230877584003, 0.3047697198963778, 0.3717224578572047, -1.0782700431902128, -0.9204881218738453, -2.2284802823007532, 1.6278903209138331]","[-0.48619488694345114, -1.6747748323959941, -0.338907236118058, -0.03060431472841682, 0.10041403696044433, 0.22427383995143632, 0.19228911946860272, -1.1309945845017988, -0.15645906534328202, -1.8486374035991957]","[1.3263555, 1.4232877, -0.06666579, -1.1879079, 1.4418246, 3.572146, -1.0309297, -1.4340483, -0.6400379, -0.9910286]","(50, 20)","[-0.42978715896606445, -1.7159464359283447, -0.49921828508377075, 0.11755084991455078, 0.14556211233139038, 0.24609392881393433, 0.3027648329734802, -1.2879247665405273, -0.3479560911655426, -1.7432048320770264]"
48,"[1.1399513399307817, 2.430756152965367, 1.934636891961126, -0.8375189558567607, -3.010068500613653, -1.667091680285292, -0.0882044017550313, 1.0351423008721765, -0.28129497585500673, 0.049888017237669335]","[0.2527927972321449, 1.2551266866436017, 1.4636846957610739, 0.6113991855564898, -1.4947160330091367, -1.9827292073380278, -0.002639350727379197, 0.3314610517609937, 0.8491999905415278, -0.859533215171663]","[1.6103083, 1.059388, 0.49328968, -0.14686364, -0.42639565, 1.788668, -0.1246262, -0.26649606, -0.7748196, -0.9479591]","(50, 20)","[0.24009376764297485, 1.263166904449463, 1.2723627090454102, 0.7734803557395935, -1.372624158859253, -1.9568793773651123, 0.09205645322799683, 0.45291465520858765, 0.8835611939430237, -0.7567501664161682]"
11,"[1.220552242568979, 0.6384145957159848, -0.7898802092302276, -2.361363135025176, 0.13285202098126514, -0.1970077243723518, -0.0760779511015095, 0.10149436886419005, -0.7202119635367813, 0.23930190935999962]","[0.6584036723005278, 0.7042699585964356, -0.01359942979104134, -0.8429349597469535, -1.5579635429651244, 1.3253469064603598, -0.7607175112679561, 0.2957255648385991, -0.01640157604546212, -0.6518739327966119]","[0.13497362, -1.0220494, 0.36290848, -0.6595735, -1.0113392, 0.5775467, -0.5874763, -0.22759412, -0.3871465, 1.4622371]","(10, 5)","[0.5255414247512817, 0.7357121706008911, 0.10890060663223267, -0.6991328597068787, -1.614147663116455, 1.008601188659668, -0.7738431096076965, 0.28192609548568726, -0.14512896537780762, -0.4808107018470764]"
67,"[-0.10932086797793605, -2.3759584597037526, -0.27903187809677243, 0.9552127848679067, 0.16574953757049932, -0.9983664309168176, -0.9120398214521346, -0.9474899843698715, -1.1983056533258027, -0.31428371150315515]","[1.677251500460844, -1.3381555354713945, -1.6499418965888388, 0.9848224469504184, 0.574648424143449, -0.31396009010545733, -0.8387154765409149, -0.2575028753972636, -0.5336929427077995, -0.650181409163805]","[-1.0202614, -2.4309509, 0.65053374, 1.3010962, 1.4820046, 1.4167749, -0.5103385, -0.09299035, -0.3109464, -1.8215696]","(50, 20)","[1.5592236518859863, -1.3380975723266602, -1.7532058954238892, 0.9793829321861267, 0.5408255457878113, -0.258228600025177, -0.8924270272254944, -0.27777916193008423, -0.5760003924369812, -0.6596474051475525]"
53,"[0.8606487645789926, -0.698624895079477, 0.3247693823306157, 0.2561256273314433, -1.4423109666184164, -1.363886937991038, 0.4991661019370947, 1.0112286877495094, 1.585008755485581, 0.21626299717768338]","[0.2650488139841446, 0.6058523686803905, -0.9881464763981362, 0.8361351923372895, -0.2059925374908423, -1.1845666400380905, -0.42464511280275075, 0.7537517913568995, 0.4249861728297775, 1.0528462670767704]","[0.2916089, 0.7420141, 0.82879364, -0.8097007, -0.12235052, -1.0868781, -0.1464204, 0.0826268, 0.33223504, -0.9626928]","(50, 20)","[0.27167147397994995, 0.5868387222290039, -1.0874629020690918, 0.5078011155128479, -0.12700945138931274, -1.0538103580474854, -0.7481220960617065, 0.8456708788871765, 0.3987811803817749, 0.9745001196861267]"
55,"[0.9385057848644893, 0.4611060020433973, -0.7800011553020153, -1.16336574100135, 0.24006685469578415, 0.9343065873976425, 1.7347838283635246, 1.392368765525556, 0.9443571039674578, 1.4741979605798183]","[0.01919977144050522, 0.9445939943766618, -0.19160403014056093, -0.7725985027704652, -0.5591570283854266, 0.7551200249281451, 0.5078446919972052, 1.136495259810522, 0.3652250066196633, 0.3369149255735505]","[0.2275857, -0.76585025, -1.2483951, 0.15191191, 1.8112643, 1.6106288, 0.3395654, 1.7336615, 1.5085921, 0.50197154]","(10, 5)","[0.18349012732505798, 0.8399587869644165, -0.09234902262687683, -0.9625035524368286, -0.7361878156661987, 0.8596121072769165, 0.4305708706378937, 1.1264891624450684, 0.4040277302265167, 0.4253668785095215]"
85,"[0.783565604740575, -0.23128560047596272, 1.245591134008775, 0.5255730375733589, 0.13670485802958854, 1.2243003148685252, 0.5537325694994476, 0.5876690299764378, -0.9171186822264674, -0.23122972465852398]","[1.0985822034907746, -0.5842846582186091, -0.45732384995737785, 1.0275570656294004, -0.4184386889606946, 0.038510748547272045, 0.857630731623199, -0.24453221268235925, 0.38278879171452673, -1.2341201752044242]","[-1.2033621, -2.4192674, -0.9279426, 0.21236844, 1.0204346, -1.0485901, -1.1393981, -0.6704063, 0.7222188, 0.94294226]","(50, 20)","[1.113046646118164, -0.19551989436149597, -0.4603782296180725, 1.110285997390747, -0.5262225866317749, 0.08963882923126221, 0.7794387340545654, -0.367159366607666, 0.21358776092529297, -1.1448407173156738]"
75,"[0.7570397944851985, 0.3264153638780595, -0.45909094353956986, -0.5826039118794046, 1.1674121532790114, 0.08484646261257223, -1.0267676834885384, -1.9540044488697927, -1.235315180233392, -0.3720651649076729]","[1.1959159400210846, -0.02210388447918682, 0.1327669909985469, -0.5799964234671682, -0.16760820475268198, 1.3346763740020975, -0.8367006151026113, -0.6018447874755832, -1.316612431872195, -0.06963603597228973]","[0.5691094, -0.0065649804, -0.7921634, -0.022066316, 0.92341113, -0.05322182, 1.8263699, 0.6870576, 1.7807801, 2.2052429]","(50, 20)","[1.247567892074585, 0.322373628616333, 0.09867565333843231, -0.5932385921478271, -0.34621983766555786, 1.468995213508606, -0.5895228981971741, -0.8650222420692444, -1.2026164531707764, -0.008965656161308289]"
86,"[-0.6597796119947241, -1.3459889959585982, -0.7114255402078072, -1.0230528737738915, -1.4463509436814377, 0.37292661399897864, 1.444459644565084, 1.1575064800879824, 0.9256016173664637, -0.39227314322700135]","[1.0035803761355615, -1.4325782775888014, -0.1972508535243884, -0.18690639143952117, -0.7320855078211586, -0.5730856428688758, 0.8436166750556108, 0.6563974101029619, 0.3218549328239536, 0.4478954155965015]","[0.88899356, -1.8719301, -1.4587436, -0.44274092, -0.85782677, -2.5957294, -0.79212236, -0.24129744, 0.051542003, 0.911426]","(100, 50)","[0.7404826879501343, -1.443183183670044, -0.30144718289375305, -0.014831215143203735, -0.6660903692245483, -0.8787071704864502, 1.4158309698104858, 0.04588112235069275, 0.34105774760246277, 0.2674870193004608]"
88,"[0.22461653339957438, 1.318030320057857, -0.08611223501594023, -0.8058442094657586, -0.7336720484304529, 0.6393652633056603, 0.027561054269627294, -0.4087066917385706, 0.8341597633245745, -0.9843083475757248]","[0.059506809684996, 0.44607951482876007, 0.9203924212508791, -0.7494370878914212, -0.6735775557722617, -0.2773106470746516, 0.8170161488056079, -0.3374838338386464, -0.40449768283642307, 0.8262540939012464]","[0.48305818, -0.965032, 0.1616824, 2.3655903, -0.016683767, 1.3196819, -0.4109658, -0.02562105, 0.5151555, 1.7235339]","(50, 20)","[0.02581968903541565, 0.6291892528533936, 0.9498895406723022, -0.6842066049575806, -0.37967488169670105, -0.17529627680778503, 1.0957927703857422, -0.4517146646976471, -0.09508571028709412, 1.0778557062149048]"
