seed,Test,True,ARMA,Order,ARMA_Train_loss,ARMA_Valid_loss,Informer,Informer_para,Informer_lr,RNN
74,"[-0.5445588892800188, 0.42801651314887534, -0.1346739436710468, -0.5702560718440265, -0.7196968097910705, 0.3453395035131851, 1.2370549300252884, 0.9650760626615402, 1.0926743726891623, 0.5457025424567038]","[0.3280898187611965, -0.43632435402060765, 0.4321704335847415, -0.28342218862789414, -0.14341694160806617, -0.2881399340915022, 0.31673971880234364, 0.46015760561147245, 0.2524592285250339, 0.4201075720820643]","[0.35565335139813736, -0.4793818373549216, 0.4792061274216712, -0.3220620261351952, -0.13057405455274892, -0.31090665923721733, 0.3450325363056056, 0.47057762249863194, 0.2617737533844916, 0.44039220315699806]","(0, 0, 1)",0.3251909636685453,0.44314072928942794,"[0.27403137, -0.45220345, 0.22891216, -0.16792548, -0.27231497, -0.43513408, 0.18843819, 0.33334613, 0.2618508, 0.36798045]","(20, 4)",0.0001,"[0.2482346147298813, -0.34800875186920166, 0.45477795600891113, -0.21458132565021515, -0.14075367152690887, -0.4030497074127197, 0.37654805183410645, 0.5796931982040405, 0.2477213591337204, 0.6279973387718201]"
85,"[-0.9591642771051448, 0.18365900827038417, 0.9844864394966527, 0.9717571085006907, -0.1694343514306611, -0.0689105243417727, 0.3402363881927942, 0.5709208089503289, -0.5543867107786865, -1.0053318188966585]","[-0.369230594217821, -0.2949668414436619, 0.23931292485702305, 0.37258675731981483, 0.29958517559043796, -0.23450976351054953, 0.08279961958438842, 0.1287183843042029, 0.221101212323063, -0.38774396155087476]","[-0.3312027384702508, -0.2844849188524782, 0.21225145271214688, 0.35080325189793427, 0.2826703094093724, -0.205649151725827, 0.062127092000523416, 0.12651875785752342, 0.2022774811966209, -0.34370983066396316]","(0, 0, 1)",0.33088056309114544,0.384600364320092,"[-0.3592961, -0.31219438, 0.21321218, 0.4092104, 0.27450812, -0.21173753, -0.028588627, 0.1947511, 0.2557571, -0.37710807]","(10, 2)",0.0001,"[-0.39509469270706177, -0.2743501663208008, 0.2676318883895874, 0.2524421811103821, 0.28405991196632385, -0.21268075704574585, -0.0008272901177406311, 0.12959735095500946, 0.1901344656944275, -0.3403230309486389]"
79,"[-0.9466841971889907, -0.10208190005050077, -0.5486302115154461, 0.35962346345816, 0.4363383271442771, -0.6245268406278554, 0.4675134516528112, -0.5410388377351839, -0.9477627063006357, 0.6412786229819704]","[-0.03278417715318194, -0.45695001001790436, 0.1774340549837018, -0.36303213324957395, 0.36132779835386697, 0.037505264395205073, -0.3310160525115302, 0.3992647520821707, -0.4701517949086773, -0.23880545569597922]","[-0.034001982511946256, -0.4271625714163732, 0.151612014245799, -0.3259187001390128, 0.31751708554008357, 0.055039046402515605, -0.31611974079533983, 0.36378275643942787, -0.4172801129508829, -0.24505793865585482]","(0, 0, 1)",0.3449554076399606,0.46161101407557437,"[0.21634267, -0.34044024, 0.37053156, -0.3909537, 0.6640351, 0.12236371, -0.14557943, 0.52290124, -0.29691938, -0.3370535]","(50, 10)",0.0001,"[0.06855276226997375, -0.36488890647888184, 0.004133254289627075, -0.24326865375041962, 0.28926408290863037, 0.0800408124923706, -0.3023945093154907, 0.35766780376434326, -0.27314841747283936, -0.4033885598182678]"
92,"[1.0065508730095845, 0.007670172234043204, 0.5004416877563798, 0.005564400812359982, -0.09833557343359978, 0.9231254085106467, -0.5162409873591348, -0.6843927380232766, 0.6872441624993139, 0.605082794591586]","[0.022144523810927574, 0.4922031745993284, -0.2422665011826426, 0.3713540944695112, -0.1828948468285756, 0.04227963669748791, 0.4404228859065794, -0.4783319366328571, -0.10303040069520975, 0.3951372815972618]","[0.021465766474769925, 0.48994074192199016, -0.23892919302406182, 0.3649951533894636, -0.17680612906829413, 0.03863653441006608, 0.43718341934319194, -0.46976550015720725, -0.10557576239002493, 0.3920136688191971]","(0, 0, 1)",0.3131412105225375,0.39678241751483617,"[-0.29334268, 0.2217322, -0.19724043, 0.10733355, -0.23063742, -0.29627457, 0.26935935, -0.3788237, -0.50870186, 0.18780734]","(50, 10)",0.0001,"[-0.03214247524738312, 0.40207117795944214, 0.002690240740776062, 0.23654785752296448, 0.019701912999153137, -0.039928123354911804, 0.3743278384208679, -0.11395274102687836, -0.19538991153240204, 0.28392672538757324]"
76,"[0.6107527347773217, -0.35928685523345183, -0.022526723404168947, 0.3384251905654079, -0.7801917385410733, -0.3203759618994815, 0.611519168366226, 0.253368659341754, 0.26436827074506564, -0.3391395349881703]","[0.32229181189206846, 0.14423046144262663, -0.25175865833803923, 0.11461596746693514, 0.11190461154923637, -0.4460481750451548, 0.06283610657283667, 0.27434153089669466, -0.010486435777470327, 0.13742735326126798]","[0.32551536462516817, 0.15361226904850345, -0.27600406405462996, 0.13619106535948217, 0.10873324088414085, -0.47855760706606004, 0.08498521500995637, 0.28346535627302993, -0.016215970827124667, 0.15114473468200929]","(0, 0, 1)",0.33695876547088377,0.3988547170327023,"[0.37620223, 0.07482207, -0.29790562, 0.30563423, 0.025134277, -0.55281055, 0.16492622, 0.44103175, -0.10344365, 0.0346377]","(50, 10)",0.0001,"[0.1474778950214386, 0.24813027679920197, -0.24181167781352997, 0.24523989856243134, 0.16456247866153717, -0.5040781497955322, 0.1408941000699997, 0.27581238746643066, -0.03170928359031677, 0.15177972614765167]"
82,"[0.7046910383652102, 1.0007805452559695, 1.273870885247197, 0.4445751723994993, 0.007132399953189816, 0.107190297914043, 0.1671793272680644, 0.5403770345592158, -0.4737905980863121, 0.5032808684706864]","[0.20528341062623878, 0.2497038138694857, 0.37553836569324195, 0.44916625977697744, -0.0022955436887390768, 0.0047139718209644466, 0.051238163046539276, 0.05797058211076256, 0.24120322622422663, -0.35749691215526935]","[0.19196607342973374, 0.24956112696046404, 0.3663940014828337, 0.4434001153193185, 0.0005746871965463725, 0.0032078862601237477, 0.05086669404943075, 0.05689993447239569, 0.2365278303950676, -0.34699315974564193]","(0, 0, 1)",0.3285160624580995,0.42548810782161256,"[0.10823652, 0.4938901, 0.5497777, 0.5636255, 0.20826754, 0.03202493, 0.07982848, 0.15788636, 0.4029174, -0.33493623]","(20, 4)",0.0001,"[0.18310725688934326, 0.27515262365341187, 0.3246980607509613, 0.2947244942188263, 0.08451368659734726, 0.04327862709760666, 0.08182748407125473, 0.09496427327394485, 0.2448902428150177, -0.49122995138168335]"
84,"[-0.6265173886406761, 0.6300056398627945, 1.3678721442998825, 0.5028916215453652, 0.1980873000093627, -0.7185296670768343, 0.05025078889422441, 0.15921861925604264, 0.738666626436047, 0.5353318218967308]","[-0.14326829891733595, -0.24162454486167007, 0.43581509236223226, 0.46602852596882505, 0.018431547788270053, 0.08982787611054632, -0.4041787715936903, 0.22721478024395736, -0.03399808049395736, 0.38633235346500217]","[-0.14348766169859117, -0.24283370538946134, 0.43790806122748627, 0.46764638946952297, 0.017771746271068308, 0.09092474037888044, -0.40769435097429857, 0.2297699920304011, -0.03539545325875529, 0.38805540354718054]","(0, 0, 1)",0.33505633226845943,0.4350496866202367,"[-0.31005085, -0.31284094, 0.2613132, 0.36165082, -0.025016233, -0.02835612, -0.170428, 0.055978246, 0.06280501, 0.2828037]","(20, 4)",0.0001,"[-0.2169303297996521, -0.29807421565055847, 0.40150871872901917, 0.44989079236984253, -0.2511267066001892, -0.02467799186706543, -0.272180438041687, 0.24812379479408264, 0.12188243865966797, 0.3282911777496338]"
77,"[0.4207109112208727, 0.965917140488103, 0.5871867253794322, 0.36530330739966943, -0.8528392007385451, -0.506115375484916, 0.7799568160698399, 0.9023604229217848, 0.07753256801122, -1.0777429022699798]","[-0.2370458088215177, 0.3288783600211952, 0.3185193902334539, 0.13433366757298915, 0.11548481991334014, -0.48416201032594264, -0.010976682579486696, 0.3954667493246633, 0.2534468367985607, -0.08795713439367037]","[-0.21317906437592593, 0.2967425079279366, 0.31409557233832835, 0.1285206206814442, 0.11146792069642406, -0.4536434180836178, -0.024624964604123587, 0.3791793529336537, 0.2468766863519846, -0.07995345052019062]","(0, 0, 1)",0.3145949631607075,0.38858040207968486,"[-0.12921888, 0.23450816, 0.34199765, 0.20312834, 0.048414268, -0.42423064, -0.27824914, 0.36133847, 0.31763536, 0.0045847]","(20, 4)",0.0001,"[-0.12362155318260193, 0.19374698400497437, 0.2201947271823883, 0.08864758908748627, 0.07657800614833832, -0.5557337999343872, 0.09418100118637085, 0.2906239628791809, 0.17014248669147491, -0.0011700838804244995]"
86,"[-0.7294870709084681, -0.35612075047224934, -0.18021182895931354, -0.5396957111319632, -0.44222151865073034, 0.6732744632161969, 0.7268771438918816, -0.008373149692106452, -0.8932646817647184, -0.720499367182628]","[-0.46474294903392643, -0.13237206093727083, -0.11187434476748925, -0.03416874209591214, -0.25276348451802555, -0.0947290170663524, 0.38400174014127464, 0.1714377018753035, -0.08990542578370497, -0.4016796279905067]","[-0.4783498108091757, -0.12814506161006067, -0.1166480031641891, -0.0325324310562887, -0.259564053042957, -0.09346496146764365, 0.3926966637547938, 0.17114503788446844, -0.09204681574752746, -0.4110506047156915]","(0, 0, 1)",0.3570075387041709,0.39447539461782644,"[-0.5801169, -0.3844176, -0.2029314, -0.15583667, -0.5205834, -0.24586785, 0.5847417, 0.26587346, -0.2997058, -0.66721094]","(10, 2)",0.0001,"[-0.4291197955608368, -0.2884546220302582, -0.12268844246864319, -0.2962104082107544, -0.3722665011882782, -0.1820485144853592, 0.5311475992202759, 0.20724239945411682, -0.1592337042093277, -0.40140607953071594]"
91,"[0.3721737261484015, -0.5670487630715122, -1.3345471668306197, -0.06217462502195226, 1.0499897600635157, -0.47128912762864117, -0.32779865689400345, -0.8789503674167944, -1.307805252078651, -1.3017459523149628]","[-0.168637033972324, 0.27040538006036274, -0.41872707156593747, -0.4579100476323411, 0.19786771130519443, 0.4260610243791606, -0.4486750760039009, 0.06043820955494872, -0.4696942884858716, -0.41905548179638974]","[-0.17403419412028964, 0.2764425940455694, -0.4251973229115761, -0.45987024762676365, 0.20176000499692406, 0.430941546726062, -0.4572728064654892, 0.06542244625292909, -0.4766849383276014, -0.4203965979345493]","(0, 0, 1)",0.33437956692511533,0.4008062774545766,"[-0.22115585, 0.34064406, -0.48950678, -0.4122432, 0.39644325, 0.57752013, -0.28815395, 0.12266232, -0.28778547, -0.20427069]","(20, 4)",0.0001,"[-0.22256365418434143, 0.32989850640296936, -0.324768602848053, -0.4191325008869171, 0.08894859999418259, 0.4958646595478058, -0.33321335911750793, -0.028982654213905334, -0.3915742039680481, -0.3786400258541107]"
83,"[-0.8981090635058298, 0.4339380105592089, -0.439692877711513, -0.22710508710467125, -0.8254132262623977, 0.12212053834608894, 0.953540485330061, 0.3814756324021583, 0.3676184708439225, 1.083206184432853]","[-0.30111951889822897, -0.2984947723038004, 0.36621639143150464, -0.4029546345715088, 0.08792477373341878, -0.4566689999979082, 0.2893947691719986, 0.3320728580790312, 0.02470138716156356, 0.17145854184117948]","[-0.30184633514273423, -0.3010741344071984, 0.3703078777217739, -0.40599601953121467, 0.08943185790243978, -0.4568550808155936, 0.2874836552775987, 0.3320840850790602, 0.02470887025780434, 0.17155107908932046]","(0, 0, 1)",0.3151342398309027,0.4078770753192118,"[-0.5135377, -0.43354648, 0.31653646, -0.28517175, -0.06820755, -0.45342836, 0.1814162, 0.3746463, 0.010580771, 0.07448144]","(20, 4)",0.0001,"[-0.3107794225215912, -0.3107794225215912, 0.38710901141166687, -0.3107794225215912, 0.1001722514629364, -0.3107794225215912, 0.2606362998485565, 0.375874787569046, -0.20063018798828125, 0.29674676060676575]"
89,"[0.00587386966461545, -0.4983984521678666, -0.6188433325243207, -0.8090301376994649, -0.9843333291805292, 0.38796994728778433, 1.1694954530708837, 0.40957878210971543, -0.19502852596497844, 0.6763846975996958]","[-0.12158446646834364, 0.06372916806647955, -0.2810638101171731, -0.1688897612035738, -0.32007018824794553, -0.3321315704662918, 0.3600507588770381, 0.4047223470969228, 0.002428217506396324, -0.09872837173568738]","[-0.11522122362346028, 0.06304069249190035, -0.2923735898522912, -0.17003304926385301, -0.3330137205100232, -0.33973891626534025, 0.37944561489146555, 0.4125341618089617, -0.0015458326689337663, -0.10120661823054612]","(0, 0, 1)",0.3409357069902323,0.38899224077919925,"[-0.35341805, 0.040160213, -0.34380406, -0.2936272, -0.3498296, -0.36662954, 0.41715127, 0.6466563, -0.12821048, -0.19567288]","(50, 10)",0.0001,"[-0.22463585436344147, 0.13047605752944946, -0.3313862085342407, -0.23056204617023468, -0.2531622052192688, -0.25267988443374634, 0.38532209396362305, 0.45676374435424805, -0.08540903031826019, -0.2537335157394409]"
97,"[0.9288853942893446, -0.29522351861370333, 0.27837391459021876, -0.28677952777471494, 0.4746295377646349, -0.12776789055033033, 0.00890333927736986, -0.5460130627491855, -0.09604612754425867, 1.0259062332864777]","[0.2648243754488703, 0.33203050942023715, -0.31362701401697024, 0.2960004643035945, -0.2913899960391547, 0.3830097669018948, -0.25538882872611257, 0.13214608400174122, -0.33907957337546335, 0.12151672291560234]","[0.2724776057972025, 0.37748337463069287, -0.38590473757699906, 0.37961026943801185, -0.37928508587548027, 0.48365153846061737, -0.34453323297340305, 0.19890755883497682, -0.41860701993793953, 0.18077376407040754]","(0, 0, 1)",0.33859951261214505,0.437194899233978,"[0.39239126, 0.4164561, -0.3653301, 0.30622476, -0.38066477, 0.28009987, -0.28928387, 0.07740606, -0.3206218, -0.03407297]","(50, 10)",0.0001,"[0.2784537076950073, 0.4126470983028412, -0.33150744438171387, 0.4097924530506134, -0.3649870455265045, 0.5090404152870178, -0.32933396100997925, 0.03316468745470047, -0.4435788094997406, 0.03316468745470047]"
98,"[-0.2775406898105711, -0.5847702115808914, 0.5714294972054735, 1.0324276193586783, -0.39916581220563574, 0.605687944058866, 0.8813526656142794, 0.4550926183355103, 0.8795730175946951, 0.5816366430511343]","[-0.3979644648289805, 0.0602118875092047, -0.32249104954504804, 0.4469602733752608, 0.2927336729917088, -0.3459497425986723, 0.4758188433287691, 0.20276691114275514, 0.12616285359637758, 0.37670508199915875]","[-0.3628981510482939, 0.03941264884249963, -0.2881555250853344, 0.3948919209272795, 0.29350485991782826, -0.32006328948421775, 0.42570037205065736, 0.20962824934420649, 0.11334346188904038, 0.3541199074821756]","(0, 0, 1)",0.3318987289975607,0.4130599960876879,"[-0.1593742, -0.12262181, -0.16247031, 0.37511203, 0.46145475, -0.22662517, 0.24372828, 0.24535495, 0.13348189, 0.3164725]","(50, 10)",0.0001,"[-0.21457208693027496, -0.04323956370353699, -0.28024452924728394, 0.3370922803878784, 0.3525054454803467, -0.20262958109378815, 0.3221970200538635, 0.30519330501556396, 0.1661585569381714, 0.33978700637817383]"
87,"[0.18637467716778688, 0.3896949768066287, -0.4858070696711724, -0.221514413963803, -0.655205816904408, 0.06564021390612418, -0.23898019780955704, -1.1160323623251995, 0.49091065018887137, 0.7335644146630022]","[-0.11985224868314914, 0.153113462925468, 0.11829075694058033, -0.30204891330587635, 0.040267249671036676, -0.34773653328772236, 0.20668837359692327, -0.22283428570324015, -0.4465990383109797, 0.46875484424992553]","[-0.2086488892119498, 0.22936280938675604, 0.09319827319452594, -0.3375379841650804, 0.06766412402018704, -0.4211454250164753, 0.2827975625763341, -0.3024577910899861, -0.47284573325415014, 0.5611495644311993]","(0, 0, 1)",0.3360196806319758,0.4460026077292205,"[-0.19776547, 0.02186777, 0.10923366, -0.551444, 0.018409517, -0.45371744, 0.18807183, -0.37853083, -0.68590105, 0.49309382]","(10, 2)",0.0001,"[-0.10837211459875107, 0.0913388654589653, 0.10248484462499619, -0.4711320400238037, 0.03306051343679428, -0.4575159549713135, 0.2532654106616974, -0.32745152711868286, -0.3748619258403778, 0.50981605052948]"
94,"[0.471421678729568, 0.9087420130955903, 0.09885511987543427, 0.3152929429533179, 0.22911357383385988, -0.5194859812190045, -0.7807610300648539, 0.08723820861446963, 0.7737087771688624, -0.4835029241943922]","[0.3634439250882009, 0.05398887682068354, 0.4273765681374534, -0.16426072413100956, 0.23977683354216373, -0.00533162985415192, -0.2570771756824263, -0.2618419271912138, 0.1745400679028417, 0.29958435463301036]","[0.3336787470194401, 0.06456360553678074, 0.395882025206876, -0.13886265823776991, 0.2121742244387753, 0.007919877024756388, -0.24683718216843897, -0.2501019584911501, 0.15793042941813812, 0.2886076294767651]","(0, 0, 1)",0.3430021417270301,0.4649333929991506,"[0.30750802, 0.05902609, 0.38789657, -0.091118656, 0.25257647, 0.07185049, -0.2495378, -0.2776479, 0.28503188, 0.39793277]","(10, 2)",0.0001,"[0.21373263001441956, 0.10167920589447021, 0.3029724061489105, -0.0011396408081054688, 0.14942318201065063, 0.08674712479114532, -0.33437761664390564, -0.2169990986585617, 0.21359312534332275, 0.2088661789894104]"
88,"[0.46347462708744924, 0.14870733979541284, -0.6356628014273819, -0.501527466194298, 0.4346968352103455, 0.42698583841418847, 0.5188307568580941, -0.29431594667440875, -1.0349685984393016, -0.9905491005066116]","[-0.18886576175828296, 0.3261701944228661, -0.08873142731372663, -0.2734656870568276, -0.1140308895687352, 0.27436386238954036, 0.07631098801232405, 0.22125988442288502, -0.2577879155486469, -0.38859034144532734]","[-0.1897298247979795, 0.33019582001613457, -0.09156864045040876, -0.2750742870968322, -0.11457519733620349, 0.27791789019048846, 0.07539311325378761, 0.22437636665631056, -0.2619492819350042, -0.39120632083740586]","(0, 0, 1)",0.33453790994669413,0.40285130216534515,"[-0.16083248, 0.4576744, 0.14947942, -0.09205442, -0.17719355, 0.4561085, 0.23449142, 0.33365458, -0.2257708, -0.47988114]","(20, 4)",0.0001,"[-0.1739819049835205, 0.3190699815750122, -0.09744766354560852, -0.29319798946380615, -0.11101648211479187, 0.2740628719329834, -0.03780856728553772, 0.22630485892295837, -0.2738931179046631, -0.26946431398391724]"
95,"[-1.021062270097565, -0.7467601520418932, -0.42096378796191114, 0.39362479286499685, 0.04484060124120337, -0.5953230659744688, 0.31750093411546787, -0.0899315408023953, 0.736135153434321, 0.28011099934293904]","[-0.4752557899592832, -0.2729032400691409, -0.23692845598637613, -0.0920176659877675, 0.24282122942638218, -0.0989903140925894, -0.2481663759409397, 0.2828336550282038, -0.18638259791529954, 0.4612588756748103]","[-0.4964531077365337, -0.2723699573674666, -0.24687827568297246, -0.09058480500319649, 0.25205982585472214, -0.10785534296401493, -0.25382802945352556, 0.2973781929993343, -0.20122080406137685, 0.4856223202189493]","(0, 0, 1)",0.33788869276787503,0.4301169778863713,"[-0.648059, -0.66573673, -0.40698752, -0.09363444, 0.1912789, -0.015386444, -0.44000378, 0.35743088, -0.103734106, 0.36246908]","(20, 4)",0.0001,"[-0.426252543926239, -0.2937909662723541, -0.23756949603557587, -0.08412614464759827, 0.3456340432167053, -0.06842578202486038, -0.20229996740818024, 0.3357613682746887, -0.15784941613674164, 0.4767693281173706]"
93,"[0.10263318904188479, -0.25398156426425444, -0.22329147981446673, 0.42760313211272993, 0.21406577339117316, 0.791726810806022, 0.6484428419199872, -0.22913443866646654, 0.2350865328723848, 0.3749110994021614]","[0.25384103081106657, -0.07560392088459089, -0.08918882168983178, -0.06705132906231748, 0.2473272305875237, -0.01663072859817527, 0.40417876970209865, 0.1221320361089443, -0.17563323738770542, 0.2053598851300451]","[0.2274326571601553, -0.05912960318032841, -0.0924998489255983, -0.062137130443667046, 0.23255309397080626, -0.008777990995646535, 0.3796656085921592, 0.12740584442843345, -0.1693584345182568, 0.19200208487806153]","(0, 0, 1)",0.3466015097812336,0.4308023991626551,"[0.4456789, 0.26032987, -0.061043896, 0.015776172, 0.54737604, 0.1673488, 0.534565, 0.2935311, -0.31922737, 0.48271728]","(10, 2)",0.0001,"[0.17963625490665436, 0.026949569582939148, 0.0023923367261886597, 0.007218584418296814, 0.2673255205154419, 0.01406531035900116, 0.5146217346191406, 0.17693819105625153, -0.09389786422252655, 0.1763906031847]"
96,"[-0.9743935275460671, 0.07788971459447835, 0.7924629922503639, -0.6540815836864841, -0.8235944034146612, -0.5403871184641218, -0.19611365704717498, -0.13853073184342946, 0.019545803212508428, 0.6158092960687086]","[-0.19373135929534713, -0.39033108412536, 0.23411039935991917, 0.27917629644522235, -0.4666289400658532, -0.17848273167440398, -0.1809521933948589, -0.007580731826158038, -0.06547500000863571, 0.04251040161057207]","[-0.18819589415178173, -0.41242170146351104, 0.25627838022909444, 0.2808083266495401, -0.49062876235448794, -0.17463232952506086, -0.1921713871261155, -0.0020933493912446764, -0.07166427194241232, 0.04789232225330322]","(0, 0, 1)",0.3254322608805567,0.43113597336866266,"[-0.14806896, -0.4895054, 0.25285596, 0.37328285, -0.33018762, -0.44656977, -0.39164937, -0.05369933, 4.7892332e-05, 0.023722887]","(20, 4)",0.0001,"[-0.23685434460639954, -0.42200782895088196, 0.30374032258987427, 0.22987639904022217, -0.4958314001560211, -0.25000274181365967, -0.1961897909641266, -0.0326809287071228, -0.09547998011112213, 0.04580971598625183]"
90,"[1.0074937450172285, 1.0870787610307144, 1.3067132242646, 0.6638605234286886, 1.0348206226517567, 0.11525798948982668, -0.3769457017775445, 0.040456927429159295, -0.3271037878232873, 0.3860285570480023]","[0.07089400229286735, 0.46829987136218054, 0.309389444834267, 0.49866188971516656, 0.08259931685676103, 0.4761106528974979, -0.1804263317038356, -0.09825968503685445, 0.06935830623300687, -0.1982310470281471]","[0.06582936471512736, 0.4847607633553246, 0.31018383044754244, 0.5146042537567626, 0.07694850914064481, 0.49413557974838307, -0.1946128162720302, -0.09379882265390403, 0.06920359006652073, -0.20432677815558503]","(0, 0, 1)",0.33733391146127095,0.446540732381448,"[0.16359735, 0.4230053, 0.34988725, 0.4042754, 0.13344276, 0.37824056, -0.07955509, -0.23838705, 0.078900255, -0.17624035]","(20, 4)",0.0001,"[0.012103453278541565, 0.5089637041091919, 0.3869004249572754, 0.5242601037025452, 0.08316214382648468, 0.5070236921310425, -0.16305123269557953, -0.24209289252758026, 0.357296347618103, -0.4032354950904846]"
99,"[-0.5907490053019517, 0.7142554066112464, -0.20303819789878697, -0.7055584530202444, -0.6523372451483086, -0.1303095734892593, 1.0304681635185595, 1.0398359460580404, 0.30487491832210534, -0.9312362311353124]","[-0.058004933349960375, -0.2663720359759957, 0.49031372129362105, -0.346675959596204, -0.17944124671202022, -0.2364479992181442, 0.05306921286444244, 0.4886994753270585, 0.2755682353654909, 0.014653341478307214]","[-0.05818418434083945, -0.26490741516940974, 0.48514960385731554, -0.3383555317551042, -0.18093370264382014, -0.23309546970757244, 0.050770378712992746, 0.48516432601821335, 0.2749849407052986, 0.014841046753942079]","(0, 0, 1)",0.3206950427919438,0.3911398385022288,"[-0.17521308, -0.4432795, 0.5085975, -0.35196573, -0.086636245, -0.29528672, 0.00027784705, 0.46880722, 0.35968944, 0.076691106]","(20, 4)",0.0001,"[0.3055708110332489, -0.16744975745677948, 0.42774873971939087, -0.18095196783542633, -0.15661324560642242, -0.14581234753131866, 0.041122809052467346, 0.5701332688331604, 0.19546379148960114, -0.023519590497016907]"
100,"[0.42575812617920117, -0.45754009692639364, -0.5167725029906675, 0.8609853917039954, 0.8661708739828974, -0.16849485750138704, -0.7321964186785812, 0.24809980226964, 0.3580305117744108, 0.04688197434729191]","[-0.09094403267893214, 0.25835107942906665, -0.35794558817773015, -0.07941345740646866, 0.470199424555232, 0.1979857247138327, -0.18324029110760987, -0.27447806378548567, 0.26128893302756284, 0.048370789373423984]","[-0.07295371527598218, 0.233573864732105, -0.3226284662892708, -0.09061270396309712, 0.4458300067723924, 0.1970050512282497, -0.1715650915797206, -0.26334582202093954, 0.2400018960196126, 0.05536606020961936]","(0, 0, 1)",0.32583665352363045,0.4124614815607555,"[-0.08029972, 0.2069751, -0.34109908, -0.2473267, 0.37466633, 0.18682392, -0.24419826, -0.3908311, 0.26105055, 0.0908464]","(10, 2)",0.0001,"[-0.17320454120635986, 0.15278249979019165, -0.3043423891067505, -0.08042345941066742, 0.3299316167831421, 0.17511731386184692, -0.16440021991729736, -0.3706362843513489, 0.13416120409965515, 0.03575274348258972]"
80,"[0.4079318463643744, -0.08299310401567395, -0.4178544427503047, -0.8055201091854046, -0.552721633670936, -0.7207532046544063, -0.467661610922933, -0.22657083769495212, 0.1523096744665169, -0.17323722582581247]","[0.2598049768835511, 0.07406343474041166, -0.0785282693780428, -0.16966308668613095, -0.31792851124963684, -0.11739656121064956, -0.30167832172187836, -0.08299164460052733, -0.0717895965472124, 0.11204963550686464]","[0.26183015850163815, 0.07585846953542268, -0.0824762470798439, -0.17416593475453043, -0.32807801327453007, -0.11673638208637487, -0.31407098538398875, -0.07983254134886655, -0.07631838904487577, 0.11889989275949667]","(0, 0, 1)",0.3368836754343462,0.4009422131162961,"[0.3427848, 0.16356224, -0.15727621, -0.2770309, -0.3541078, -0.28810874, -0.32743925, -0.21268895, -0.1114685, 0.07628826]","(50, 10)",0.0001,"[0.200391948223114, 0.052424848079681396, -0.10190403461456299, -0.2616539001464844, -0.38051939010620117, -0.21940210461616516, -0.38045966625213623, -0.15668371319770813, -0.1369127631187439, 0.11092621088027954]"
