seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
19,"[-0.3546738329114767, -1.0463490212367634, -0.7979717262859213, 0.5845908345304185, 0.095498919831698, -0.6665463741385533, -0.1314889893929514, 0.1851330567125694, -0.38457040384900915, -0.4682517831719327]","[0.269281171984298, -0.17733691645573835, -0.5231745106183817, -0.39898586314296064, 0.29229541726520925, 0.047749459915849, -0.33327318706927667, -0.0657444946964757, 0.0925665283562847, -0.19228520192450457]","[0.256633127066279, -0.16890967108942012, -0.4985853832185283, -0.3804426111122899, 0.2783342060992103, 0.04546707770409366, -0.31732456197957504, -0.06257153792976923, 0.08809810933395386, -0.18298959420777344]","(1, 0, 0)","[0.32469547, -0.07299452, 0.31563032, -0.3169996, -0.45860595, -0.34092325, -0.3790186, -0.3335728, -0.18217096, 0.32933313]","(10, 2)",1e-07
10,"[0.9799931587659262, 0.9733966558056444, -0.18346816717288672, 0.40784535769139313, 0.6859463483333209, 0.4024913348378372, 0.9741875025614796, -0.25910729143772, -0.5181758938822882, -0.3388383552693349]","[0.11603740448650124, 0.4899965793829631, 0.4866983279028222, -0.09173408358644336, 0.20392267884569656, 0.34297317416666045, 0.2012456674189186, 0.4870937512807398, -0.12955364571886, -0.2590879469411441]","[0.26430364887403013, 0.527875912337304, 0.45322199600420293, -0.19658179143257104, 0.2461735691124593, 0.3459949486940139, 0.16042152633974216, 0.5085855536215145, -0.23738449963785385, -0.2658540648525649]","(2, 0, 0)","[-0.5066369, -0.32288954, 0.01582873, 0.5456771, 0.51874584, 0.02932154, -0.42289326, -0.39802897, -0.12874967, 0.44284415]","(10, 2)",1e-08
30,"[-0.2177265650352744, 0.3734620560249875, -0.11392536506700834, -1.0005029936636625, 0.3297378601626202, -0.3340357405366997, 0.22181375961747601, -0.039139409103079476, -1.0117913884011158, -1.1245428362255054]","[0.13886764474997662, -0.1088632825176372, 0.18673102801249375, -0.05696268253350417, -0.5002514968318312, 0.1648689300813101, -0.16701787026834986, 0.11090687980873801, -0.019569704551539738, -0.5058956942005579]","[0.13002461551368363, -0.10192231757741753, 0.17477641325361332, -0.053314360836653404, -0.46821330152722296, 0.15414769454232988, -0.1561561912480487, 0.1036549579053694, -0.01828993833670933, -0.47281355426295485]","(1, 0, 0)","[-0.25634447, -0.21106176, -0.4092475, -0.19398095, -0.06604319, -0.33656988, -0.14327422, 0.2970802, 0.10928068, 0.22839049]","(10, 2)",1e-08
21,"[1.0716941969395475, 0.2836007431935429, 0.056307673460161245, 0.6072820185724459, 0.7652213057459922, 0.3047513925210096, 0.8870634245463329, 0.9095524299486405, 0.8703168157275374, -0.02921393047429377]","[0.36907355593701135, 0.5358470984697737, 0.14180037159677145, 0.028153836730080622, 0.30364100928622295, 0.3826106528729961, 0.1523756962605048, 0.44353171227316646, 0.45477621497432025, 0.4351584078637687]","[0.37068903862897074, 0.5385576521214528, 0.14245644522262835, 0.028283494017543785, 0.30504138511034606, 0.38455540668265964, 0.15314646927805858, 0.4457989969548638, 0.4574960593745523, 0.4380246721739785]","(1, 0, 0)","[0.082447335, 0.3792302, -0.41798377, -0.48342925, -0.6565161, -0.38651946, -0.058178004, -0.060267758, 0.32982352, -0.24405341]","(20, 4)",1e-07
27,"[0.7080470037813562, -0.25760395028739014, 0.168598860685492, 0.7056513885589908, -0.303297089691154, 0.3226713943814362, -0.2287850382686329, 0.876441654672826, -0.5051779810216035, -0.10942457362344038]","[0.539473496825154, 0.3540235018906781, -0.12880197514369507, 0.084299430342746, 0.3528256942794954, -0.151648544845577, 0.1613356971907181, -0.11439251913431644, 0.438220827336413, -0.25258899051080175]","[0.5484975132417561, 0.359959822440741, -0.13091207710848682, 0.08567896255149275, 0.3586013992712504, -0.15404744741906903, 0.16388727213819604, -0.11616055770249356, 0.4449709249196731, -0.25614401040068296]","(1, 0, 0)","[0.31032416, -0.0662849, -0.36549398, -0.42584628, -0.500191, -0.57897687, -0.3335403, -0.5523738, -0.19842064, 0.3159371]","(10, 2)",1e-08
15,"[1.1336192638489555, 0.10912728993451615, -0.6962343240683985, 0.3780827242946256, 0.00818754805286967, 0.3586923427855693, -0.3968266601126349, -0.9328861478532092, -0.05783370810793037, 0.37358683687313354]","[0.14963717440459967, 0.5668096319244778, 0.054563644967258074, -0.34811716203419923, 0.1890413621473128, 0.004093774026434835, 0.17934617139278464, -0.19841333005631745, -0.4664430739266046, -0.028916854053965185]","[0.14915405524605807, 0.5652431445327797, 0.054356412952306, -0.3467847781871913, 0.18809978057150295, 0.004073245745729378, 0.17844257373152866, -0.19731664288095854, -0.4641398974895888, -0.02875209666163672]","(1, 0, 0)","[0.30597815, -0.0041881297, 0.5113752, 0.45094326, 0.35951468, 0.06071701, 0.14254639, -0.17306703, -0.3069192, 0.37530592]","(10, 2)",1e-07
8,"[-0.16498224830862218, 0.686974362462534, 0.06965018717862681, 0.5847481923226782, -0.28072695929798325, 0.3517430989641963, -0.09245363474247781, -0.0035831078832176955, -0.338257109504092, -1.0359077662258749]","[0.3075941158139125, -0.08249112415431109, 0.343487181231267, 0.034825093589313405, 0.2923740961613391, -0.14036347964899162, 0.17587154948209816, -0.046226817371238904, -0.0017915539416088477, -0.169128554752046]","[0.33352238110361626, -0.08938238500483624, 0.37207480719848274, 0.03770562055537972, 0.3165588337669957, -0.15186442466532224, 0.19022313290523138, -0.04999719997659639, -0.0019375620959965639, -0.18290818293122665]","(1, 0, 0)","[-0.37314683, 0.1706588, -0.34832066, 0.059367016, -0.27536213, 0.24926256, 0.45640337, 0.37676084, -0.08652905, -0.28106076]","(10, 2)",1e-07
28,"[1.0768418323929723, 0.06805152345469923, 0.06054170834521555, 0.971277186267159, 0.08224970365565543, 0.11890125844572891, 0.6076017356234966, -0.5778553034054039, 0.0338934614386186, 0.9951755585363854]","[0.4080785300690549, 0.5384209161964861, 0.03402576172734961, 0.030270854172607775, 0.4856385931335795, 0.04112485182782771, 0.059450629222864454, 0.3038008678117483, -0.28892765170270196, 0.0169467307193093]","[0.4014137304249253, 0.5300214169066202, 0.03347249007660205, 0.029778652161090016, 0.47774886611247297, 0.04043844334531891, 0.058458440888027485, 0.29873591350343703, -0.2839291552335961, 0.016652750868860058]","(1, 0, 0)","[-0.13403204, -0.36078593, -0.44973838, -0.54576105, -0.39656425, -0.5594775, -0.23462373, -0.31002057, 0.5338365, 0.038275197]","(10, 2)",1e-07
23,"[0.19511624172672903, 0.9519238746695753, 0.4815611365661856, 0.44679043313662214, 0.7534501131002735, -0.0818417935512894, 0.31613550176143934, 0.2752748046366186, 0.016035144863847772, -0.8826552931474375]","[-0.13803078443207217, 0.09755812086336452, 0.47596193733478764, 0.2407805682830928, 0.22339521656831107, 0.37672505655013677, -0.0409208967756447, 0.15806775088071967, 0.1376374023183093, 0.008017572431923886]","[-0.1398504999651206, 0.0988353912643588, 0.4821993843661069, 0.24393842437036034, 0.2263326918025794, 0.38186496498997735, -0.04145855707554693, 0.16014342650590543, 0.1394452352112326, 0.008122832868629096]","(1, 0, 0)","[0.32355273, 0.29346702, -0.16868688, -0.13872518, -0.29491878, 0.054289255, 0.25314143, 0.3432898, -0.28074425, -0.107141584]","(10, 2)",1e-08
14,"[0.039696108466498764, -0.8666496726236691, -1.370068259798508, -0.8522916436540035, -0.796692156243124, 0.38943134149684977, 0.36847484738052516, -0.495751426314786, -0.49388925273258466, -0.728283537699227]","[-0.044138934662892065, 0.019848054233249382, -0.43332483631183455, -0.685034129899254, -0.4261458218270017, -0.398346078121562, 0.19471567074842488, 0.18423742369026258, -0.247875713157393, -0.24694462636629233]","[-0.04505587578989147, 0.020259805256637477, -0.4422987274367754, -0.7001745172263552, -0.43573758158925974, -0.40754932455186244, 0.1989748980516518, 0.18827165632227286, -0.25320895963233836, -0.25226809450220244]","(1, 0, 0)","[-0.6972104, -0.35502926, -0.58077437, -0.054191068, -0.7032634, -0.16243555, 0.5677791, 0.49512166, 0.2739721, 0.54538083]","(10, 2)",1e-07
33,"[-1.6050165993735315, -0.9712739497940416, -0.3227620714759198, -0.21451182553872813, 0.8182906684623504, -0.5457542774967028, -0.7779495345705622, -0.7160744819379246, -0.36495977925383816, -0.2394254839277299]","[-0.6641161562251607, -0.8025082996867657, -0.4856369748970208, -0.1613810357379599, -0.10725591276936407, 0.4091453342311752, -0.2728771387483514, -0.3889747672852811, -0.3580372409689623, -0.18247988962691908]","[-0.6700897044232844, -0.8107850286507553, -0.4907878908861964, -0.16308730707185673, -0.108387391276792, 0.4133259800134889, -0.27542314422705416, -0.39272438801745274, -0.36159027488681145, -0.18429084707712867]","(1, 0, 0)","[-0.09792114, -0.2670963, -0.11022184, -0.49006262, 0.091167115, 0.42332312, 0.2516697, 0.2953156, 0.63403857, -0.31709328]","(10, 2)",1e-07
7,"[0.1990080730808491, 0.8396257370309221, 1.225208500653748, 0.6010847590550867, 1.0285404620522702, 0.2291761563823178, -0.4229713470867692, 0.2582466300727146, -0.760547562416334, 0.6103432210255063]","[-0.3741266300410432, 0.09950403654042456, 0.41981286851546107, 0.612604250326874, 0.30054237952754337, 0.5142702310261351, 0.1145880781911589, -0.2114856735433846, 0.1291233150363573, -0.380273781208167]","[-0.3899183799647352, 0.10358310324824979, 0.43719544311227665, 0.6390741640018063, 0.31351949298756615, 0.5370286871833642, 0.11956068176473564, -0.22059158702455242, 0.1346118646802296, -0.3961987712751606]","(1, 0, 0)","[-0.41149235, -0.47356296, -0.6163505, 0.19832052, -0.22516766, -0.3515712, -0.14362705, -0.43390453, -0.6289358, -0.6113804]","(20, 4)",1e-07
24,"[-0.5708995226660913, 0.1168136150927731, 0.09015361765064872, -0.16164530556831605, -0.2193899682562923, 0.1104964230201565, 0.354038665035963, 0.9133914703893556, 0.576338440144406, 1.1727359589792166]","[-0.37669584941894524, -0.28544976133304567, 0.05840680754638655, 0.04507680882532436, -0.08082265278415803, -0.10969498412814616, 0.05524821151007825, 0.1770193325179815, 0.4566957351946778, 0.288169220072203]","[-0.3760073920670119, -0.28492732361064754, 0.05827944878602232, 0.04497855870714454, -0.08064616767722577, -0.10945572398452125, 0.055125888716546674, 0.17662808955001352, 0.45587026279511983, 0.28766074452596974]","(1, 0, 0)","[0.06866278, -0.20564203, 0.012815837, -0.34602287, -0.5561536, 0.071211144, -0.45376307, -0.4917514, -0.5049095, -0.4039288]","(20, 4)",1e-08
26,"[0.19158356064954796, -0.7384259206832867, -0.028984875274385258, -0.6192344764653956, 0.6626805626795558, 1.0889082806972865, 1.0384415024218558, 1.3674443288766314, 0.5765079918534394, 0.12589614474601146]","[0.3142771351596527, 0.09579178032477398, -0.36921296034164336, -0.014492437637192629, -0.3096172382326978, 0.3313402813397779, 0.5444541403486433, 0.5192207512109279, 0.6837221644383157, 0.2882539959267197]","[0.32062595212810846, 0.0977250851166564, -0.37655400565552277, -0.014775608111546056, -0.31566759121236765, 0.337555101939009, 0.5550251347513147, 0.5296660476024398, 0.6982653892485071, 0.2943739750242171]","(1, 0, 0)","[-0.27085266, -0.53783333, -0.18912172, -0.4641528, -0.20158607, -0.44027773, -0.1854479, 0.47013658, -0.15497756, -0.17471696]","(10, 2)",1e-07
35,"[0.19180193234301024, -0.578512230645863, -0.1791789705880883, -0.6643897720047074, -0.3470443177493191, -0.35814513762760253, 0.3761230686415633, 0.4683013319862861, 0.4729305574710946, 1.2145258814883642]","[0.33420945839697547, 0.09590096617150512, -0.2892561153229315, -0.08958948529404415, -0.3321948860023537, -0.17352215887465955, -0.17907256881380126, 0.18806153432078165, 0.23415066599314305, 0.2364652787355473]","[0.33608057583393086, 0.09643871984645017, -0.29087260690258265, -0.09007668297544215, -0.3340475363013385, -0.17448932578967258, -0.1800723901658049, 0.189098845826854, 0.23544261593091198, 0.23777551787555237]","(1, 0, 0)","[-0.7321414, -0.56270707, -0.39480808, -0.11609898, 0.07773899, -0.28865492, 0.055345558, 0.26974827, 0.04722017, 0.55691004]","(20, 4)",1e-08
36,"[0.6800361061662012, -0.1148459928128166, 0.04866387485403739, -0.007610904081813613, 0.1399461596796458, 0.5150297579448281, -0.2766169756923364, 0.3261068919929637, 0.8061404547477982, -0.2470489578045385]","[-0.23470977504587665, 0.3400180530831006, -0.0574229964064083, 0.024331937427018696, -0.0038054520409068066, 0.0699730798398229, 0.25751487897241404, -0.1383084878461682, 0.16305344599648186, 0.4030702273738991]","[-0.24142004670914566, 0.34959330700359725, -0.05902122695803392, 0.02500910455735466, -0.003911351244157822, 0.0719201761845948, 0.2646819417525862, -0.14212472339308685, 0.16755158922596752, 0.4142279591850874]","(1, 0, 0)","[0.116450384, -0.310747, -0.18858768, -0.31781155, -0.38523534, 0.08045493, 0.5024381, -0.15189305, 0.3370263, -0.30496716]","(10, 2)",1e-07
5,"[0.396986887346502, 0.3614864684493779, 0.5187787155464817, -0.1254474668008035, -0.9083053742895387, -0.5075438375738279, -0.47278638306289766, 0.10643677427947112, -0.03732965136516156, 0.19512616701464158]","[-0.05957103167944011, 0.198493443673251, 0.18074323422468894, 0.25938935777324085, -0.06272373340040174, -0.45415268714476936, -0.25377191878691396, -0.23639319153144883, 0.05321838713973556, -0.01866482568258078]","[-0.061679825215313684, 0.20551578591378733, 0.1871402763949003, 0.26868113255843995, -0.06493233543458689, -0.4702865637595519, -0.2627917607016978, -0.24489074671216884, 0.055105064808689784, -0.019326430116818553]","(1, 0, 0)","[0.41165116, 0.43287045, 0.30489108, -0.18932223, -0.46177003, 0.39101768, 0.2967613, -0.4150772, -0.33980203, 0.15989622]","(10, 2)",1e-08
39,"[0.8774038397256929, 0.06152203001911849, -0.2893997967627912, -0.5030664938780625, 0.5134847828006817, 0.19513692713781627, 0.8224624408301012, -0.3477698877348902, 0.8096607092613087, 0.5485402150817054]","[0.688560418525977, 0.43870191986284646, 0.030761015009559245, -0.1446998983813956, -0.25153324693903123, 0.25674239140034083, 0.09756846356890814, 0.4112312204150506, -0.1738849438674451, 0.40483035463065437]","[0.6955319752530463, 0.4431616789470972, 0.031072791141299176, -0.14616258348398736, -0.25407516794729146, 0.2592356685134574, 0.09851540038557693, 0.4152309260730098, -0.17548409302540666, 0.4084167799978335]","(1, 0, 0)","[-0.07678184, 0.36941388, 0.1438328, 0.204487, 0.30614817, 0.37258345, 0.43968207, 0.12022731, -0.20265168, -0.21395771]","(20, 4)",1e-07
29,"[-0.2599519298937282, 0.8678094457791081, 1.1793905764706212, 0.06240339329001876, -0.1141305902179085, 0.8353395212877173, 1.176681681662977, 0.5036819441962204, 0.8030133499912312, 0.2228719232772925]","[0.13736908151295835, -0.1299759649468641, 0.43390472288955406, 0.5896952882353106, 0.03120169664500938, -0.05706529510895425, 0.41766976064385863, 0.5883408408314885, 0.2518409720981102, 0.4015066749956156]","[0.14118032651353396, -0.1335775177151186, 0.4457207450413854, 0.6062230209567351, 0.03205120681468965, -0.05861886835526797, 0.4290308624594539, 0.6047350279921749, 0.25885223688843106, 0.41277352497543585]","(1, 0, 0)","[0.1976647, 0.576379, 0.3006415, 0.5640082, 0.4481359, 0.5262074, -0.08659877, 0.1308797, 0.4281836, -0.23365769]","(20, 4)",1e-07
59,"[-0.2348608090710642, 0.4402278838379421, 0.08277204855955933, 0.03649933414038076, 0.7108825345928294, 1.1282581012826676, -0.16144073030227635, 0.9129384593277632, 0.7818009438896699, -0.48481909089385417]","[-0.27741193389159147, -0.1174304045355321, 0.22011394191897105, 0.041386024279779665, 0.01824966707019038, 0.3554412672964147, 0.5641290506413338, -0.08072036515113817, 0.4564692296638816, 0.39090047194483496]","[-0.2665729841506838, -0.11283921675872997, 0.21146324444069994, 0.03975921848940977, 0.01753220181139238, 0.34146719624264316, 0.5421785913319324, -0.07753256514130867, 0.4384322726989838, 0.375457814068576]","(1, 0, 0)","[0.487204, 0.40464774, 0.06839561, 0.46819967, -0.2121798, -0.1908616, -0.023561995, 0.37145442, -0.07445201, 0.034055315]","(10, 2)",1e-08
13,"[0.5603883807351417, 0.14921591605855689, -0.8489465816662245, 0.2878408009079084, 0.8735011877196932, 1.1838207643345557, 0.8499617802530964, -0.5228039631155055, -0.04322269245811994, 0.14565362053035863]","[-0.23538198254562576, 0.2801941903675709, 0.07460795802927844, -0.42447329083311225, 0.1439204004539542, 0.4367505938598466, 0.5919103821672779, 0.4249808901265482, -0.26140198155775274, -0.02161134622905997]","[-0.2304740115519652, 0.2741819122664116, 0.07300377767048283, -0.41517966756426766, 0.14058861728306296, 0.4268331975798848, 0.5792918820367394, 0.41620731990008025, -0.2555671292143943, -0.021128016161591247]","(1, 0, 0)","[0.5380154, 0.40518025, 0.4234523, 0.45902103, 0.54830205, 0.17575845, 0.021989038, 0.16808227, 0.4299513, 0.20138668]","(20, 4)",1e-08
22,"[0.4705574667860232, 0.8339385170116264, 0.41519549442682463, 0.9970278913879635, 0.9570830400851436, 0.27808000054287385, -0.7784996052511577, -0.6052856469961996, -0.9384092378224032, 0.39221824953492557]","[0.12299520030535688, 0.2352787333930116, 0.4169692585058132, 0.20759774721341231, 0.4985139456939818, 0.4785415200425718, 0.13904000027143693, -0.38924980262557884, -0.3026428234980998, -0.4692046189112016]","[0.12173134300997275, 0.23286679740441701, 0.4129248085379473, 0.20558385365374887, 0.49392597911712555, 0.47447351601802074, 0.13781869280826853, -0.38567918927172684, -0.2998815322231403, -0.4652974129659942]","(1, 0, 0)","[0.5256681, 0.34136814, 0.21379314, -0.23150703, 0.35725152, 0.32316035, 0.60049874, 0.5056569, 0.5858514, 0.45974147]","(50, 10)",1e-07
20,"[0.8057218045706322, -0.0286395003989387, -0.0666875446837289, -0.5046707239153713, -1.2328418143408075, -0.5432017681307232, -0.9559048666864423, -0.020952106573897677, -0.27748139801446775, -0.36388490918103755]","[-0.15679941678108594, 0.4028609022853161, -0.01431975019946935, -0.03334377234186445, -0.25233536195768563, -0.6164209071704038, -0.2716008840653616, -0.47795243334322113, -0.010476053286948839, -0.13874069900723388]","[-0.1438929517346685, 0.3694320242541478, -0.013123525799387461, -0.03055836315618837, -0.23125817421341052, -0.5655027544034936, -0.2491625203745073, -0.4387684068784977, -0.00960995378761286, -0.12727068847025044]","(1, 0, 0)","[-0.32854158, -0.14620955, -0.31303814, -0.3194913, -0.06064713, 0.2758366, 0.37606212, -0.12587404, 0.18377888, 0.07559876]","(10, 2)",1e-07
32,"[-0.18456077080221434, 0.35216881051159143, 0.5023277471443475, 1.249265493688922, 0.12382805779789274, -0.8034815155439425, 0.5468472816178637, 0.2937485050804313, 0.01737112823634454, 0.08029954395764331]","[0.5462293190311445, -0.09228038540110717, 0.17608440525579572, 0.25116387357217373, 0.624632746844461, 0.06191402889894637, -0.40174075777197127, 0.27342364080893183, 0.14687425254021566, 0.00868556411817227]","[0.5420406743226205, -0.09146911252776538, 0.17453504183434557, 0.24895590040767163, 0.6195292513228745, 0.061363598136869354, -0.3981600252926395, 0.2707177285551743, 0.14542109395879263, 0.008599578928523631]","(1, 0, 0)","[0.5520797, 0.34888276, -0.66203177, -0.33274963, 0.29499012, 0.50520986, 0.80058485, -0.055730768, -0.15984057, -0.31548348]","(20, 4)",1e-07
