seed,True,ARMA,Informer,Informer_para,RNN
42,"[-0.06858052528652114, -1.9751580636656185, -2.034305230401492, -1.3042183002903787, -1.4179465516388512, -1.0646669975907521, 1.5073995488094774, 2.3797839958092455, 0.4982002654262605, -0.0017346807961412525]","[-0.2685296915967154, 0.06565910261822842, -1.7805181278289597, -0.620154301716403, -0.43043333500711806, -0.7865157732484593, -0.2974669693579119, 1.726179748188485, 1.0658881156080082, -0.5575718719782329]","[-0.12117004, 0.12561218, -0.005802905, 0.3092553, 1.1783497, 0.73535293, -0.12058992, -1.1589254, 0.33575583, 0.72646433]","(10, 2)","[-0.16972051560878754, 0.050482556223869324, -1.9725900888442993, -0.6935359835624695, -0.3555358052253723, -0.6819843053817749, -0.21882502734661102, 1.628888487815857, 1.0604628324508667, -0.5379360914230347]"
98,"[0.656405584432002, -1.207656509505517, 0.5993212325163169, 0.583045848020239, -0.9246790935825699, -0.8244523844859435, 0.08045860789221096, 0.5647606216955552, 1.0008906723266189, -0.033911890927044164]","[0.89238032476624, -0.27793087143189765, -1.1163081610048424, 1.157745815952938, -0.004825251160305022, -0.9336506949052469, -0.18801392077725249, 0.3304851928203383, 0.3611302555446967, 0.6063882360290964]","[-0.5007798, 0.9422714, -0.040138252, -0.8722146, -0.26611724, -0.08855276, 1.0121794, 1.0380157, -0.024115717, -0.55292386]","(10, 2)","[0.8238301277160645, -0.38492411375045776, -0.9777736663818359, 1.5910999774932861, 0.29416322708129883, -0.9777736663818359, -0.04396873712539673, 0.4380147457122803, 0.6387854814529419, 0.5552835464477539]"
37,"[-0.7320107824784348, -1.334873221862436, -2.830270727999395, -2.171825700352501, -1.1699072417331753, -0.9083298934746911, -0.6531089742269618, 0.1716358428829503, 1.420182219659508, 1.505674042252934]","[-0.2849852189977527, -0.3586198509100228, -0.8806465713955552, -1.8900262181605831, -0.4361124281334561, -0.27270423012927714, -0.39270457700217143, -0.1858217861455479, 0.4259991456128711, 1.1052115674301346]","[0.6096802, -0.0067831352, -0.06788996, -0.9176038, -1.3307751, -1.0428424, 0.048295677, -0.13578431, -0.1155352, 0.42684972]","(10, 2)","[-0.1703585684299469, -0.2540188431739807, -0.7444673776626587, -1.8320480585098267, -0.30194801092147827, 0.013564616441726685, -0.15596918761730194, -0.09000146389007568, 0.45700332522392273, 1.0363709926605225]"
65,"[3.4335508773089245, 3.144454023541827, 0.841010547351804, -1.5892790549141784, -1.825150136671232, -1.909472434156661, -2.6573631781809595, -2.932104031235805, -2.411024914237837, -0.6711922413533821]","[1.515136408143694, 1.8802918530708168, 1.0210281135174508, -0.6121721800885074, -1.453917775986262, -0.5947901336837977, -0.8917008022466039, -1.4290476028421009, -1.2573490423714384, -0.7783930596770302]","[1.5028423, 2.0124235, 1.6016111, -0.17483662, -1.0605694, -0.25310487, -0.8340422, -1.6213284, -1.6208763, -1.5088471]","(100, 20)","[1.5813908576965332, 1.1819677352905273, 0.6330289244651794, -0.4937191605567932, -1.8161813020706177, -0.4178207516670227, -0.8006008863449097, -1.231177806854248, -1.2446483373641968, -0.8801567554473877]"
57,"[0.7691340464710884, 0.340600860179081, 0.8267172167726493, 0.6635427933439457, 0.6719199264570652, 0.6416426284352383, 0.8824718242536251, -0.2160054395044846, -0.8160575970590329, -1.6902358651616616]","[-0.5756662577390124, 1.0554053436725186, -0.32285430640109547, 0.7543110795960487, 0.0614807356347043, 0.3729992154203001, 0.2300017557116876, 0.5088611178550742, -0.6585295026157592, -0.42745986164642813]","[0.22946742, -1.5425028, 0.52036524, 0.044285327, -0.65716445, 0.471476, 1.4176018, 0.9381397, 1.1243668, 0.11132151]","(20, 4)","[-0.4707244336605072, 1.0823426246643066, -0.2816006541252136, 0.877372682094574, 0.01031559705734253, 0.515653669834137, 0.1785838007926941, 0.6491028666496277, -0.6839727163314819, -0.3591105341911316]"
50,"[-1.1074164950471894, -1.667247989755705, 0.19933135239435407, 2.6694384717533595, 0.5175092354803723, -3.05929763846666, -2.1261798332655144, -1.5593888249869532, -0.17739849212898062, -0.0876300162353374]","[-1.294546947347922, -0.23660740117292256, -1.0893862621223604, 1.1065212946828797, 2.135269274893738, -1.0983658675986212, -2.767990953569546, -0.07843375280379772, -0.6458314683957294, 0.5954661034302408]","[-1.9471375, 0.13356908, -1.5580451, 0.7502666, 2.540063, -1.1354237, -3.3616858, -1.0754889, -0.4243377, 0.5353163]","(100, 20)","[-1.5061789751052856, -0.31055837869644165, -1.2738524675369263, 1.178939700126648, 2.085214138031006, -0.9807837605476379, -2.486030101776123, -0.2957039475440979, -0.7203531861305237, 0.8128578066825867]"
100,"[2.1864307920249866, 2.0639327647448313, 0.10103989620108295, -0.32115888400398673, 0.6268021476008949, -0.07151195867502458, 0.8386928412588855, 1.8947658704269013, 1.32160338274791, 1.6006802152055026]","[0.40413855311960933, 1.9534454876409275, 0.7179691398652029, -0.6667820171072979, -0.1333805752632981, 0.6821206985057431, -0.41946660150930654, 0.8798187854001369, 1.221053604743374, 0.3325845397625711]","[3.0797665, 2.5346272, -0.38615346, -1.8264284, -1.4224553, 0.17497504, -0.07455568, 0.7164103, 1.4696393, 2.102449]","(50, 10)","[0.39931830763816833, 2.1489410400390625, 0.5256967544555664, -0.72767174243927, 0.030945315957069397, 0.6997131109237671, -0.34747079014778137, 0.9354251623153687, 1.194908857345581, 0.3074013888835907]"
46,"[2.8137127642240065, -0.047749592330057045, -1.0955737735196776, -1.5325422459220963, -1.482447853598284, 1.7497486260458175, 3.2227051311515513, 2.045243991798609, -0.2059593156666384, -0.19616392221062062]","[1.806391032244124, 1.2675300096239235, -0.8734477868169073, -0.5143099794948421, -0.9233883551502011, -0.7295207189449474, 1.97432328483293, 1.674874580221986, 0.6237602432533423, -0.6188095755502503]","[0.6609878, -0.3043762, 0.2527786, -0.8962917, 0.15854566, -0.7236543, 0.24345835, 0.80081475, 0.41263014, 1.3781165]","(50, 10)","[1.8495174646377563, 1.3762589693069458, -0.6729549169540405, -0.608527421951294, -0.8765528798103333, -0.6580867171287537, 2.1456596851348877, 1.7827228307724, 0.6550940871238708, -0.6292697787284851]"
71,"[0.9522399840519237, -1.169532400658353, -1.4476195133811665, -0.0609618985288381, 0.739031087695927, 0.5808766494264185, -1.7593410788728847, -2.721187982436676, -1.6816344238498644, 0.05833687127702186]","[0.3916491396695264, 0.6767825236101027, -1.9016089294579848, -1.0084941712695954, 0.16790582485393865, 0.37983954657017627, 0.2546485506876595, -2.182880776653604, -1.93152486974583, -0.7169187551720638]","[-0.25595814, -0.2481672, 0.10939524, -1.1410316, -1.0355707, 0.24628562, 0.84837186, 0.75573117, 0.5404004, 1.0400852]","(10, 2)","[0.5888749957084656, 0.8751273155212402, -1.2910802364349365, -0.5725181698799133, 0.7013203501701355, 0.6795850396156311, 0.28342461585998535, -1.6767792701721191, -1.4041547775268555, -0.27292943000793457]"
21,"[-0.12209518045912171, -0.49232190219066185, 0.273603898841564, 0.07303147537178839, -0.8278595447446644, 0.4218687285241316, 0.2656092206333669, -1.8561907060811473, -2.323855822887737, -0.9278921284749352]","[0.3090763147491202, -0.2195393520039349, -0.38129807572068775, 0.539285732735527, -0.25194297584956593, -0.6769613656379327, 0.8711247283849197, -0.2565838212678197, -1.680694389858527, -1.0632215428628462]","[0.52631867, 0.4807178, -0.89349616, 0.5782725, -0.36115357, -1.232451, 0.32242537, 0.60072947, -1.5439799, -1.6180166]","(100, 20)","[0.5039420127868652, -0.035675257444381714, -0.38395676016807556, 0.5342917442321777, -0.29648110270500183, -0.8293046951293945, 0.8901820182800293, -0.3075741231441498, -1.876640796661377, -1.0690479278564453]"
94,"[-0.3082293840259648, -0.2968024086668181, 1.6957894015159427, 1.9099167868751448, 0.6237615270226489, 0.2904857733246174, 0.9414048756159239, 0.8087004644333763, -0.9667144195959287, -2.3180183124851075]","[-1.1856597651624392, 0.443109902812491, -0.4442051164897517, 1.7620976785048408, 0.710605119389977, -0.03993464772054828, 0.279485543295708, 0.6966531719473236, 0.2813386942711495, -1.1166451915279327]","[-0.43475512, 0.76781327, 0.22921841, -0.3883534, 0.74777657, 0.13483928, 0.4250104, 0.62141335, 0.7669871, 0.9092963]","(20, 4)","[-1.3102588653564453, 0.6829688549041748, -0.28839561343193054, 1.7980875968933105, 0.47295811772346497, -0.09970995783805847, 0.20608916878700256, 0.7189121246337891, 0.20076289772987366, -1.2917547225952148]"
97,"[-1.5808474741224197, -1.2290528862580499, 1.346181297541957, 1.1976573512813244, 0.3366372538547029, -0.6307799657498392, 0.1618084638687156, 0.2954837610351196, -0.2282927930042342, -0.06259748933095696]","[-1.3072190918419822, -0.6144420137771317, -0.6147636498973463, 1.604485878754506, 0.11279911560358014, 0.10107224788031996, -0.5985218386087331, 0.5006276465609918, 0.002299345065271241, -0.2558098988499508]","[-1.1498346, -0.46521947, 0.19606832, 2.0012398, 0.65086055, 0.0069401395, 0.30857027, 1.0053004, -0.43014267, -0.052702565]","(100, 20)","[-1.3181337118148804, -0.5386462807655334, -0.4413697421550751, 1.8021844625473022, -0.1892644315958023, 0.06487458944320679, -0.7568596005439758, 0.3855917453765869, 0.05136490240693092, -0.22862593829631805]"
55,"[0.9385057848644893, 0.4611060020433973, -0.7800011553020153, -1.16336574100135, 0.24006685469578415, 0.9343065873976425, 1.7347838283635246, 1.392368765525556, 0.9443571039674578, 1.4741979605798183]","[0.01919977144050522, 0.9445939943766618, -0.19160403014056093, -0.7725985027704652, -0.5591570283854266, 0.7551200249281451, 0.5078446919972052, 1.136495259810522, 0.3652250066196633, 0.3369149255735505]","[-0.48618022, -0.20579326, 2.157257, 0.3665084, -0.60470265, -0.350492, -1.1052514, 0.6287984, 1.2701068, 0.34711456]","(50, 10)","[0.18211691081523895, 0.8844993114471436, -0.01297101378440857, -0.9011334180831909, -0.6230859160423279, 0.8485296964645386, 0.5333017110824585, 0.9812613129615784, 0.40844279527664185, 0.33642566204071045]"
54,"[-1.6548414401155862, -1.0923288020554764, -0.20930414280020937, 0.48050805157153986, 1.5395672153751465, 2.6580351381390885, 1.3425125521817323, 2.114649888439951, 2.759196543252524, 2.1465735566472923]","[-0.37883313991831413, -1.2204703914419042, -0.004599764558070707, 0.0992513297719262, 0.44195079527611236, 1.061092868518668, 1.5172784753711788, -0.16255086979963806, 1.6264513823013556, 1.2127117675116914]","[0.9130978, -1.4694201, -0.97284126, -0.4026693, -0.36245376, -0.5917349, -0.63731295, -0.71953905, -0.017101236, -0.93816364]","(20, 4)","[-0.3811866343021393, -1.2213704586029053, -0.1575196087360382, 0.19042393565177917, 0.12801894545555115, 0.9623768329620361, 1.3135912418365479, 0.20975103974342346, 1.130416989326477, 1.2682840824127197]"
29,"[-0.3838494298390033, -0.8209339735103687, -0.29288624789992923, -0.0011933479864128516, -0.21558756453364483, -0.17361018908784606, 1.3877131053933396, 2.1533300994088713, 0.6818409273858781, 0.9164525058305746]","[-0.6444171644428858, 0.13447758071923782, -0.780661098213375, 0.28706017567068354, -0.0907570427572727, -0.1596847561649396, -0.04078152977932764, 1.3872118206961348, 1.0713009097000374, -0.3327560713990486]","[-0.9577922, 1.6651804, -1.3579869, -1.5038564, -0.08545928, 1.3245285, 0.7595609, -0.29233873, -0.28483903, -1.2122625]","(10, 2)","[-0.604697585105896, 0.06428557634353638, -0.7309041023254395, 0.24343502521514893, -0.07929933071136475, -0.2107912302017212, -0.03551220893859863, 1.34637451171875, 1.1057336330413818, -0.3457186222076416]"
99,"[0.8573606561197087, 2.6652747225376228, 2.553801771180517, 0.32072359499827585, -0.3090027839208697, -0.5610798974268356, -1.999372983436337, -0.9593340330067425, -1.5437940233328593, -1.4610008393222689]","[-0.5237227771612865, 1.2423107810850893, 1.6509003690628252, 1.1761509544410473, -0.5929358291054603, 0.06798005798962059, -0.5236989517524206, -1.5293754614183677, 0.1929094815182859, -1.4944723451869706]","[-1.2819166, -0.061011497, 1.1883382, 1.7118133, -0.48759878, -0.101064876, 0.33671945, 1.4291706, 1.2334172, 1.1844289]","(10, 2)","[-0.2930518686771393, 1.3127883672714233, 1.7756506204605103, 1.1312408447265625, -0.8125806450843811, 0.1728428304195404, -0.5101298093795776, -1.2799856662750244, 0.10658648610115051, -1.3151512145996094]"
73,"[-2.5376221671283297, -1.2580984383368738, -0.3346163985270597, 0.49886123812781336, 2.9658841044232194, 2.5419784354427586, 1.748233198849274, 0.6511930271995904, 0.4982793667647232, 1.3323473686472305]","[-1.534932330352177, -1.436521489891586, -0.14916478818273254, -0.12136248648755517, 0.5371586091124227, 2.5374839110742378, 0.782471509972768, 0.9299344799266405, 0.041638868527818784, 0.3493396369380069]","[0.9788183, 0.15516606, 1.0868138, 1.0198567, 0.6468176, -0.21536715, -0.7282193, -0.31482705, 1.3393617, -0.12658145]","(10, 2)","[-1.5665849447250366, -1.260643482208252, -0.11293724179267883, -0.4546392261981964, 0.5059636831283569, 2.368633508682251, 0.6768875122070312, 0.8528715372085571, -0.09159114956855774, 0.3475150763988495]"
96,"[-1.2741581362232641, -0.735933208541081, 0.27360876414691276, 0.4293168106664177, 1.612928681231648, 2.462793050964408, 1.3723185701398026, 2.5126341570302753, 3.22601166774103, 1.4886932623391762]","[0.11799775593264265, -1.2075134731034063, 0.21385354676782886, 0.3417462030610175, 0.17023055749834345, 1.3331804668721332, 1.2734274262552403, 0.05595109619423633, 2.009168061722254, 1.4511184805595319]","[-1.4593112, -0.672201, -0.34182462, -0.9486929, -0.90939784, 1.0907077, 1.7367965, -0.8247913, -1.434409, 1.100612]","(10, 2)","[0.21651767194271088, -1.3821256160736084, 0.1846664398908615, 0.7486869692802429, 0.19078247249126434, 1.304187297821045, 1.3058476448059082, 0.06710992753505707, 2.0201897621154785, 1.473260760307312]"
51,"[2.7801558908965927, 1.444691466795002, 0.22295876801519848, -2.5569285765859204, -3.1433200735719717, -3.4560790809189634, -1.0621860721879726, -0.43184800559919734, -1.6916701320538288, -1.5772351497153858]","[0.7766095537212697, 1.5092634389351196, 0.049015233025471394, -0.19471922016135285, -2.2825688398236044, -1.367981174414157, -1.8097561946364975, 0.5725625674728206, -0.2891420684701895, -1.3062478105663229]","[0.80275345, 0.8984568, -1.1061234, -1.0399985, 1.1030296, 0.6993658, -0.40969196, -0.80300945, 1.2068757, -1.3373969]","(20, 4)","[1.4948925971984863, 1.8696978092193604, 0.04603762924671173, -0.2704160809516907, -1.9043524265289307, -1.3454782962799072, -1.8200020790100098, 0.6960998773574829, -0.1986459195613861, -1.174626350402832]"
52,"[0.4185223717210336, -0.7013853601343594, -0.06192313177101827, 0.011469453908906357, -0.4105014783487351, -0.28678503085709656, 1.0889963254811568, 0.9104242384465742, 0.40873433318946123, -2.1422188209835333]","[0.8040690876680198, -0.641444788769282, -0.9512161844884088, 0.07843328481265055, -0.1552237386591016, -0.5268929346923581, -0.2334979932757685, 0.8195753103395942, 0.052985821611658324, -0.25878419145174414]","[0.28193042, -0.5679793, -0.1561065, 0.14228736, -0.85020304, -0.5784098, 0.5748461, 0.41442114, 0.69547814, -1.2046504]","(10, 2)","[0.871588945388794, -0.37149718403816223, -0.5758907198905945, 0.32684776186943054, -0.14023730158805847, -0.41408276557922363, -0.07419511675834656, 1.1225337982177734, 0.122995525598526, 0.16514554619789124]"
95,"[-1.8408205377327054, -0.03628414253457146, 0.47017977591069965, -2.5357434101446676, -2.625633797650085, -2.178204033737437, -0.8323780526776967, 1.887831065411457, 0.7018165890233634, -1.0450361336430805]","[-0.4618821122228167, -1.0395328575333243, 0.8195158568388687, 0.10628075812606153, -2.414362866492451, -0.7737494317514252, -1.0161757398574354, 0.17485658361555428, 1.814781226655481, -0.5450072462707811]","[0.12804258, 1.1283326, -0.049443964, -1.3141218, -1.0284132, -0.13744733, 0.06694269, 0.7877962, 0.15482561, -0.5607378]","(10, 2)","[-0.35672086477279663, -0.9569846987724304, 0.8885704874992371, 0.08191393315792084, -2.4297080039978027, -0.7608341574668884, -0.7263750433921814, 0.20834295451641083, 1.8056939840316772, -0.4423030614852905]"
40,"[-0.36836396144562705, 0.06519317265661737, 1.635751843033155, 2.449605719636047, 1.5483543694146185, -0.8292807918568593, -0.32969365633440273, 1.8825053392083313, 2.7088104746043307, 1.0906967238931284]","[-0.5812837482297675, 0.226224708679752, 0.0442845071764584, 1.4762977079687007, 1.1850672469092574, 0.28909878946252787, -1.2818477371684764, 0.4883483842176247, 1.5959226716040207, 1.308324075565386]","[1.1963533, 1.4050827, 1.214866, 0.02596058, -0.98771334, 0.7389921, 1.9948328, 0.756271, -0.065772645, -1.081962]","(10, 2)","[-0.7375151515007019, 0.1585484743118286, -0.12376672029495239, 1.538067102432251, 1.294268012046814, 0.30923566222190857, -0.8917891979217529, 0.2792714536190033, 1.717340350151062, 1.4392518997192383]"
90,"[1.7130880261288133, 1.5009803564878188, 2.081887324413866, -0.419534550644592, -0.9755141657726423, 1.0185698970243244, 1.645341301515098, 1.0585931284142258, 0.9759343192926778, 0.08256095322825291]","[0.5280869158686654, 1.1532392351085459, 0.5605761649182324, 1.4208439452299326, -1.2969912013243725, -0.11195524360867126, 1.0628744722624293, 0.7542254860459678, 0.3934725587302377, 0.5804240976887466]","[1.1092398, 1.8970141, 0.057839125, 1.6421831, -1.3383147, -1.2785809, 1.4367735, 1.3179963, 1.0721326, 0.6250264]","(100, 20)","[0.61251300573349, 1.3045947551727295, 0.5490228533744812, 1.4349768161773682, -1.4567148685455322, -0.11610227823257446, 1.1117284297943115, 0.8984472155570984, 0.3076750636100769, 0.5333563685417175]"
49,"[2.14139299167754, 0.737526324612608, -2.695596445213911, -2.1341644105411124, 0.6657921220924975, 1.325673640268029, 0.9371901206099983, 1.7274604421408803, 1.7147301263003336, 0.6381771095028151]","[0.8043065297502421, 1.3395788166162892, -0.27351603363580324, -2.487694272643738, -0.16550447105785415, 1.3650768305006822, 0.37386154486518586, 0.18461263562942287, 1.279748431601233, 0.7093535348876685]","[-0.79005474, 1.91065, 1.2099309, 0.88153136, -1.2588074, -0.84147555, 0.8039394, 1.4023168, 1.2654626, -1.9338838]","(20, 4)","[0.7484523057937622, 1.170014500617981, -0.5105120539665222, -2.6359407901763916, -0.022154327481985092, 0.8472263216972351, 0.8334440588951111, 0.22628585994243622, 1.2418104410171509, 0.6563344597816467]"
56,"[1.1277697917032894, -0.6167016375988958, -2.2454707975740966, -1.7216037819454042, -0.2057979258287624, -0.6431066014382045, -0.994871653897775, 0.13107371707070214, 0.08136512881196556, -0.40860584270981265]","[1.4932332608483412, -0.1504634607184563, -0.7908307717772567, -1.5521188279192026, -0.34009359626404556, 0.40560701180921566, -0.6943650736795459, -0.4511481429464359, 0.563564792873223, -0.19104600163434404]","[-0.3967076, -0.3967902, 1.0225534, 1.3150758, -0.58402556, -0.73950756, -0.46565202, 1.1124666, 2.995571, -0.26471764]","(50, 10)","[1.4747065305709839, -0.11693251132965088, -0.8262748122215271, -1.4698143005371094, -0.6374539732933044, 0.4963865280151367, -0.8027139902114868, -0.37651026248931885, 0.6394028663635254, -0.13768798112869263]"
91,"[-1.1289669884288405, -0.3500837920234936, 0.3588623852690576, 0.6709128788251884, -0.7690741376259973, -0.999432036295885, -1.3230171276914775, 1.9302983069410935, 2.4770209522318285, -1.8142838600653524]","[-0.7757707519459813, -0.6065385173319822, 0.13701538160932414, 0.2903648387283267, 0.4316250299227421, -1.0308934604405149, -0.33671038309439766, -0.9317240756429412, 2.423428609526753, 0.9256807681473089]","[0.2616677, -0.4963851, 0.88512737, 1.307374, 0.03645646, -0.7942428, 0.14992532, 0.62159956, -1.1380068, -0.50098616]","(10, 2)","[-0.718368649482727, -0.5472328662872314, 0.3832104802131653, 0.28078344464302063, 0.25186413526535034, -0.9994673728942871, -0.38144558668136597, -0.6810421943664551, 1.8662359714508057, 1.1792795658111572]"
47,"[-1.7111665383308072, -1.3271955440327867, -0.8947412509936394, 0.5082325191167953, 1.644393493709316, -0.3910509437959291, -0.09076708797623323, 0.1277131193985414, -0.8578829534384619, 1.2438912514993927]","[-0.7075626129649617, -1.2383178577387128, -0.18791163965311308, -0.36299818443075543, 0.8383072300302331, 0.9557272923376828, -1.1881475828598107, 0.5363787333926099, -0.09622450215700934, -0.7452347904924969]","[0.2503909, 2.0234058, 1.6973772, -0.070850626, -2.2885175, -0.46238318, 1.8710667, 2.011443, -0.3775562, -0.12496867]","(50, 10)","[-0.5359579920768738, -1.253645658493042, -0.1610313057899475, -0.39323824644088745, 1.041335105895996, 0.906094491481781, -0.9840674996376038, 0.6284682154655457, -0.33987969160079956, -0.5750192403793335]"
93,"[0.20159081728108763, -0.832456530206572, -2.34844928464669, -2.406744084546449, -0.626592421845463, -0.004427805454655487, -0.28116451627828387, -0.6482656161166611, -1.5171044233122044, -3.143487794109255]","[0.595424953252961, -0.21354165075029516, -0.6627042494130758, -1.6853620546989365, -1.1050245879281169, 0.2366410515033153, -0.08846207416375293, -0.23876621576282497, -0.4213096374250091, -1.099191184232291]","[0.20815419, 0.62849486, 1.3023958, -1.022204, -1.1536846, 0.58672404, -0.13835208, -0.39273638, 1.1646478, 1.3573477]","(10, 2)","[0.13828378915786743, -0.09242886304855347, -0.676227331161499, -1.7985882759094238, -0.857670783996582, 0.5934759378433228, -0.032829344272613525, -0.32356226444244385, -0.1675824522972107, -1.2210725545883179]"
