seed,Test,True,ARMA,Order,Informer,Informer_para,Informer_lr
50,"[-0.7398717908313841, -0.42551601429476005, 0.19253691287633612, 1.2298119011299429, 0.4577166314850195, 0.704582015968397, 0.9634884957302314, 0.8580584785749414, 1.1904080425814711, 1.4132258747786544]","[-0.2506365489102902, -0.614553516376239, -0.11823925610664054, 0.2516565409296564, 1.1039836306651147, -0.0942751838475378, 0.751719607892166, 0.5876286917841484, 0.5642441326828672, 0.9082859762400376]","[-0.2706230166868643, -0.6159630258477438, -0.13663929899259006, 0.25825848337520263, 1.1153173194641866, -0.06672797352097998, 0.7366252213194342, 0.6200020427983881, 0.5696149013451177, 0.9279164121473731]","(1, 0, 1)","[0.30175698, 0.21813945, 0.50635976, 0.62935525, 0.69255525, 0.29425615, 0.07954232, 0.24394594, 0.40544182, 0.614612]","(20, 4)",0.001
45,"[1.5986809186122513, 0.5870517951914, -0.41358013736480403, -0.4052438815562328, 0.7583692513653287, 0.6914356783987883, -0.44176982189254166, 0.21781130501365153, 1.3373666074715205, 1.2397585200818428]","[0.786672168079583, 1.2053448345724598, -0.015620622094829839, -0.4057698263173891, -0.20235896839753825, 0.8595487355640978, 0.26166131061673936, -0.5726004772009113, 0.5041115436141073, 1.085310835664467]","[0.7503285365568694, 1.1343419514729782, -0.05306452519545332, -0.36987339067115693, -0.18855500121884, 0.8352655300422571, 0.20930742416647713, -0.5405839177109524, 0.5072019794248959, 1.0105933573328036]","(1, 0, 1)","[0.3987914, 0.35598144, 0.26819876, 0.24545209, 0.18827637, 0.042996034, 0.09346177, 0.2830124, 0.31571254, 0.32606304]","(20, 4)",0.001
32,"[0.3506014663779186, 0.4588708537287912, 0.6111870775222703, 0.7009557382411274, -0.33368058540159296, -0.3390673579828756, 0.5324358915267126, 1.0572967256413448, -0.0632253738257702, -0.19514903824269536]","[0.8439740211373092, -0.07138554419073598, 0.4945636258241592, 0.3639052646101907, 0.519003105936032, -0.593182138369609, -0.04247628879807108, 0.5536740359257482, 0.7804597076784707, -0.45345522766500557]","[0.8153999527866831, 0.019570657971601485, 0.43206255573104035, 0.41889038189035016, 0.5103466575863398, -0.5174009872422966, -0.12492988531318495, 0.558921919027225, 0.79722773095777, -0.3707085311797668]","(1, 0, 1)","[0.11868815, 0.07678224, 0.12853195, 0.40292877, 0.46959656, 0.3878073, 0.38841072, 0.29744303, 0.3818009, 0.2403931]","(50, 10)",0.001
57,"[-1.8630088636675026, -1.0000216091411298, -0.45118413556671233, 0.5061288786413728, 0.42788040157579815, 0.9503932125234023, 0.20599477772784902, -0.7118420755422327, -0.3173799698110968, -0.8456177701374148]","[-1.2194831459856854, -1.25326729067466, -0.3733879638037998, -0.26449015366481243, 0.6383739554737791, 0.10869342383890865, 0.896046500603948, -0.24202847257412496, -0.5908278392551702, -0.021966050183511693]","[-1.1966063973567986, -1.2350934027710805, -0.43669020326177654, -0.2667826003380742, 0.5335610820904205, 0.1370301127659173, 0.7918620811118763, -0.13825074907938623, -0.6348507092535304, 0.019131907137972748]","(3, 0, 0)","[-0.94537795, -1.0000254, -1.0374491, -1.0325282, -0.8893508, -0.85573983, -0.66397136, -0.6788401, -0.7406179, -0.71559507]","(50, 10)",0.001
21,"[-0.8936733867048263, 0.18994197245032862, 1.335188669050055, 0.7564370579540775, -0.7507694914830492, -0.6151433405298958, 0.11318037870934838, -0.746704887720932, -1.7175734274000156, -1.3528722288630806]","[-0.6291354606522113, -0.5791056563787207, 0.47949480063968897, 1.0954412687302106, 0.2087164235889722, -0.8551277032775353, -0.1875794888911282, 0.20697012315491248, -0.8501899492983882, -1.2924784527508213]","[-0.594815249865635, -0.5937533541026023, 0.5418733773975136, 1.0868202860691334, 0.16402921512569224, -0.882857083695533, -0.13216362047184588, 0.19543116173195238, -0.8971115762197712, -1.2806708302230891]","(1, 0, 1)","[-0.26116216, -0.26116234, -0.26116246, -0.26116228, -0.26116204, -0.26116216, -0.26116192, -0.2611621, -0.26116168, -0.26116157]","(20, 4)",0.001
48,"[1.7841674166006096, 2.2003436022919436, 1.0119687774891792, -0.26618771143275843, -0.3351779204101464, 0.21005192911370119, 0.3921341847760322, -0.25692673846648806, -1.0095307649133711, -1.2657635522890587]","[0.8633880684430364, 1.3524733823790913, 1.5241069111023977, 0.24991532193798038, -0.3911453724017486, -0.13960523420927207, 0.2798545462183372, 0.2522069116668636, -0.38303019429991986, -0.8180156677634112]","[0.7956929608175392, 1.4399957882728607, 1.4822897740795336, 0.22581838169140134, -0.43227094909098907, -0.06706875868111561, 0.328498526563305, 0.24379133593006364, -0.40973242106978924, -0.8268824106363164]","(3, 0, 0)","[0.49079868, 0.56606144, 0.60845876, 0.4858943, 0.36074713, 0.3183012, 0.32851043, 0.37332308, 0.3064038, 0.26946384]","(50, 10)",0.001
51,"[1.1027938592817046, 0.34045469877338874, 0.5465650431561858, -0.012748478862714074, -0.031411042081015306, 0.18515080084438512, 1.031587476771617, 1.025435166503927, 0.8898924504433815, 1.490158626581319]","[0.41068459361253906, 0.8974515624754351, -0.10827108246432882, 0.6007005843883502, -0.3130987710568892, 0.1251383434474293, 0.12258162912067047, 0.9702966622112819, 0.540286835398286, 0.6197490327442385]","[0.4112384391879588, 0.9268472094184523, -0.10305370398374639, 0.6073487964883769, -0.30649588744523226, 0.11562360931391769, 0.13265817949005898, 0.9862707297826335, 0.5687600202262468, 0.6321585181372025]","(1, 0, 1)","[-0.315577, -0.29815063, -0.26698047, -0.27883536, -0.2920019, -0.2934063, -0.28291258, -0.25958106, -0.24937214, -0.23199025]","(20, 4)",0.001
55,"[0.0597406406247821, -0.1678599922012634, -0.9621383958223706, -0.7242586151080308, -0.17647016738731758, -1.0147712914908675, -1.2606932635760457, -0.9813658235672976, 0.39282085477752915, -0.09476282728208718]","[-0.039946685167910584, 0.07971398320873739, -0.2077169838056321, -0.8582799039195546, -0.2951186631482535, -0.028910835813190816, -1.000315873584272, -0.7605353267839096, -0.6010981601753429, 0.6933699348652006]","[-0.06907712277938131, 0.09674027881931285, -0.22073881754406577, -0.8567964269955028, -0.27939672126744775, -0.030647027785685114, -1.0109987781585195, -0.7406190919633239, -0.6016329652706294, 0.7156798346675167]","(1, 0, 1)","[0.15380186, 0.15323108, 0.1649814, 0.18880153, 0.21174833, 0.21204731, 0.21257403, 0.21702096, 0.21712491, 0.21605125]","(50, 10)",0.001
52,"[0.07698530595451958, 1.302073473651972, 1.4133234630846068, 1.764720429031175, 2.3154781653454277, 2.362995080574064, 1.391187672921547, 1.1643013582939798, 0.39764984455662633, -0.1456017266395344]","[-0.6070785987528169, 0.380524605330928, 1.111811170986508, 0.8574178775913528, 1.3360114902354987, 1.6474724202276785, 1.5392588704602248, 0.6215582376914347, 0.8535222394482624, -0.02911127516750489]","[-0.586620068800303, 0.3754108565775934, 1.0785295083453366, 0.8270952699361677, 1.3028010489753148, 1.6045524269900207, 1.5034352391768477, 0.6005642574297391, 0.8393489611053877, -0.03637653224596224]","(1, 0, 1)","[-0.34796724, -0.2099997, 0.00031451974, -0.04424207, 0.0048068, 0.13957985, 0.21709438, 0.1419268, 0.13149822, 0.07511084]","(50, 10)",0.001
35,"[0.8718212183723597, 0.23996180134999567, 0.5027677335543254, 0.256883532130359, 0.4565036352177868, 0.931794886936089, 1.1337187066863104, 1.2265590848314618, 0.9301097178148303, 1.398123321187097]","[0.6515019435710301, 0.5460702465868447, -0.03307332194342666, 0.5193043945260387, -0.002768665132660303, 0.45788796778411694, 0.7028509030440305, 0.782293255164295, 0.8354124572493142, 0.5124034891901732]","[0.6214405539085733, 0.5388342649455075, -0.031778660311524765, 0.5021402090626904, 0.0021584083145462646, 0.44016488622517325, 0.6856143237324765, 0.7615160653627133, 0.8153199511879612, 0.5021079006346396]","(1, 0, 1)","[0.33188242, 0.16529688, 0.3458517, 0.45354596, 0.42417377, 0.49649286, 0.5740862, 0.4630555, 0.24863967, 0.23192345]","(50, 10)",0.001
61,"[-0.0036954660390594585, 0.27550783067996126, 1.1239127417131645, 1.1687177412800736, 1.1831522415013263, 1.5818914086661853, 1.559611048077245, 0.11037240701178674, 0.016774561263831866, 1.010526995482934]","[0.1346935947096829, -0.0710422633939009, 0.3110289623769117, 0.9683982605247086, 0.6845186110177193, 0.8408929359924666, 1.161444940669952, 0.978888577742269, -0.37907188185934776, 0.20631050219350575]","[0.14110871274156433, -0.07020814480997527, 0.3036887772137612, 0.9609565625348873, 0.6948403121958504, 0.8355579073455056, 1.1632393942020272, 0.9884033377167042, -0.3573759608339313, 0.18478940838562619]","(1, 0, 1)","[-0.12407851, 0.047565773, 0.17218979, 0.06657672, -0.07235025, 0.040471524, 0.15678237, 0.088476405, -0.1441721, -0.25029713]","(20, 4)",0.001
44,"[-0.596807469842795, -0.5418199152020906, -0.16319197357150295, 1.0265786547029618, 1.277305455370556, 0.9388726183629851, -0.39804662005942176, -0.8884212270675725, -0.8771282643782096, -0.6632583023674431]","[-0.8916833748784163, -0.15096578240358682, -0.4663370240002972, 0.06997653842864565, 0.991590385488639, 0.7815102626262366, 0.5481174870498668, -0.6721053635843551, -0.552368545275395, -0.6009439917405122]","[-0.9037359270139906, -0.14451486392801435, -0.4728315385749077, 0.07415271258265992, 0.9978947052615335, 0.7832989305853336, 0.5509173323866773, -0.6812338378470106, -0.5507259657833435, -0.6060427868698954]","(1, 0, 1)","[0.1135029, 0.477022, 0.1504721, 0.045463175, 0.091739535, 0.07952231, 0.071712285, 0.025524253, 0.014638337, -0.07330336]","(10, 2)",0.001
56,"[1.062138497073678, 0.23995009130914868, 0.16192740318761228, 0.44955851787324586, -0.4035215430663204, -0.11828645815823358, -0.6068315102284053, -1.6416433869243496, -0.4409004571584503, 0.9281506778209008]","[0.5422957253340213, 0.7909906344066674, -0.155545225894185, 0.2397000161347048, 0.32970850980589345, -0.5683757979692671, 0.16590144082639996, -0.6897822306416053, -1.296752271603547, 0.20747567864332317]","[0.5113750662874847, 0.7690063816904348, -0.12021131249554551, 0.20610714350638404, 0.3297245112853723, -0.5276473009898867, 0.12624943877724096, -0.624955069545243, -1.2607252097987947, 0.15350893975189936]","(1, 0, 1)","[0.03091884, 0.030922975, 0.030915916, 0.030944277, 0.031013668, 0.03107316, 0.031067863, 0.031081922, 0.031021431, 0.031037483]","(10, 2)",0.001
28,"[0.4827028715952292, 1.4678364634529344, 1.3724934473667743, 1.0175367027674227, 0.022275222104768733, -1.2173349750094409, -1.5869965908448915, -1.5499497042573265, -0.8359834031823613, 0.6462443282473137]","[-0.5051172102800897, 0.7352614767352741, 1.1002057250852975, 0.8223905848241256, 0.6063414103553598, -0.2808954830729112, -1.0768872334729853, -1.0485529741083988, -1.0256732172031269, -0.3231467945807978]","[-0.5195414260331399, 0.771516943954716, 1.1078640298170745, 0.8330566040689196, 0.6119265284706825, -0.3002502109032503, -1.0999498256590485, -1.0600522301621509, -1.0447528647293953, -0.3133278848491961]","(1, 0, 1)","[-0.08770065, -0.09462489, -0.099337935, -0.06263514, -0.06339958, -0.07313068, -0.10265115, -0.10518961, -0.0926943, -0.07429613]","(10, 2)",0.001
49,"[0.8382158388849568, -0.0017823148800648614, 0.351562312056268, -0.42582646617299624, 0.2523567822596229, 0.3716366264252864, -0.3938303597605525, 0.34268572030417965, 0.12956473948667274, 0.004100428920260829]","[1.221039115717665, 0.22769628102612427, -0.115630455393127, 0.4093775397528315, -0.630515236049412, 0.5676144002843289, 0.08782942628312196, -0.43774507290211345, 0.5615582567552364, -0.15121438889094543]","[1.235653057033226, 0.15777575560431767, -0.1512160632103126, 0.362035366432517, -0.7244598124075492, 0.5573296228962044, 0.06522212542036387, -0.4302709755987032, 0.5961345674713876, -0.21073183467512485]","(4, 0, 0)","[-0.08950364, 0.037745927, 0.0151752345, -0.44845384, 0.022812758, -0.2640516, -0.25043494, -0.26541302, -0.25490177, -0.2428313]","(20, 4)",0.001
36,"[1.7070818713424813, 2.045447346725296, 2.1959127831650487, 2.2534853510824338, 1.5010977209710923, -0.09454852088964627, -1.462718595695245, -2.1904910799420496, -1.6940501142298685, 0.09280371768140017]","[0.7472668932694579, 1.3334484247077523, 1.3787231343714197, 1.5065512159793388, 1.5002097430927646, 0.7509928494247101, -0.47004494560200133, -1.2276961228942445, -1.5766430184949274, -0.9057286049824048]","[0.7643594362110601, 1.350962572400408, 1.410913011574669, 1.539368245203173, 1.5414982752528943, 0.778296843233744, -0.4728598850847549, -1.2555037111069236, -1.6182568123269663, -0.9375551485969383]","(1, 0, 1)","[0.0558579, 0.055858582, 0.05585784, 0.05585814, 0.055857938, 0.055857755, 0.055858426, 0.055859037, 0.055859387, 0.055860095]","(50, 10)",0.001
59,"[0.39252656193441793, 0.10522439082413843, 0.5670246387022652, 0.12040436613973832, 0.19563415423037656, 0.7403999543365595, 0.7732802993362309, 1.1573201297249, 1.1896231605276943, 1.5076741635150042]","[0.8636055764672351, -0.039276226299199635, 0.12486250397373824, 0.504593386715396, -0.1318923272179597, 0.2615803178393564, 0.6096097954168813, 0.4684754016277902, 0.9230824289110049, 0.7280819460721919]","[0.816461666108865, -0.047507784937820624, 0.12649773797005207, 0.48175928851541405, -0.13584617381729236, 0.2599986820128407, 0.5790715330097835, 0.44395467433002744, 0.8867769284407311, 0.686822786686015]","(1, 0, 1)","[0.40165335, 0.41434848, 0.4174544, 0.42059612, 0.42231506, 0.42249215, 0.42325792, 0.42420968, 0.4252833, 0.42737755]","(50, 10)",0.001
64,"[0.23852963012555473, -0.6688249263640104, -1.0927167707160792, 0.07694186236625611, 0.9028233188183508, 0.8403579258344346, 0.3291329648542219, 0.6839714346741905, -0.10916170940259728, -0.36405424235644585]","[0.17516356987934845, 0.1509478451858805, -0.7442988489569506, -0.7205673462376039, 0.43722553548505805, 0.6842105510758217, 0.4982526502965237, 0.08000663970596003, 0.6439681148212105, -0.43114576681320255]","[0.1877520638889253, 0.12673319881036246, -0.7528940555109837, -0.637003379699543, 0.4605037370542179, 0.6480094897202073, 0.4936601075094581, 0.11145698421562614, 0.644406597792607, -0.472972507445087]","(4, 0, 0)","[-0.07041237, -0.07205267, -0.07052108, -0.06452608, -0.06877195, -0.07248285, -0.051719155, -0.05474525, -0.06355179, -0.054295145]","(10, 2)",0.001
15,"[-1.314869177500513, -0.8128914800497161, -0.9034256162458353, 0.02329661284420509, 0.19275515633593684, -0.9766123479889883, -0.8038138207200214, -0.27456184565904596, 0.6611367385216939, 1.6933467873451775]","[-0.5886015160302154, -1.0205684194854054, -0.30260727030701345, -0.7521219810923285, 0.3993576033903694, -0.006923645359247846, -0.9731505253093644, -0.3172385580653392, -0.11594256662637636, 0.719108021834882]","[-0.6211990134073929, -1.0759793910528357, -0.31621613657569814, -0.7946391560201755, 0.4229971168247064, -0.008652482165721814, -1.024991600277379, -0.33133557918017054, -0.12259512266731021, 0.758813662747347]","(1, 0, 1)","[0.1249653, 0.12517291, 0.1249535, 0.12579489, 0.12498886, 0.124768086, 0.12513834, 0.12501737, 0.124915, 0.12520346]","(20, 4)",0.001
65,"[-0.42039777932292344, 0.42722690301195787, -0.5352817346039381, 0.1859956830270023, 1.091069816807214, 0.7775177400114549, 0.4600446314126952, 0.3717937853021772, -0.23669389191899443, -1.3437604318320369]","[-0.9918975082850874, 0.07555097481962025, 0.38945141560214774, -0.730007442405012, 0.5509994042295083, 0.8155701146924598, 0.369732682665225, 0.27517829008008265, 0.2342046402621359, -0.3537962120500624]","[-0.9563492762304007, 0.0028110504407166947, 0.4036522556894406, -0.6780155077353021, 0.46045172896556724, 0.8382366530967106, 0.3822836462219786, 0.2742964716594569, 0.23634419765139347, -0.32433072189220347]","(1, 0, 1)","[-0.3649085, -0.3693191, -0.3650365, -0.35937858, -0.35741207, -0.35338876, -0.35403675, -0.3591663, -0.36282203, -0.364573]","(50, 10)",0.001
68,"[0.21263473829745294, -0.02159108115931474, -0.7355939908870763, 0.11311593314200874, 0.803653853729746, 0.6037626099035067, 1.279551432608447, 1.4060288513171892, 1.5881124618570683, 0.8294192362309764]","[-0.67661078237541, 0.5509401294851579, -0.2970611459018937, -0.5870634179361295, 0.4066476421100735, 0.6003300326747092, 0.3035975935661521, 1.1277526358253709, 0.8421525334045038, 1.1670361951548163]","[-0.7013021416988447, 0.4797464882678291, -0.2957578749632367, -0.610683297935256, 0.4464414449147363, 0.5486391516891505, 0.2997881423237313, 1.1525860742320662, 0.8215795281312225, 1.1335901701936475]","(4, 0, 0)","[0.72021985, 0.71560115, 0.7168345, 0.4265622, 0.16938388, 0.16639243, 0.15618949, 0.14712636, 0.14666155, 0.16208063]","(10, 2)",0.001
66,"[-0.6572802407303726, 0.33901436137985463, 0.7605520246291917, 1.1789933961523502, 1.5431756664136453, 1.6087590203804698, 0.7841834180057043, -0.2558724857185287, -0.9590685788386175, -0.24734287231134922]","[-0.7877360010386747, -0.26341224021103526, 0.47072048148537227, 0.5251917838865056, 0.9163975042090974, 1.0849769143090966, 1.0662705632259215, 0.2510481363927436, -0.3813965539149005, -0.7683703018811673]","[-0.8103061585109972, -0.2824199712124582, 0.47047184409334764, 0.5430045309919185, 0.9292160436970316, 1.1163093536414044, 1.0972273199992693, 0.2782651742360005, -0.38602027616986073, -0.7836298060943974]","(1, 0, 1)","[0.08370621, 0.082139, 0.07728593, -0.13445449, -0.12711778, -0.11185747, -0.13948596, -0.1289551, -0.1310657, -0.12125654]","(10, 2)",0.001
46,"[1.633972604008512, 2.0515556040711123, 1.2981827694919237, 0.0014295668353975222, 0.11633872874199408, 0.8278345371025561, 0.5531603536194274, 0.4213312298761668, 1.0650114075866626, 1.7370590875200516]","[0.7386829754656061, 1.2646311162757091, 1.419240045933258, 0.5885627465252948, -0.2928518064272499, 0.26276463195561905, 0.6964522211247466, 0.2049342430570541, 0.31886410834763973, 0.9055793534128427]","[0.7269272514695717, 1.2494450958230194, 1.4098038926767318, 0.5937589097607006, -0.2854556747238728, 0.2522118093894288, 0.6902592855787826, 0.20838874237110372, 0.3125339222784537, 0.8944633406455611]","(1, 0, 1)","[-0.121969864, -0.12550013, -0.11713164, -0.11266099, -0.11209572, -0.1286264, -0.12562491, -0.12872572, -0.12478025, -0.12488295]","(10, 2)",0.001
58,"[1.510355179741854, 2.0301940980054147, 1.602444767843888, 0.48715777178627817, 0.5733721127916374, 0.3788016595510697, 0.12708588853599878, 0.2878831986044595, -0.5186035928698992, 0.01585601199575798]","[0.6038429570714859, 1.2084337012061108, 1.4259772474023593, 0.8894561441427083, 0.042429699714923996, 0.5521572629341753, 0.10272302808398204, 0.07572437449400776, 0.2500210113574556, -0.643614098548627]","[0.576713301469939, 1.2471654704322628, 1.4167796370347883, 0.878763312074571, 0.017203235429200242, 0.5871878393610004, 0.06715294357079137, 0.09483222202412614, 0.24676992077909693, -0.6771981879367619]","(1, 0, 1)","[-0.3666817, -0.5061214, -0.60989845, -0.5129113, -0.55967546, -0.54192483, -0.7077024, -0.6339394, -0.39216337, -0.4804891]","(20, 4)",0.001
71,"[-0.3554152505113094, -0.02975410376236226, -0.25959945907995363, -0.9358414537869765, -0.12890522663637843, -0.5793798935908536, -0.41284641392986976, -0.17134171205282966, 0.7643885659247678, 1.6737191415560615]","[-0.043121824067123976, -0.3338543384777474, 0.13717306547651145, -0.32818599181820934, -0.7717484578778717, 0.2569690023025575, -0.7078643947421324, -0.05891421655880358, -0.14188460377342788, 0.8353308678114817]","[0.04086448773776369, -0.36630519314181215, 0.17631878969681689, -0.3159561284248484, -0.8309266142489768, 0.26105107150612317, -0.7008890779719955, -0.17028717009532596, -0.08877111159946692, 0.7744439705892331]","(3, 0, 0)","[-0.090018004, -0.38124776, -0.50446546, -0.5213524, -0.57006675, -0.4348407, -0.42874044, -0.4092673, -0.39973825, -0.22615403]","(50, 10)",0.001
67,"[0.729710885124822, 0.3580871125226279, 0.3820539067858688, 0.5636147765141644, 1.1955202759757722, 1.1388831600958804, 1.5734531705372468, 0.708418386939582, 0.6764489948362266, -0.1955689737740191]","[-0.06776950810963145, 0.7635956391796377, -0.023710707067190917, 0.39390926031946427, 0.3666601463544322, 1.012190202798556, 0.6327880586966025, 1.2570591411889454, 0.0798888163451093, 0.6365045866636718]","[-0.07106850820224567, 0.7552481169689027, -0.019014297707443867, 0.38583159493265273, 0.36584776532132135, 0.9995290344493477, 0.6326806265607545, 1.2430601372725993, 0.092151061315556, 0.620147748965592]","(1, 0, 1)","[-0.046299398, -0.04634122, -0.046327602, -0.046183184, -0.046096455, -0.046120152, -0.04619108, -0.046215743, -0.04631339, -0.046343334]","(10, 2)",0.001
70,"[0.10693495482647092, 0.8232310013173386, 1.2053241614363102, 1.4700828560388284, 2.016568771808842, 1.2639616120501023, 0.12985046941863365, -0.5398238340701509, 0.29509613985232397, 0.6861929947714235]","[0.13230756292857776, 0.04078117336218204, 0.8028404146362476, 0.8039039541181864, 1.0681308789797352, 1.4825033323189745, 0.5227099458906149, -0.1315045035266738, -0.474071582306814, 0.532131931005731]","[0.12312325109651415, 0.04140119312016542, 0.7621016298922612, 0.773615237178602, 1.0218036309052, 1.4259248102781232, 0.5110971303064538, -0.12543743031418242, -0.45391510799847745, 0.5033241101520936]","(1, 0, 1)","[0.5335008, 0.5333527, 0.5318072, 0.5392267, 0.52419466, 0.5231452, 0.52356255, 0.5240315, 0.52556294, 0.52565765]","(50, 10)",0.001
72,"[0.3400362027505685, 0.5494297971996708, -0.18855905206840756, -0.17295932256218585, 0.2865234062973911, 1.093810300008649, 0.2181147109918452, -0.7681901979743875, -0.8638393452899186, -1.4775207517018147]","[0.5890670145315953, 0.0455026954847709, 0.5266784494572854, -0.4518982767970502, 0.05298981583633926, 0.2600284983792215, 0.9637960508190383, -0.26378331441767394, -0.6362985407655505, -0.5456900749071434]","[0.6452345599419606, -0.0021434418456610094, 0.45801589003902843, -0.41338383829100195, 0.012154791591098724, 0.35084350585226254, 0.9571548193210171, -0.27699253145014224, -0.7127368174979924, -0.46571979737840896]","(3, 0, 0)","[-0.35148785, -0.34206447, -0.3468358, -0.38813856, -0.410529, -0.3180463, -0.3998536, -0.55176294, -0.49459603, -0.4862827]","(50, 10)",0.001
69,"[-1.3572221770065578, -1.689371623382879, -2.218453378526922, -2.4307958881708336, -1.608259844621509, -1.6702634237071332, -1.6587362341714638, -1.4930287109740452, -0.2854297640817306, 0.8723836238072996]","[-0.9063654868615589, -0.9040394335757783, -1.23735190659499, -1.599777425229427, -1.63090717555612, -0.7928062568434491, -1.2738602952854086, -1.0218060865287595, -0.9821256677096656, 0.2056330697731022]","[-0.8859812147194308, -0.8817022313944229, -1.2072084425123126, -1.5672341467518733, -1.6061852498201212, -0.7906774903281024, -1.2449114529074885, -1.0190943459962432, -0.9677277558393208, 0.18337461870168778]","(1, 0, 1)","[-0.054367997, -0.05359312, -0.048619293, -0.031320497, -0.013827646, -0.019543359, -0.029754473, -0.014142176, -0.020045726, -0.028063824]","(20, 4)",0.001
60,"[0.1439260942628195, -0.5516878304774138, -1.253597244706976, -0.6692049931331621, 0.09871728711618077, 0.7569978747274981, -0.1512836748371179, -0.2700760217890171, -0.642043653227157, -1.5500347664759542]","[-0.4775463092182544, 0.38269924887194673, -0.7430374549133871, -0.8820785172502825, -0.2281657345080208, 0.21280015437019117, 0.6505977975424025, -0.4765825736083192, -0.03178473498485748, -0.6261512857347282]","[-0.46870898142774825, 0.3883565710447384, -0.7448071872148279, -0.8391342398185949, -0.21579846409896447, 0.21079028575861022, 0.6330123884116368, -0.48222990100886826, -0.010990633363224839, -0.6234552261114292]","(1, 0, 1)","[-0.33998317, -0.34137967, -0.34228364, -0.33916116, -0.34063137, -0.34230977, -0.34375614, -0.34283328, -0.34005928, -0.34168696]","(50, 10)",0.001
54,"[0.31203083810310817, 1.3613904788509006, 1.195532054916856, 1.4605682871991594, 0.9667515199872356, 0.19552214134450574, 0.23813215504759117, 0.8253908993813368, -0.06620810044579895, -1.3417662727601902]","[-0.6043694926509021, 0.6142155844285593, 1.054282686636621, 0.6683907115985456, 1.1263729313998867, 0.4035650542872923, -0.0062603857991404, 0.24126234794716137, 0.7047597254077561, -0.418587963149677]","[-0.6204750413475255, 0.6014984850874724, 1.0968787263246287, 0.6999838826362099, 1.1535136576872587, 0.44412123899675343, -0.00784819229856415, 0.2445846884236057, 0.721896216899623, -0.4014700937730065]","(1, 0, 1)","[0.2582809, 0.25845382, 0.25853643, 0.25841427, 0.25843272, 0.25844705, 0.25843292, 0.25844672, 0.25851616, 0.25819921]","(50, 10)",0.001
38,"[0.19644936950695574, 0.7281072577741707, 1.1272456055662539, 0.8525148113636306, -0.3894738733621225, -1.603538127060835, -1.4450464554723474, -1.0456602876981642, -0.656953379263158, -0.013529857602883555]","[-0.009104065229563349, 0.20100140212173742, 0.627606556713302, 0.8134423272096029, 0.4457936477588292, -0.6123706972415371, -1.2973527784400667, -0.7963700662523142, -0.6474752545720072, -0.3332157519771544]","[-0.0130265026656856, 0.2115665960960317, 0.6460663502766117, 0.8313008542158967, 0.44642241006645256, -0.6437537772529138, -1.3297096870640388, -0.7982377067313136, -0.6658468934315616, -0.33076566346903097]","(1, 0, 1)","[-0.12098076, -0.12098345, -0.120986596, -0.120986424, -0.12098539, -0.12098667, -0.120986916, -0.12098614, -0.12098542, -0.12098649]","(10, 2)",0.001
47,"[-1.009250979898832, -0.7701319154712624, 0.08930738572817859, 0.2566093204995177, 0.8323242941617286, 1.3232039795721067, 1.4124786199861312, 1.6719219791951865, 0.8777050605621279, 0.23718701237558681]","[-0.7287000669637255, -0.6449009464169694, -0.4476814422627777, 0.3131481068595674, 0.10003526706973398, 0.7823066606268616, 0.9320506492586759, 0.9464532953567933, 1.1986953315167899, 0.278357394803733]","[-0.7442482189324657, -0.6149960446380317, -0.37902661308331015, 0.26176753478388715, 0.11725962806825838, 0.7938788915310541, 0.9220185331006896, 0.8988832843548734, 1.1702562639333942, 0.23310876002844272]","(4, 0, 0)","[-0.47609925, -0.5163404, -0.3547225, -0.22723456, -0.263426, -0.2405833, -0.25614637, -0.36243457, -0.27270424, -0.3176636]","(50, 10)",0.001
74,"[-0.2080154370523759, 0.3240087946226874, 0.027330453640296903, -0.556590845023878, -0.9979922323030095, -0.15365661263831965, 1.1602266237061287, 1.5451893745146046, 1.8652690599464647, 1.478337072429936]","[0.6646332709888394, -0.5403320725467956, 0.5941748308960852, -0.26975696180774567, -0.4217123641200052, -0.7871360502430069, 0.23991141248318382, 1.0402709174645368, 1.0250539157823362, 1.3527421020552968]","[0.6905687542238845, -0.5837593463502598, 0.6416828884551842, -0.30961490591420215, -0.4062771787747868, -0.8084994296236867, 0.26891773241544836, 1.0462700046699651, 1.031387990115579, 1.3715013462738428]","(1, 0, 1)","[-0.47751668, -0.36717725, -0.058687218, -0.547986, -0.58774054, -0.11795122, -0.33055308, -0.6925366, -0.8930646, -0.3711664]","(20, 4)",0.001
75,"[-1.3082483367598985, -0.4126170132094682, 0.4024540984496342, 1.0164133685964796, 0.8318673149626878, 0.8285374739095881, 0.8139221795242224, 1.370061553210951, 0.32954309265826653, -0.00567307499851466]","[-0.9860339790492562, -0.8152313472352704, -0.005001339591833021, 0.4049547682455507, 0.8139359844737042, 0.42489932272583575, 0.6160878125466702, 0.5058782732508873, 1.1171224165855074, -0.22901811563448715]","[-1.0428831699222696, -0.7597537361249738, 0.003920623917377547, 0.413131397381245, 0.8152040936946323, 0.39671050205133684, 0.6308491216222478, 0.48335055973548474, 1.1425175140127173, -0.30410602896919336]","(1, 0, 1)","[-0.08698857, -0.09504661, 0.11634066, 0.34945264, 0.4928483, 0.42685583, 0.39723632, 0.28369713, 0.29826963, 0.06919489]","(50, 10)",0.001
